bp,A1: VK_Corrielle_1,A2: VK_Corrielle_2,A3: VK_Corrielle_3,A4: VK_Corrielle_4,A5: VK_Corrielle_5,A6: VK_Corrielle_6,A7: VK_Corrielle_7,A8: VK_Corrielle_8,B1: VK_Corrielle_9,B2: VK_Corrielle_10,B3: VK_Corrielle_11,B4: VK_Corrielle_12,B5: VK_Corrielle_13,C1: YG_Corrielle_1,C2: YG_Corrielle_2,C3: YG_Corrielle_3,C4: YG_Corrielle_4,C5: YG_Corrielle_5,C6: YG_Corrielle_6,C7: YG_Corrielle_7,C8: YG_Corrielle_8,D1: YG_Corrielle_9,D2: YG_Corrielle_10,D3: YG_Corrielle_11,D4: YG_Corrielle_12,D5: YG_Corrielle_13
405,7.639892721,32.07374071,38.87170106,59.12102109,46.65261772,43.72267568,41.40465496,34.27878438,38.60583565,48.64418449,27.57529412,55.67933343,26.32875446,97.38419217,77.37619225,74.49480824,77.19626021,83.76386786,59.27432974,87.72048343,57.86268286,122.2000942,159.9689282,158.2704747,187.7638525,110.3915025
406,8.166278612,32.16560863,37.57851104,57.18879239,45.54317221,42.60513133,40.58950678,33.66830552,38.05614443,47.23075917,27.60548982,54.547167,25.68116919,95.14559039,75.70610475,72.23660969,75.98747119,80.96256467,57.78783022,85.61712573,56.23266556,119.8867004,156.7628937,154.4495583,183.978617,107.318092
407,7.486396274,31.92075632,36.15707557,55.6574679,44.11090356,41.36846937,39.73467213,32.62929804,37.69452779,45.88634637,26.96155865,53.65717649,25.21556126,92.55383069,74.20110314,70.18006578,74.80222311,78.30672517,56.25755431,83.78171626,54.59565731,117.6675588,153.5783807,150.94247,179.635915,104.325554
408,6.31315559,31.2857746,34.86137018,54.60645918,42.48246626,40.3544948,38.77376632,31.20482018,37.05232803,44.56791169,25.95197198,52.54210246,24.71562495,89.4633117,72.84803954,68.56587538,73.25649672,76.15441192,54.62584919,82.03280247,52.96364599,115.0205716,150.0854336,147.8059465,175.1596087,102.4069592
409,5.567081591,30.40152918,33.68839053,53.93586632,40.89909846,39.59193162,37.48133542,29.59798111,35.81823101,43.06232395,24.83635521,50.93927011,24.26463431,86.08054596,71.57904545,67.32760478,71.17830788,74.39750919,53.07915803,80.06583316,51.42704926,111.7838444,145.8724245,144.9818285,171.0217673,101.5465325
410,5.616251719,29.43699146,32.53090091,53.35208222,39.50018168,38.82084958,35.74662916,28.03519411,34.05315124,41.23139794,23.86464276,49.08248338,23.79800387,82.90897954,70.19393061,66.02671797,68.67596886,72.47660014,51.72922667,77.97846683,50.08033157,108.3263401,141.4114693,142.3610031,167.2665752,100.4391401
411,6.07672503,28.44720191,31.57903852,52.50726384,38.17204542,37.72220118,33.86485821,26.67367184,32.29477202,39.31526924,23.06165974,47.49119835,22.67522231,80.43710548,68.49983158,64.17629283,66.03924118,69.98761149,50.33298463,75.77078319,48.96709635,105.2858627,139.0883393,139.718859,163.4379616,98.48139737
412,6.405847248,27.33021665,31.18662929,51.24103883,36.78509322,36.31793607,32.3721314,25.44878409,31.08844919,37.60989024,22.36724319,46.27225505,21.65545807,78.61505477,66.40125429,61.72553208,63.62759729,67.23823214,48.60927297,73.4617855,48.45134019,102.843462,137.5429295,136.8104242,159.2146103,96.25161978
413,6.284469838,26.10624828,31.25729636,49.60278534,35.4848071,34.83202437,31.56394407,24.27450581,30.28669631,36.1413827,21.79932274,45.17042093,21.27034123,76.9701872,63.9238274,59.05348051,61.61787369,64.95636633,46.63094378,71.18994626,46.86754576,100.7950459,135.2290914,133.6739945,154.8097398,94.15188163
414,5.75854736,25.01665882,31.2107275,47.69165225,34.49506433,33.52422119,31.22950351,23.20798377,29.25970428,34.6863039,21.45580171,43.96645766,21.34396566,74.99682488,61.19393152,56.66376347,59.88175771,63.68281209,44.75125336,69.06258213,43.55360484,98.82052012,132.2851842,130.5141986,150.3794221,92.12985335
415,5.161008314,24.45046168,30.44304039,45.50942878,33.71811478,32.58439825,30.75707679,22.46552572,27.7172716,33.0450155,21.4079413,42.8225588,21.53188009,72.55114187,58.43238652,54.82998506,58.10464982,63.24595635,43.27062488,66.95262167,41.78479916,96.70935966,129.6296012,127.3706414,145.8019508,90.12059701
416,4.764972283,24.66392268,28.89304662,43.14227318,32.76061132,32.07238917,29.78584943,22.18347867,26.31090859,31.35096757,21.60123386,42.01957256,21.38717731,69.88571702,56.02393964,53.53178723,56.26907902,62.88345528,42.27988896,64.64188773,40.89531022,94.33911154,126.7527039,124.0855508,142.838268,87.9484912
417,4.525436922,24.0764916,26.90616088,40.92795498,31.51270266,31.79237991,28.42096268,22.19912958,25.4980017,29.88247192,21.90566791,41.50473056,20.72809395,67.24785288,54.22178964,52.4639616,54.5785652,61.87971097,41.65889198,62.17420692,40.17387085,91.66722642,123.4629276,120.6265469,141.138878,85.54693387
418,4.281545661,22.27170084,24.98848521,39.22068118,30.16901066,31.44897932,26.95907922,22.18091124,25.32630889,28.92476626,22.1631501,40.94025516,19.73899129,64.73839987,53.05668169,51.19605155,53.19249789,60.01793766,41.12825389,59.92120417,39.47291273,88.83341038,120.0655581,117.2460647,138.7061048,83.02413244
419,4.021033236,21.31616351,23.57658826,38.05898309,29.07261688,30.87119588,25.59696781,21.9004687,25.17824994,28.6394116,22.24240044,40.00456357,18.85083636,62.35867749,52.34485055,49.46347565,52.05437084,57.63288255,40.36258029,58.31724233,38.5397651,86.15346162,116.7988311,114.2825673,134.5860268,80.61875209
420,3.865281496,20.88056925,22.85838877,37.06932092,28.61762959,30.09637916,24.48353479,21.44586138,23.2687369,28.88398368,22.09864085,38.6939939,18.45019779,60.15328345,51.70200574,47.53216321,51.01081085,55.13422457,39.19038361,57.28981206,37.64503858,83.84377912,113.608616,111.5607438,130.6811394,78.60131945
421,3.843169501,20.63911488,22.63308748,36.03385412,28.40814656,29.22180905,23.88872619,21.08430939,21.20779622,29.25967598,21.6557574,37.21796486,18.59775784,58.28159923,50.73132303,46.0814521,50.02525328,52.76616967,37.75650139,56.2555071,36.93711803,81.94427277,110.4240998,108.6472047,127.5515271,77.14208925
422,3.814341414,20.48421483,22.46717726,35.03343858,28.08618363,28.32762472,23.84864248,20.9944669,20.24131159,29.46927346,21.07507306,35.80479366,19.03000333,56.74807824,49.30867431,45.58853117,49.07779778,50.6234766,36.36242738,54.63848788,36.24424592,80.37642347,107.3161233,105.3548063,124.9011425,76.06199142
423,3.574469985,20.3407121,22.02929877,34.23217342,27.76943437,27.41556128,23.95271306,21.11155884,19.5714276,29.48752591,20.14064693,34.51244919,19.29346573,55.27442274,47.65117169,45.8591073,48.0731275,48.74718036,35.23528704,52.35391026,35.30728176,79.04090658,104.4554132,101.9766183,122.4068455,74.87123084
424,3.098027975,20.33067792,21.44894102,33.46495389,27.51584919,26.34799877,23.57851714,21.17024438,19.32538026,29.37032362,17.6284459,33.23925377,18.9465921,53.523989,46.06993957,46.04795027,46.88557224,47.19767707,34.36529364,49.92000234,34.21994626,77.8701705,101.887001,99.03273819,119.4095717,73.16002771
425,2.611150044,20.35334563,21.14094202,32.27764962,27.26700094,24.87953684,22.54417786,20.88277638,19.22910312,28.94471191,15.93097382,32.47454557,17.75455002,51.60616576,44.64127376,45.47149351,45.4791073,45.93441826,33.60688836,47.73671181,33.20261091,76.63386143,99.38140183,96.59064151,115.651373,70.76582674
426,2.537955033,20.11738325,21.3694434,30.5179564,26.86247513,22.99015693,21.20012812,20.02196269,19.00896506,28.15711307,15.45976763,32.11361522,15.86562781,50.14725184,43.29541009,44.14942801,43.83498293,44.77516108,32.86517598,45.93245618,32.4039645,75.00916146,96.70889421,94.44748384,111.6017146,67.72879895
427,3.172060918,19.45989216,21.91728407,28.61357918,26.07403223,21.03785583,20.04870105,18.53733141,18.61421448,27.30366912,14.5635139,31.63579199,13.81342443,49.72512245,41.99228839,42.62236916,41.96734591,43.45479481,32.11807758,44.48308016,31.82515598,72.80381717,93.84473969,92.39210623,108.090677,64.34746657
428,4.251611485,18.64244418,22.08013357,27.33414238,24.71688189,19.62105236,19.20681066,16.67631342,18.04062489,26.87745525,13.46112398,31.18576394,12.2515372,50.07029613,40.86341656,41.25762707,40.02148697,41.79053224,31.33874227,43.39724185,31.32332126,70.13669355,91.02307146,90.37480596,105.5064428,61.22802206
429,4.986723356,18.00440691,21.37678652,26.92197281,22.94229202,19.09459467,18.40156569,14.95161121,17.24191352,26.81575094,12.48001752,31.15257841,11.33453443,50.10910102,40.15334351,39.73617686,38.30975558,39.94751848,30.53272181,42.68499261,30.62780045,67.19996313,88.60560727,88.5032533,103.3037977,58.95835548
430,4.768850237,17.46447982,19.93997198,26.88756953,21.21382471,19.35154918,17.42381881,13.89254138,16.31129491,26.5724885,11.81802728,31.47233176,10.85460492,49.03407854,39.80074843,37.89710006,37.15875062,38.45241691,29.77305658,42.16764625,29.5173922,64.19043021,86.68157127,86.68406535,100.8017548,57.62547013
431,3.701304776,16.7243534,18.22045703,26.55647518,19.92803808,19.94306808,16.36020806,13.65170245,15.4603479,25.75853138,11.4914484,31.69033433,10.54957812,46.89424466,39.35154088,36.16423482,36.64876341,37.72561108,29.0603174,41.64886023,28.0381998,61.28798608,84.85915977,85.03588007,97.77259923,56.86382966
432,2.635708646,15.75479734,16.55052282,25.7735359,19.08015933,20.37109795,15.52654624,13.79966684,14.86368888,24.66068531,11.38182175,31.36174137,10.29440873,44.50727102,38.22228732,35.25172179,36.48629354,37.61392868,28.257487,41.13197209,26.55225821,58.64219288,82.4874717,84.03393995,94.57200948,56.24594884
433,2.389079831,15.01385855,15.14725758,25.06878233,18.40907903,20.39094452,15.06146222,13.71591865,14.49017566,23.90224381,11.50245792,30.33513684,9.964500997,42.56396208,36.27163201,35.05136461,36.26282601,37.49835252,27.37381329,40.68851616,25.39182802,56.34802641,79.49477987,83.31240571,91.62256796,55.70074808
434,3.033418015,14.85455738,14.36580332,24.76099485,17.70305809,20.05051315,14.78129302,13.2556587,14.1323431,23.63177713,11.83223216,28.93954918,9.511773662,41.18701681,33.90257497,34.75975425,35.65762548,36.90944285,26.72959437,40.11771911,24.59455827,54.37525793,76.44012796,81.74271061,88.87432488,54.99390398
435,4.018516503,15.18324306,14.39580385,24.65844328,16.9026248,19.51460014,14.39555237,12.68440288,13.70566322,23.45920028,12.17180125,27.67945998,9.1020239,40.20924402,31.89158851,33.78366334,34.54907755,35.72778132,26.53728516,39.19868993,24.06326115,52.63348362,73.99318238,79.13744501,86.11800434,53.86467901
436,4.717733812,15.54257191,14.95430162,24.29956449,16.09589237,18.84798718,13.78346635,12.35856535,13.3529041,22.84180604,12.17410868,26.827017,9.030835333,39.43113667,30.97897401,32.30257507,33.045753,34.15869125,26.57850746,37.98858889,23.73013141,51.03401955,72.43404086,76.49568581,83.36676066,52.33141904
437,5.045705405,15.58231324,15.3520124,23.56405788,15.44005336,17.89480085,13.1597826,12.29178284,13.15350776,21.70004393,11.61054591,26.19722569,9.342257184,38.59054073,31.25149235,30.96488426,31.4268835,32.59916715,26.35819254,36.83112868,23.52584426,49.51628371,71.47708199,74.02253482,80.90473771,50.78838651
438,4.970376625,15.09021437,15.23450567,22.65068435,15.01883909,16.61708964,12.8598884,11.56640627,12.82594323,20.48272803,10.65786863,25.67814618,9.735621196,37.43775884,31.94867329,30.01387622,30.0161662,31.56610896,25.76482869,35.85239194,23.21325012,48.19599393,70.68066146,71.93924059,78.92850412,49.41048997
439,4.710133602,14.4497667,14.59085695,21.72807351,14.87335703,15.272301,12.97110168,10.50755461,12.06733446,19.7073106,9.699798576,25.40654879,10.01148887,35.90516025,32.12169154,29.27857721,28.97113765,31.17304553,24.98842895,34.91271494,22.57542292,47.23660557,69.67842464,70.31529584,77.33611184,48.00951609
440,4.624871161,14.07473601,13.56475894,20.76418544,15.02513938,14.34154254,13.26835869,10.16998474,10.90645027,19.57013139,8.989001573,25.52861289,10.28793182,34.16765,31.27597272,28.5291449,28.22301467,30.9788842,24.21350143,33.84830667,21.60474679,46.64851522,68.3292808,69.00602396,75.81673129,46.37490817
441,4.785891337,13.55492449,12.32759386,19.59528572,15.42543851,14.22205357,13.43721121,10.09497782,9.852376778,19.77363234,8.409937411,25.8182047,10.7980456,32.56626553,29.6698919,27.85164001,27.57821628,30.3749486,23.40650384,32.7460462,20.55465048,46.15601211,66.78133687,67.79720682,74.10137564,44.73705163
442,4.91423147,13.27557507,11.26300448,18.16188185,15.79923868,14.76001289,13.32007805,10.14334161,9.515021516,19.74424429,7.812492928,25.894239,11.23263823,31.4043968,27.77968526,27.46987283,26.90424891,29.43385055,22.66946775,31.70492865,19.67392559,45.41884372,65.25473229,66.22427626,71.97414318,43.39525522
443,4.572491882,13.46315266,10.69355647,16.64674615,15.75695032,15.40645717,12.9554024,10.14997488,9.528585256,19.17873398,7.265662539,25.68079163,11.01278113,30.78995463,25.91645255,27.48656324,26.19121624,28.50569356,22.13839692,30.69073469,19.0008994,44.34676393,63.70870453,63.8790537,69.40909044,42.35903931
444,3.5879661,13.83275532,10.56938799,15.42058057,15.08041585,15.59857783,12.53643248,9.967577219,9.153708035,18.20969074,7.183793934,25.35682324,9.99802153,30.46616414,24.23455704,27.67078743,25.48299243,27.66057909,21.72509165,29.5882217,18.4550454,43.06672019,61.93051736,60.78716987,66.69399237,41.41016925
445,2.378872039,13.87374127,10.43681182,14.85168884,13.94910333,15.10957362,12.33242065,9.7238568,8.330863254,17.22857946,7.814988333,25.06751424,8.864708439,29.86102729,22.88962674,27.51429208,24.82230656,26.56833216,21.04429783,28.34832375,18.01862301,41.74189831,59.84546006,57.53882125,64.37644242,40.36285602
446,1.713824773,13.33930175,10.02037892,15.02618224,12.80942933,14.12220057,12.56909319,9.592633152,7.45221294,16.45537505,7.79654257,24.80805733,8.27932467,28.69338962,22.06517491,26.8619044,24.35009651,25.31946128,19.88936236,27.10201653,17.73152398,40.50664104,57.71199953,54.80687025,62.81143102,39.22549805
447,1.88644889,12.48100223,9.473097623,15.59738048,11.95185121,13.07779539,13.17989616,9.483131953,7.01049876,15.72370889,7.157376395,24.61148217,8.146835975,27.440711,21.84047102,26.27106554,24.1275264,24.34737177,18.47601165,26.01169143,17.47556986,39.40150586,55.62719976,52.77088426,61.69539633,38.04000908
448,2.477760371,11.79884875,9.118498576,16.10155029,11.41239657,12.36378641,13.82886895,9.273043932,7.207961201,14.86064109,6.574419773,24.513628,7.949796074,26.84405453,22.14359985,25.39043225,24.01289163,23.83775138,17.1444333,25.22184489,17.10102866,38.36560574,53.43444644,51.18495677,60.4395543,36.81208766
449,2.724129847,11.64267301,9.135936628,16.28343048,11.07853296,12.07392316,14.07877502,9.065857997,7.723806043,14.03282441,6.189871919,24.49622186,7.476590752,27.18448264,22.70296388,23.25173748,23.69393828,23.48898749,16.02155575,24.84209307,16.61379098,37.27516054,50.938308,49.6880942,58.6989054,35.68780907
450,2.379789572,11.90566323,9.442415896,16.15731464,10.89139284,12.0052698,13.62083158,9.105707141,7.854950197,13.64702456,6.026070969,24.53626923,7.247704584,27.87796747,23.00752688,21.51341265,22.93011552,23.04034455,14.97729851,24.87821747,16.19446096,36.01875,48.27741111,48.10070467,56.60505673,35.1824411
451,1.921495253,12.21088901,9.758252378,15.8610366,10.87731394,11.96520772,12.43616628,9.263565323,7.325496418,13.79070067,6.026382759,24.63944757,7.097428671,28.07899148,22.69308366,20.84103247,21.84686118,22.69113227,14.01890077,25.007073,15.8548908,34.54594102,45.89777785,46.50046216,54.49631361,34.90191219
452,1.893912898,12.24910354,9.810043469,15.53906063,11.01438902,11.94389105,10.86078346,9.171768013,6.560715788,14.18705991,6.189777866,24.72838625,6.995789654,27.36759554,21.88342529,20.80258378,20.77367498,22.69286945,13.37286079,24.77354488,15.48825555,32.90383632,44.16217731,45.14373278,52.60085033,34.5264871
453,2.336929538,11.98738105,9.52395888,15.28256267,11.13939128,12.01103489,9.42897867,8.565063628,6.277670309,14.47881171,6.627738628,24.63739357,7.244417804,25.9549452,21.08661586,20.62431838,19.95553067,23.00972516,13.31613084,23.93976232,15.024196,31.26708185,43.12067718,44.24305318,50.91790269,34.18611687
454,2.686635781,11.64688218,9.111167332,15.09845698,11.01416161,12.04539814,8.512307926,7.576335649,6.644849687,14.59628228,7.459793484,24.26724777,7.701372646,24.38082603,20.69793785,19.84390486,19.35512521,23.29386568,13.85816755,22.74314545,14.53271147,29.93565547,42.55029425,43.70597394,49.34490595,33.82468035
455,2.549722897,11.35576212,8.838670689,14.82408216,10.7185449,11.79822408,7.999794658,6.602179713,7.043351723,14.59894169,8.491988822,23.79351168,7.932888462,23.09791672,20.6907069,18.77292666,18.92841447,23.12261082,14.55917837,21.5360533,14.08262807,29.20661595,42.12810776,43.22107859,47.99202741,33.23106753
456,2.098297721,10.96913766,8.759450773,14.19686012,10.61960775,11.29306412,7.537210902,5.997352404,6.889882218,14.30169173,9.145436665,23.49900145,7.629261343,22.25676275,20.78729903,17.80187318,18.71569619,22.30944029,14.81299563,20.57748442,13.71149425,29.18127894,41.43327588,42.56786348,47.24487069,32.43238433
457,1.7815439,10.19059784,8.691574385,13.33700515,10.98444056,10.87220805,6.828637785,5.908442384,6.177992374,13.70518152,8.887492148,23.46983197,6.81956168,21.5195969,20.60464535,16.94916245,18.748699,20.99447836,14.31794059,20.01329569,13.42254918,29.6445669,40.15580104,41.71916458,47.22840492,31.74488222
458,1.751038787,8.892702902,8.420935972,12.85480032,11.58798903,10.83159659,5.830683462,6.226198431,5.491870354,13.3285936,7.812341057,23.41476474,5.805565318,20.36469867,19.89002189,15.94835488,18.90662779,19.6242292,13.3873404,19.8703327,13.22394137,30.26624595,38.37833734,40.74366569,47.43715401,31.51263504
459,1.669217093,7.418296991,8.018237659,12.45846842,11.88018345,10.80637157,4.680789404,6.61729701,5.351867343,12.990514,6.692927441,22.982593,4.767176613,19.43674599,18.95409814,14.99878522,18.9232983,18.89969491,12.56886576,19.87923032,13.21032236,31.13558533,36.58572238,39.60292331,47.70008594,31.71427202
460,1.253862083,6.08767775,7.591393633,11.94299909,11.61442997,10.79431692,3.608697961,6.829497567,5.832212043,12.6303397,6.038282631,22.14591189,3.790822182,18.77935523,17.06083295,14.64541987,18.62472378,18.56487887,12.08133689,19.91947101,13.06354334,29.53124045,35.24881079,38.22485727,47.84070394,31.91784749
461,0.539047956,5.313921343,7.345574945,11.58139209,10.97560394,10.70451905,2.904968403,6.764470685,6.575370702,12.48476384,5.759059817,21.09237285,3.058788828,17.97393433,14.62415455,15.15593578,18.06080643,18.06093895,11.76233416,19.92487349,12.47900748,25.47999317,34.50771563,36.66366788,47.32270583,31.52329042
462,0,5.394114285,7.439547224,11.75509042,10.37608289,10.12742423,2.822144355,6.427461085,7.077264943,12.72514562,5.400817124,19.99054211,2.890809145,17.05038035,13.65340906,16.11557775,17.43668728,17.39562164,11.35051994,19.73617863,11.57819682,23.49641282,34.10289393,35.16312147,45.5617032,30.18379875
463,0,5.585103158,7.397150658,12.05217843,10.08349784,9.451998869,3.331918475,5.872415752,7.159383294,12.94607209,4.893919955,18.93033787,3.429808377,16.78152306,13.23274515,16.79505622,16.79788633,16.87894374,10.89975855,19.26761814,10.60301121,22.778251,33.64779661,33.97736716,43.06784052,28.2475176
464,0.367493865,5.745681055,6.871380749,11.90195347,10.09233827,9.05089862,4.053085123,5.317131712,7.128582788,12.92595232,5.160742168,18.07886124,4.364629154,16.69810314,13.2260941,16.94967211,15.91787677,16.58555922,10.56848592,18.41693615,9.885577331,22.81747252,32.84900671,33.05722491,40.59769458,26.36787838
465,1.58552329,5.969310803,5.880851681,11.10885262,10.1447727,8.969794536,4.556491966,5.015363789,7.058710535,12.61636731,6.09532133,17.61396777,5.058221571,16.20797817,13.63436257,16.71329414,14.72442946,16.42794377,10.36809907,17.22120998,9.570835004,23.22180835,31.67086274,32.12536175,38.65676927,25.07437843
466,2.843303696,6.185515138,4.775444331,10.02618465,9.888256972,8.998824328,4.687813011,5.014948544,6.608031282,12.08984969,6.580206802,17.5014535,4.955142718,15.50385946,13.98200628,16.28633657,13.52837723,16.28490465,10.16099344,15.94196079,9.505277922,23.25020988,30.35980602,30.95495929,37.32945571,24.46783216
467,3.634041693,6.319228256,4.014654472,9.267678468,9.156478542,8.94392353,4.714282234,4.993209911,5.647088727,11.66588603,6.797482822,17.31278266,4.111406612,15.1699836,14.07382332,15.71384364,12.7801091,16.03126528,9.901615627,14.92938531,9.410114271,22.85795483,29.26958081,29.69605929,36.36343313,24.14081594
468,3.835797646,6.207596841,3.704894693,8.931396134,8.157345035,8.667043513,4.970219098,4.74921352,4.543447089,11.83119495,6.610784774,16.77348688,3.155697703,15.34949027,13.94877811,14.97937379,12.44082886,15.64245065,9.66194993,14.24365605,9.101884081,22.28410277,28.49887185,28.75804123,35.43679778,23.59512702
469,3.601904389,5.855350974,3.672716541,8.743713053,7.219498146,7.978096018,5.54184301,4.394576719,3.720354751,12.64309171,6.135832015,16.06860475,2.66907486,15.7648742,13.73244669,14.02839382,12.10253067,15.1213651,9.52952887,13.65709728,8.581195845,21.51658854,27.98546082,28.26344722,34.18050073,22.50542427
470,3.168858901,5.535685135,3.753493748,8.51684172,6.569244171,6.785438925,6.234367542,4.201659486,3.347136028,13.51806955,5.81466554,15.67335561,2.769084972,16.05339059,13.50926569,12.91396638,11.49626776,14.44140771,9.537217442,12.96814627,8.046823077,20.31004185,27.70452428,27.90869277,32.44505983,20.88123306
471,2.672949436,5.594981057,4.037472712,8.442347263,6.226199904,5.351353682,6.764533049,4.3001473,3.307229522,13.57103317,5.821434664,15.88305348,3.057756623,16.06742465,13.23024727,11.93787366,10.93702309,13.54252726,9.664335195,12.33476099,7.815180953,18.57918723,27.74810375,27.22530623,30.64374222,19.09817931
472,2.043424648,5.864320052,4.675035698,8.529014615,6.073593059,4.185101816,7.060698661,4.553280639,3.495299197,12.61321157,5.555516955,16.40853457,3.121199204,15.71567426,12.70831523,11.41597832,10.91139575,12.40825698,9.94403051,12.07193239,8.042797343,16.69977646,27.99744592,26.04749133,29.56551228,17.61627753
473,1.176728831,5.961654057,5.580327949,8.481241368,5.994217347,3.586194223,7.246820628,4.708745895,3.835181838,11.20959759,4.391311175,16.72750856,2.898033867,15.13113608,11.80957803,11.22074244,11.40129122,11.2791458,10.40917463,12.26580256,8.529970573,15.2869393,28.19941458,24.58688983,29.50785618,16.68153126
474,0.172073656,5.824402009,6.412641329,8.139902582,5.937944256,3.537382878,7.439536067,4.687944999,4.194980158,10.05375487,2.460995531,16.5397713,2.676012033,14.71171372,10.60697958,10.90372947,11.91625903,10.5263407,10.96608953,12.70147586,8.878056679,14.84469027,28.17302369,23.25279083,29.97992756,16.26876184
475,0,5.872221722,6.752006961,7.809543231,5.88660158,3.827967171,7.593118571,4.725226028,4.365034339,9.376467581,0.800635851,16.02907915,2.815121953,14.84972232,9.40079975,10.16484605,11.87611074,10.35418497,11.32088363,13.03424872,8.779170374,15.40093543,27.87963378,22.41643794,30.01044892,16.16161348
476,0,6.33580906,6.394905452,7.870614057,5.73497047,4.257354368,7.580610415,5.08369075,4.208430238,8.964034236,0.332749435,15.67865084,3.280490117,15.29010358,8.515943833,9.358223929,11.06491527,10.53922665,11.09705299,13.12098056,8.235508187,16.24948632,27.18913879,22.23593263,29.05130515,16.09244362
477,0.297919927,6.784097358,5.5044687,8.159840646,5.587037121,4.62704008,7.346275392,5.589170393,3.698399753,8.545104394,0.953242342,15.6599229,3.619699846,15.41945425,8.019843604,8.979715208,10.17141576,10.71463944,10.25855586,13.07853237,7.494659111,16.4922473,25.97174927,22.46932738,27.50500215,15.91000743
478,1.305388842,6.668147855,4.419241216,8.258291881,5.564587649,4.813774488,6.866708555,5.777797268,2.879453251,7.926996036,1.952896943,15.83686235,3.438447151,15.05534247,7.785947469,9.116305468,9.620083572,10.67048409,9.163153073,13.04791692,6.953152672,15.79906969,24.31292143,22.72391516,26.16058275,15.67128409
479,1.820289529,5.927630424,3.409484921,7.939391344,5.603809233,4.799294559,6.122052116,5.327879508,1.892401891,7.082252247,2.724699387,16.05381557,2.764931041,14.68744321,7.669484846,9.416174191,8.993702328,10.41730253,8.36134863,12.99523395,6.961999302,14.64352876,22.56053927,22.79479404,25.4864643,15.58664858
480,1.504792867,5.060225422,2.55913467,7.390163505,5.478290153,4.596311748,5.146174588,4.505399745,1.052532131,6.249327071,3.222021667,16.4497351,2.029332022,14.82709419,7.647404318,9.659670696,7.910894027,10.00163602,8.215029972,12.71778772,7.503548392,13.77323802,21.0972415,22.87399935,25.26681905,15.80354719
481,1.33461462,3.906365643,2.056668639,6.899926647,5.085265911,4.1338774,4.022573859,3.848754063,0.613290701,5.788626767,3.637472099,17.21858425,1.573438621,15.21096772,7.68273112,10.03907468,7.054413682,9.515963316,8.573962027,12.18442745,7.989281605,13.42357136,20.00056146,23.22925836,25.11308331,16.20865831
482,1.934788814,2.978922308,2.148833262,6.694983426,4.625468789,3.476494264,2.97199505,3.656751434,0.613678498,5.899719102,4.075689871,18.19835894,1.524510245,15.13986833,7.69600782,10.61498484,6.902708586,9.091055108,8.966622804,11.53477036,7.782407061,13.3900796,19.23549406,23.88301256,24.8300255,16.55195543
483,2.782921292,2.862560777,2.883232861,6.873475526,4.412734044,2.931646468,2.296744394,3.806748477,0.912525297,6.489079789,4.49335321,18.86118919,1.78667693,14.1743555,7.686420905,11.06712158,7.28195061,8.755386123,8.933915337,10.87875679,6.766047067,13.39033525,18.79762207,24.55356853,24.35520675,16.60961291
484,2.859714413,2.754838814,3.880079103,7.378691964,4.481551727,2.908514253,2.159646108,3.940910124,1.341542019,7.224157174,4.814790022,18.70599869,2.074509257,12.69337101,7.862069766,10.92399472,7.84752502,8.32216829,8.350520516,10.11881297,5.584710167,13.4037031,18.69031478,24.84025647,23.54402377,16.31731039
485,2.274316338,2.846105779,4.627545129,7.951094283,4.528895242,3.444542532,2.306403075,3.904697918,1.782198921,7.749910839,4.952495918,17.79958992,2.026245365,11.51101879,8.426919508,10.13101751,8.200894844,7.737713758,7.526096961,9.23054178,4.968597871,13.56245593,18.77647895,24.56069624,22.49045559,15.83880255
486,1.827882765,3.390320511,4.895515807,8.245167164,4.35698117,4.185087453,2.438878705,3.739555522,2.040894685,7.850125174,4.952836981,16.74826901,1.689259168,10.98507465,9.245298506,8.908698377,8.275210486,7.261819622,6.92414845,8.555131389,5.082926808,13.7827049,18.82766063,24.2021665,21.59425635,15.38337914
487,2.086748487,4.203362291,4.772906059,8.079245985,4.083940624,4.828588908,2.51382094,3.619339163,2.07014256,7.590230926,4.832983653,16.15052086,1.51270702,10.91005288,9.956510376,7.560378321,8.324622523,7.248329543,6.813267164,8.509391715,5.564541323,13.74103141,18.68271462,23.74089456,21.15235061,15.02996651
488,2.751617474,4.814516754,4.471158749,7.60463806,4.040227869,5.499759354,2.756565572,3.738703375,2.150017302,7.314617224,4.438891125,16.06397983,2.004385308,10.88245289,10.30862718,6.366874265,8.615964495,7.808983237,7.034217709,9.0814444,5.926099106,13.17234881,18.35934584,22.20436954,20.97911407,14.68018894
489,3.037639765,4.998977575,4.089319901,7.126111039,4.342645721,6.424631548,3.234127382,4.103007001,2.495192497,7.31334017,3.740306337,16.10473138,3.23533231,10.68021859,10.37463051,5.608294376,9.025753172,8.700844983,7.112644354,9.652884261,5.946770107,12.36222209,17.95616067,20.4076095,20.66021192,14.26629194
490,2.652349997,5.045756619,3.647587224,6.73064104,4.854799599,7.308080005,3.644997163,4.504017049,2.687956463,7.48106318,3.023963903,16.02614569,4.162536976,10.2052027,10.27258426,5.455160073,9.193958723,9.537789682,6.793741018,9.767984253,5.693559408,11.86691439,17.55623142,19.12219243,20.05234446,13.96348045
