bp,A1: VK_Corrielle_1,A2: VK_Corrielle_2,A3: VK_Corrielle_3,A4: VK_Corrielle_4,A5: VK_Corrielle_5,A6: VK_Corrielle_6,A7: VK_Corrielle_7,A8: VK_Corrielle_8,B1: VK_Corrielle_9,B2: VK_Corrielle_10,B3: VK_Corrielle_11,B4: VK_Corrielle_12,B5: VK_Corrielle_13,C1: YG_Corrielle_1,C2: YG_Corrielle_2,C3: YG_Corrielle_3,C4: YG_Corrielle_4,C5: YG_Corrielle_5,C6: YG_Corrielle_6,C7: YG_Corrielle_7,C8: YG_Corrielle_8,D1: YG_Corrielle_9,D2: YG_Corrielle_10,D3: YG_Corrielle_11,D4: YG_Corrielle_12,D5: YG_Corrielle_13
204,30.58152488,260.6008472,855.4354969,1334.894704,1324.574885,1258.424893,1077.688233,1212.964554,1255.652319,1267.425074,1059.669709,1277.403523,738.7846789,1195.840722,889.596342,787.5473719,668.6027625,990.0598126,910.2269271,1174.162396,1117.916113,937.7402724,1104.775445,1067.468652,1430.04475,828.425099
205,31.3364091,260.5688199,852.7613961,1332.886307,1322.046183,1256.565158,1074.894492,1209.73318,1248.441088,1265.074651,1051.821534,1275.567333,737.9137531,1192.334496,889.6738271,787.7208668,670.4522822,989.6362376,907.976328,1173.062472,1116.233387,938.3364921,1102.872917,1067.217593,1426.434792,827.5072034
206,32.22451785,260.2141668,850.1546859,1330.159259,1319.363989,1255.220802,1072.632862,1206.936583,1233.70011,1261.696418,1035.37718,1274.222904,737.1360133,1188.161047,888.4763756,787.6552727,671.6336415,988.9525545,905.4919205,1170.902537,1114.106967,938.999763,1101.409647,1067.028215,1423.599037,825.8972442
207,33.01814555,259.815082,846.7859381,1327.205036,1317.50785,1253.16327,1070.926029,1203.405401,1223.138042,1257.155372,1025.357366,1272.235589,736.4535415,1183.788954,886.5632851,786.9260951,671.4481938,988.4688623,904.4990225,1168.107055,1111.572085,939.0421387,1100.983832,1066.700765,1421.132534,823.9517701
208,33.22362802,259.2393421,841.8697494,1324.389598,1316.204373,1249.514596,1069.020614,1198.51741,1214.427199,1252.187024,1019.165957,1270.232181,735.4964243,1179.738806,884.5139786,785.3278212,670.0788325,988.4240817,904.000443,1165.38224,1109.105899,938.0833576,1101.070024,1066.424001,1418.582393,822.2218258
209,32.65012814,258.4548272,835.2834147,1321.643085,1314.218537,1244.446112,1066.289495,1192.210045,1203.754102,1247.670661,1011.654439,1268.839569,733.9715714,1175.903994,882.3841704,783.1574164,668.2438153,988.4837268,903.4418166,1163.278979,1106.976265,936.109149,1101.214459,1066.002524,1416.00564,820.9037621
210,31.53871293,257.6699378,827.7341649,1318.599198,1310.355618,1238.941894,1062.873991,1184.850854,1193.348292,1244.093739,1004.530395,1267.275583,732.0018539,1171.568327,879.9845076,781.0304121,666.6713216,987.9632733,903.5651386,1161.877199,1104.97214,933.469561,1101.347071,1065.075048,1413.815122,819.7893172
211,30.17168554,256.9632589,820.3150934,1314.962116,1304.741117,1233.869891,1059.623561,1177.102837,1183.540412,1241.395934,997.3023553,1264.17382,730.0917358,1166.128056,877.6267748,779.2885112,665.6908909,986.5312813,903.7443716,1160.7987,1102.716545,930.84869,1100.988709,1064.009566,1412.14971,818.7351418
212,29.13388825,256.2997735,813.4521782,1310.424561,1298.676833,1229.292586,1057.024176,1169.375636,1174.261625,1238.984154,989.8172174,1260.865773,728.5944731,1159.689943,875.8877247,777.632393,665.2014683,984.5366149,903.200254,1159.544198,1100.146597,928.9071962,1099.7145,1062.689193,1410.56568,817.8801312
213,28.80529257,254.4304576,806.9844319,1304.979115,1293.323171,1224.991415,1054.978425,1161.787566,1165.019579,1236.239378,982.4591068,1257.848487,727.5374042,1152.962835,874.9621008,775.7166157,664.9080478,982.463592,901.7285825,1157.828373,1097.46564,927.8379514,1097.656072,1061.162946,1408.530004,817.3221971
214,29.05919576,251.4166718,800.4989271,1299.103718,1288.89587,1220.804587,1053.134384,1154.303354,1155.103472,1232.776841,976.0735032,1254.448861,726.6020375,1146.622859,874.5312175,773.5266772,664.506231,980.4247618,899.572784,1155.697354,1094.820391,927.2949694,1095.329192,1059.841315,1405.820057,816.9324641
215,29.36433809,250.272757,793.6783201,1293.590774,1284.724995,1216.673557,1051.327975,1146.90692,1144.204266,1228.530361,971.892786,1250.647121,725.2708915,1140.615707,874.0886775,771.3909259,663.7894752,978.0146689,896.9928225,1153.42155,1092.008557,926.6505219,1093.109131,1059.086033,1402.662045,816.4036756
216,29.37122163,249.6026227,786.5288479,1288.760462,1280.424865,1212.576235,1049.545771,1139.643883,1132.988056,1223.914005,970.9425495,1246.655671,723.2678692,1134.154332,873.4441348,769.6526271,662.6884099,974.8829196,894.3684031,1151.128489,1088.658095,925.4588751,1091.024024,1058.638896,1399.494787,815.5379991
217,29.05436558,249.0005435,779.2014724,1284.26563,1275.998169,1208.384334,1047.528334,1132.035819,1122.55495,1219.561016,973.1146074,1242.608357,720.6844164,1126.373694,872.7136667,768.4179396,661.1907622,971.1903425,892.2083468,1148.388761,1084.55381,923.8166238,1088.963114,1057.757212,1396.382275,814.3990844
218,28.58682089,249.1706863,772.0467713,1279.767991,1271.523817,1203.796873,1044.85308,1123.638195,1113.801608,1215.826396,977.3194013,1238.439416,717.8165884,1117.237327,871.9155449,767.5094915,659.4120174,967.6487037,890.7808421,1144.732793,1080.276029,922.234771,1086.980446,1055.93362,1393.19386,813.0922646
219,28.16683095,250.2335004,765.5816681,1275.421509,1266.885759,1198.428997,1041.304905,1114.762295,1106.806255,1212.403288,982.3266165,1233.931491,714.9478742,1107.865893,870.6217235,766.5688128,657.6495659,965.0828485,889.7757608,1140.340905,1076.531335,921.0955972,1085.342098,1053.413118,1389.977414,811.5401562
220,27.93245014,252.1327985,760.0915129,1271.347873,1261.849298,1192.064616,1037.263451,1106.410566,1100.498752,1208.426881,987.8356559,1228.955898,712.2587702,1099.636861,868.1242252,765.269766,656.2461219,963.5280902,888.4118554,1136.072458,1071.888522,919.8666383,1084.078619,1050.849415,1386.975143,809.5876992
221,27.92089593,254.4830628,755.5120836,1267.249255,1256.390543,1184.54647,1033.297519,1099.489937,1094.297167,1203.414193,994.2863154,1223.724177,709.9067783,1093.422842,864.5310085,763.4284224,655.2922688,962.2611713,886.1466262,1131.985103,1068.282042,917.5371716,1082.810767,1048.516456,1384.206664,807.4179889
222,28.04043304,256.7727702,751.5679584,1262.610217,1250.432509,1178.077849,1029.492019,1094.381924,1088.900508,1197.449638,1002.080141,1218.500774,707.7771544,1089.213307,860.8160499,760.9468988,654.5600975,960.5642837,882.9941815,1128.466508,1065.747826,913.7469944,1081.00436,1046.302329,1381.414976,805.389173
223,28.1412444,258.6875313,748.0945615,1257.187511,1243.842608,1175.117788,1025.35431,1091.079884,1085.903227,1191.022047,1011.581105,1213.436598,705.3976558,1086.284553,858.0927791,757.8411777,653.6923511,958.277319,879.4375696,1126.255385,1061.584463,909.2728013,1078.35062,1044.029038,1378.337885,803.7133141
224,28.19201717,260.3763197,745.4057366,1251.342776,1236.871354,1172.517669,1020.473936,1089.727247,1086.277538,1184.736084,1023.219244,1208.703872,702.2458769,1083.889384,856.5359965,754.384243,652.5429918,955.7274579,875.976335,1124.467883,1056.742874,905.3844539,1075.081717,1041.727611,1375.068753,802.2353254
225,28.36362204,262.3430758,744.1168907,1245.005158,1230.09142,1167.972424,1015.000779,1090.39063,1089.066249,1179.117024,1033.836406,1204.475183,698.3668735,1081.781947,855.5090479,751.0195975,651.1079389,952.970486,872.6467036,1120.585036,1051.884101,902.5649487,1071.814551,1039.138295,1371.569963,800.6767758
226,28.88388815,265.2188098,744.9614999,1239.970266,1223.907703,1162.126296,1009.503801,1092.704379,1094.295555,1174.335622,1050.984203,1200.798538,694.3488831,1080.543555,854.2476607,748.1783295,649.4487624,949.7140031,869.3254214,1115.421401,1047.289116,900.5461746,1069.087692,1035.958379,1367.680351,798.8922385
227,29.82532489,269.5045356,748.436966,1237.643521,1218.150883,1156.673721,1004.558371,1095.946807,1100.721242,1169.912634,1076.371679,1197.439594,690.8203707,1081.229099,852.2351576,746.0238151,647.6606638,945.7423758,866.0740553,1111.708005,1043.108671,898.8053041,1066.968722,1032.24864,1363.33562,796.8591486
228,30.96810916,275.3487825,754.5251418,1235.370419,1212.109324,1151.516445,1000.29336,1099.584441,1107.375788,1164.750194,1087.26926,1193.796636,687.8651325,1084.593004,849.3004727,744.2722922,645.8718916,941.4549358,863.2395653,1109.204662,1039.282881,897.0967598,1064.959384,1028.555839,1358.723983,794.5200385
229,32.01107519,282.5439314,763.1378249,1231.439112,1205.591092,1146.688637,996.3457836,1104.062083,1135.502483,1158.247691,1092.52034,1189.130815,685.2031182,1090.726385,845.7060849,742.4548148,644.2534256,937.7109275,860.9794791,1107.084898,1035.630226,895.4292852,1062.613321,1025.073054,1353.946958,791.8368811
230,32.74922598,290.7298417,774.1596728,1226.911233,1199.183221,1141.855349,992.3286034,1110.208933,1169.10308,1151.116937,1096.629279,1183.024055,682.6297941,1099.320256,842.0169074,740.2206787,642.991412,935.020814,859.0326619,1104.748998,1031.865889,893.7231334,1059.880106,1021.461694,1349.055701,789.1569806
231,33.10702874,299.5514641,787.4755427,1223.22316,1193.496655,1136.414306,988.1419518,1118.40209,1188.790828,1144.645823,1096.623824,1175.671225,680.099872,1110.004489,838.7726795,737.5814507,642.1202371,933.0073269,857.0044529,1102.047546,1027.549298,891.6866212,1057.006253,1017.444474,1343.969575,787.0753569
232,33.11769237,308.6514999,802.8774882,1220.014608,1188.416448,1130.01257,984.0077848,1128.030092,1210.796994,1139.420517,1093.378404,1167.943433,677.4773928,1122.482495,836.1148921,734.9922342,641.4048297,930.5696268,854.7902632,1099.162087,1022.272762,888.975638,1054.264166,1013.361744,1338.47357,785.8003827
233,32.93235137,317.3572115,819.7513746,1217.268572,1183.411782,1122.860034,980.1065389,1137.796195,1232.662595,1134.72728,1086.895585,1161.05019,674.2587106,1136.264147,833.5658913,733.0625006,640.4427211,927.1353593,852.6668474,1096.124662,1016.335308,885.6277612,1051.737151,1009.810941,1332.549273,784.3864586
234,32.81582718,324.4634565,837.5015921,1214.493818,1178.079865,1115.421646,976.1736191,1146.56979,1252.65208,1129.535837,1077.320177,1155.439132,671.4739482,1150.956098,830.2508238,731.7604468,638.5298941,923.0565249,850.6015145,1092.723545,1010.495315,881.8710707,1049.068023,1006.770403,1326.485781,782.7551088
235,32.8448404,331.0044971,855.2259544,1211.089557,1172.253823,1108.307965,971.7536092,1153.461632,1270.479104,1123.397593,1065.291074,1150.607331,669.7699843,1165.994514,825.6524672,730.5541405,636.049376,919.0713222,848.1712375,1088.747962,1005.265605,877.8387086,1045.664442,1003.827126,1320.954188,781.3928122
236,32.74324069,337.9144088,871.7596967,1206.982027,1165.832893,1102.018166,966.5523478,1157.860278,1284.186725,1116.597919,1051.709295,1145.527645,667.8982498,1180.561752,820.1388154,728.8450953,634.3018184,915.6317719,844.9028269,1084.222996,1000.451748,873.5245331,1041.084903,1000.679496,1316.504459,780.0111832
237,32.12402619,339.2847974,886.4129373,1202.824468,1158.552622,1096.439391,960.6195055,1159.655741,1292.573413,1109.468685,1037.335206,1139.506718,664.0594178,1193.906975,814.8036535,726.4988544,632.8860839,912.5525637,840.8483322,1079.466076,995.3501365,869.0961282,1035.453475,997.4312506,1312.729855,776.8971004
238,31.13729153,337.8681639,898.586761,1199.114288,1150.513458,1090.929576,954.2944324,1158.805944,1295.277111,1102.337131,1023.018215,1132.675594,659.7858875,1204.996679,810.4314912,724.6314965,629.9777886,909.6343534,836.6321476,1074.883973,989.8006112,865.1505864,1029.539825,994.2131608,1310.071522,773.6672768
239,30.36734874,336.4149006,907.6715472,1195.603277,1142.170107,1084.767994,947.9307247,1155.170085,1292.704357,1095.323656,1009.223013,1125.443448,656.0693448,1212.7313,807.0090379,723.588918,625.9475259,906.7719504,832.8060709,1070.5085,984.0107658,862.0654493,1024.200947,990.9935341,1308.519463,771.4066387
240,30.29801613,334.3151827,912.9329823,1191.652615,1134.091444,1077.732842,941.793844,1148.659453,1285.722027,1088.340977,995.9607309,1118.205841,652.3892732,1216.279158,803.9801395,722.2675395,622.7537345,903.819874,829.4242712,1066.038799,978.1953156,859.6521227,1019.966745,987.7109029,1306.569169,769.5284659
241,30.73119154,331.9251797,913.5795266,1187.048946,1126.59419,1070.436773,936.0500024,1139.541879,1275.203005,1081.238081,983.1475802,1111.263057,648.9072225,1215.463037,800.9354532,719.4389767,620.4946526,900.4438522,826.040136,1061.277976,972.364843,857.3140491,1016.851182,984.4618873,1302.065634,767.8721039
242,31.05764741,329.4108087,909.7473076,1181.691892,1119.36248,1063.430984,930.4687768,1128.452882,1261.879016,1073.728871,970.8060002,1104.156682,645.8461514,1211.18034,797.8905484,716.0941247,619.1112613,896.3298325,822.236145,1056.224697,966.4547353,854.5797689,1014.294738,981.0316881,1296.588417,766.1752229
243,31.02889782,326.9146193,902.3709235,1175.250966,1112.068159,1056.746937,924.6415269,1116.140755,1246.654523,1065.501083,959.6171124,1096.185386,642.9170563,1204.492836,795.0216095,712.9374164,618.3894896,891.4402222,817.9848298,1050.871767,960.5781343,851.3319838,1011.797718,976.9054577,1291.265938,764.0654383
244,30.88962569,324.4956445,892.4601922,1167.384021,1104.655813,1050.031315,918.1608264,1103.045005,1230.35313,1056.323109,949.7228605,1087.07452,639.4606552,1195.904108,792.3125596,709.8384121,617.945503,885.9119103,813.4534898,1045.25306,954.9146213,847.8150262,1009.122064,971.6413678,1285.853993,761.2274831
245,30.99631747,321.9675762,880.5688956,1158.210364,1097.291476,1042.929374,910.8336639,1089.173043,1213.369826,1046.315691,940.477102,1077.432442,635.030578,1185.364117,789.451115,706.5789536,617.339807,879.9596961,808.7236354,1039.620398,949.5001626,844.4745831,1006.150037,965.3180464,1279.884669,757.5664134
246,31.2032597,319.1259713,867.2844674,1148.545724,1090.095,1035.346986,903.0554653,1074.796517,1195.940687,1036.509067,933.1513015,1068.585802,630.0026766,1173.405812,786.2973899,703.1880483,616.1538774,874.2072691,803.9733693,1034.441823,944.2718359,841.5954548,1002.642128,958.697631,1272.870785,753.2331883
247,31.10287982,316.1232979,853.4315625,1138.990653,1082.635794,1027.353823,895.4041091,1060.299674,1178.410025,1027.830464,918.701513,1061.214602,624.8414362,1160.83459,782.8077459,700.1217741,614.2641755,869.2881351,799.3407463,1029.426519,939.040127,838.7942729,998.3317527,952.5434574,1265.052661,748.4235116
248,30.44077169,313.4007147,839.8638126,1129.981106,1074.502366,1019.326215,888.2109268,1046.275782,1160.483342,1020.508405,899.483212,1055.016794,619.7527561,1148.227939,778.9837795,697.7408227,611.8362466,865.4830674,794.8769622,1023.990393,933.7124019,835.4387838,993.2441227,947.2517207,1257.370987,743.4230634
249,29.39553817,311.2229866,826.9607605,1121.869827,1065.870058,1011.747882,881.2657586,1033.317588,1142.517219,1013.977263,890.6846952,1049.006197,614.711677,1135.595588,774.9117895,695.7447745,609.1271863,862.5366259,790.5421972,1018.037841,928.3572185,831.2212224,987.8100917,942.7263364,1250.799689,738.5818608
250,28.50904211,309.0663651,814.1521308,1114.474648,1057.395296,1004.467563,873.8536938,1021.307016,1127.127452,1007.290895,882.1090797,1042.18887,609.7426266,1122.491633,770.8552195,693.0924253,606.2182055,859.7204894,786.2047476,1012.173909,922.9135425,826.374423,982.547659,938.4824206,1245.343596,734.1096773
251,28.07211058,306.4100871,801.1737622,1106.870371,1049.657204,996.9389415,865.7518822,1009.794196,1102.40705,999.8741479,871.9732651,1034.360723,604.9599447,1109.207087,767.0716908,689.0154118,603.1415438,856.143764,781.6891149,1006.646215,917.1530647,821.3738864,977.710478,934.2111293,1240.386492,730.3605738
252,28.63479996,303.5193932,788.5426299,1098.228773,1041.782844,988.9935425,857.5109207,998.4167704,1076.07037,991.9376999,862.1615177,1025.796723,600.4033571,1096.444553,763.3485033,683.6099476,599.8643788,851.2944173,776.8847801,1001.188103,910.879922,816.7178741,973.2623131,929.9204684,1235.414342,727.585438
253,30.06406698,301.1707666,777.1626389,1088.518106,1033.559855,980.9949624,850.0701697,987.0881519,1065.550094,983.7749778,852.3635259,1016.70913,595.9757445,1084.846218,759.0366116,677.7699326,596.3559333,845.3793537,771.8784577,995.5604386,904.1130173,812.7650881,969.1199634,925.812998,1230.276432,725.5548975
254,30.32349514,299.6471047,767.3677624,1078.600826,1028.383655,973.2593164,843.9540264,975.9489645,1054.586411,975.2155004,842.6985193,1007.005234,591.514882,1074.586174,753.7053443,672.5907198,592.7614012,839.10105,767.0184137,990.235718,897.190453,809.5614813,965.4678762,922.0609873,1224.96069,723.4307937
255,29.94534861,298.8935981,758.4615601,1069.349868,1024.829597,965.4951407,838.8234097,965.2152492,1042.811986,969.3813379,833.4034287,997.1369137,586.8069348,1064.658024,747.9390974,668.8226417,589.4609628,832.3882658,762.6318616,985.6730394,890.7627351,806.5688589,962.5261189,918.782083,1219.512444,720.6579623
256,29.624555,296.8958997,749.2389996,1060.87524,1018.804166,957.0678592,833.8251954,954.8272657,1032.319619,966.1834259,824.615634,987.8740442,581.4500274,1056.86988,742.7206094,666.3598836,586.6781746,827.1607676,758.6799259,981.5038412,885.0585114,803.0985401,960.0386634,915.6267292,1213.958737,717.2839436
257,29.37222499,293.1510372,739.1525885,1052.731163,1009.324454,947.7944829,828.2101831,944.6990948,1021.787483,961.8527831,816.2427262,979.6870334,575.2255527,1052.772976,738.6746719,664.4492631,584.3712666,824.6709048,754.7804075,976.831733,879.7041192,798.9236512,957.428353,911.9609654,1208.316717,713.6568026
258,29.09219354,291.0540701,729.1085248,1044.506599,1000.695496,938.4433665,821.7429247,934.7524,1010.74856,953.7456557,807.9220996,972.2404997,568.5412742,1048.81182,735.6009596,662.3026775,582.291076,822.1269562,750.4700223,971.0798754,874.0748379,794.5627395,954.3271276,907.2638955,1202.600967,709.9638307
259,28.3876054,289.1074341,720.2997442,1035.823714,992.7125409,929.7108601,814.3115221,923.8277688,999.1564095,944.8035171,799.1955043,964.6663667,562.092956,1040.850915,732.7459036,659.4990041,579.9268244,817.9088298,745.4636575,964.3037462,867.8761738,790.543031,950.8322552,901.2404091,1196.707528,706.2901713
260,27.19245456,286.7991612,712.9720426,1026.719188,984.8503843,921.5566668,806.1292136,914.0201189,987.5677018,936.2023916,790.0592283,956.5485128,556.339771,1031.000998,729.634038,655.8960041,576.9198469,813.4160359,739.8859168,956.9075607,861.1111283,787.0068798,947.2493565,896.5962305,1190.562464,702.9189886
261,25.94657489,284.7121362,706.296228,1017.482961,976.8707486,913.2195614,797.725935,901.0479851,976.3122387,927.5390085,780.8739288,947.9375061,551.1980261,1022.267422,726.1478152,651.5849882,573.3078252,809.801085,734.134222,949.1788194,853.9351938,783.787791,943.7393192,894.4967259,1184.074484,700.0097658
262,25.27948243,282.8655518,699.099997,1008.353846,968.2094955,903.8887782,789.7083242,878.3811332,964.9807048,918.8891967,772.0349229,939.0296482,546.1472513,1013.730561,722.2696038,646.9252152,569.4758425,805.8379832,728.5937683,941.1466266,846.4690728,780.5941511,940.1882409,892.06306,1177.218661,697.3370683
263,25.30647827,281.229074,691.1140905,999.3938439,958.7849105,893.837032,782.3103875,865.431481,953.2444355,909.9403363,763.7246581,929.9952116,540.8316993,1005.172807,717.8846965,642.5426872,565.7463698,800.9166942,723.373414,933.0595419,838.882888,777.0715182,936.47192,888.4158362,1170.411903,694.6063402
264,25.67135455,279.654107,682.5704886,990.4044401,948.6951293,883.7195357,775.0504057,857.9620333,941.1455239,900.3138303,755.765132,920.7704461,535.0747714,996.6097147,713.1222607,638.577869,562.0905222,794.8793822,718.1941675,925.3611801,833.1008263,772.8842115,932.3972524,884.6956263,1164.096743,691.6680332
265,25.97704212,277.9109363,673.9409233,981.3006342,938.205881,873.9598545,767.6095266,848.3191844,929.2238339,890.1553607,747.2812945,911.2488829,528.9714911,988.3241849,708.3477125,634.6452937,558.4584592,788.2919959,712.7188047,918.4229687,825.0329434,768.1676412,927.8560173,881.3667642,1158.470436,688.4205718
266,26.02632876,275.8182395,665.6483118,972.1426716,927.6489049,864.5423773,759.8488619,838.8646668,918.1786355,880.1467649,738.3037703,901.3967509,522.856136,980.6147388,703.8298794,630.257214,554.9223734,782.1699234,706.8728958,912.1854856,810.9080671,763.5646847,922.9351091,877.6549719,1153.346911,684.744406
267,25.77219936,273.4259265,657.7608812,962.75226,917.1459536,855.3012762,751.469849,828.8493161,908.1338686,870.811023,730.3446542,891.2746532,517.0981327,973.1746194,699.3515836,625.4569683,551.4915063,776.9500217,700.985197,905.9751679,802.6294058,759.6345649,917.8598968,873.5493077,1148.207938,680.5971884
268,25.31779643,271.0915799,650.2552252,952.868366,906.5990665,846.6023961,745.6056081,818.3670184,898.5883295,861.9721436,713.9310588,881.4808816,511.9775182,965.7036623,694.8236464,620.7957834,548.2200636,772.148542,695.6010267,899.3828202,796.8099326,756.2194521,912.7241615,869.2774855,1142.702935,676.2402618
269,24.99434903,269.1412221,643.0131777,942.1368289,895.554547,838.3506628,742.3998896,807.5333993,888.7777316,852.8015368,695.8021119,872.5631206,507.2912397,958.0307669,690.3367951,616.551057,545.2456749,767.0157464,690.8137124,892.379793,790.0780341,752.7234872,907.3330167,864.8900307,1136.665135,671.8787853
270,25.08847353,267.6705097,636.0657988,930.5144709,883.8324388,829.7737646,738.1414246,796.2016721,877.7803287,842.6613705,687.0624239,864.540238,502.4640736,950.1476261,685.9732586,612.4951383,542.7295666,761.2114774,686.1901708,885.1874075,783.6399262,748.7188026,901.4818069,860.1072233,1130.16479,667.4706548
271,25.43322892,266.5214325,629.6107201,918.7126859,872.2283887,820.0457076,729.9834989,784.5376748,865.4719805,832.0047854,677.6086426,856.7204288,497.0753318,942.161576,681.5961925,608.1700541,540.664922,755.1003114,681.1565201,878.0388817,776.9733598,744.3781387,895.3401851,854.4601004,1123.503494,662.8227237
272,25.4798589,265.3834332,622.9796491,907.6633298,861.5791417,809.1198172,720.875586,772.803052,855.1260285,821.7537697,668.1962633,847.9593212,491.3040806,933.9871966,676.8964396,603.2943461,538.5316338,749.0877487,675.3619699,870.872607,770.1690474,739.9408051,889.2164743,847.8983219,1116.753249,657.9425242
273,24.93311695,263.9578851,617.4195969,897.8149267,851.9531822,797.6171648,712.090628,761.4022188,838.6558401,812.4007039,660.1199832,837.7297307,484.7270816,925.5278206,671.6736631,598.0191771,535.71095,743.2257563,668.9435443,863.6600134,763.471574,735.5224178,883.3923062,841.0547363,1109.802899,652.640974
274,24.00360472,262.0968969,609.6160481,888.7474262,842.6340759,786.1054695,703.1969274,750.5138186,816.6065711,803.5519173,652.4174731,826.5146817,478.331213,916.7316887,665.8767953,592.6409713,531.9308914,737.3090727,662.3092906,856.3041255,756.8899141,731.0068928,878.0002666,834.678341,1102.426697,647.8217223
275,23.2455007,259.8161858,593.9208508,879.4559941,832.7162954,774.7396522,694.4685024,739.8889701,805.4377487,794.1678748,644.1611178,815.0851249,474.601524,907.6907672,659.6340893,587.2768113,527.4818306,731.2012899,655.8099751,848.5295199,750.1140797,726.1205898,873.0042417,829.0589424,1094.448396,645.223045
276,23.00107208,257.1816983,583.8559651,869.5590401,822.086634,763.984548,686.1282256,729.3401889,795.1971088,783.7050313,634.9950997,803.1433026,471.6677257,898.9051498,653.429069,581.9473644,522.9945384,725.1035137,649.6143983,840.2429317,742.6340204,720.8158189,868.3218935,824.1367004,1086.056665,643.222966
277,23.15908475,254.8181046,577.3047494,859.4132252,811.0464622,754.5238529,678.3070377,718.7889816,783.5964685,772.5085151,625.758474,794.5526891,466.4103368,890.749203,647.6113612,576.7365119,518.8773575,718.9127018,643.6582949,831.9747687,734.0332404,715.3634756,863.6878009,819.6258446,1077.425052,639.5070393
278,23.28498338,251.8684757,568.6934154,849.4253692,799.8576093,745.5774375,670.7692668,708.1499531,773.0117227,761.3218437,617.342824,790.1557558,459.2646901,883.0153806,642.0731059,571.6507131,515.1949437,712.2664677,637.7327961,823.6668429,724.3597433,710.0914455,858.7468706,815.0130835,1068.768031,634.2075756
279,22.99226371,247.4859052,559.8297279,839.5895689,788.6549237,736.4431911,663.0020112,697.3606195,763.1455686,750.7541241,609.7568722,784.9559007,453.3996215,875.046727,636.4695065,566.5422887,511.7631263,705.0719256,631.6626962,815.6304482,714.3255877,705.1525785,853.3110067,809.7954939,1060.219267,629.3912646
280,22.42082409,245.2532355,551.1596298,829.5637047,777.6746406,730.4612998,654.8049563,686.5533027,754.1228551,740.9712253,602.2280032,775.5814769,448.2285245,866.4658433,630.9170644,561.252064,508.2932709,698.1049748,625.4938065,811.0028121,705.0865931,700.4652034,847.6469401,803.9932771,1051.862902,625.0062471
281,22.14602428,243.733002,543.3615789,818.8329288,766.828237,726.4876383,646.3503871,675.7411854,745.1321531,731.445722,594.0574528,765.4302641,443.2972498,857.3075045,625.8566995,555.8537945,504.3353511,692.0513666,619.3284697,808.0536132,697.047016,695.7935668,842.2094396,798.0703512,1046.347131,620.7971675
282,22.44849091,241.7372158,536.591223,807.5225704,756.0739585,719.8561264,637.9062361,665.1202257,735.5191842,721.7537922,585.1233027,756.3128476,438.3530659,848.0291926,621.4876305,550.6679701,499.6853808,686.8404836,613.3231892,803.2095565,689.9202027,690.961415,837.2918578,792.4000157,1043.561713,616.5412488
283,23.02627135,239.9867139,530.2140992,796.4175649,745.5025953,708.6817416,629.522489,655.0143336,725.2157816,711.9258238,575.7198044,746.8077951,433.0608764,839.1689019,617.4430765,545.8705443,494.5886588,681.7357721,607.5075164,795.4825087,683.0420948,685.9034993,832.7498836,786.9614301,1039.912659,612.1217001
284,23.3112265,238.3023434,523.505636,786.1770234,735.1546269,698.0441191,620.9570875,645.4977727,714.2473906,702.2508479,566.1377663,736.7092546,427.2581897,830.8809373,612.9329594,541.1143285,489.6122317,676.017807,601.5920683,787.735401,675.7515505,680.6521055,827.9860846,781.4668203,1032.784784,607.6955767
285,23.24677268,236.4198878,516.4909158,776.4441894,725.1507366,688.2068514,612.3343335,636.2989694,702.5159286,692.9994582,556.8850569,726.1131418,421.3718525,823.040906,607.59585,536.1849869,485.2022209,669.7248081,595.3581194,779.8777633,667.9673283,675.5683587,822.6107416,776.0381996,1024.578201,603.4147127
286,23.08575197,234.260296,509.5604692,766.0275401,715.2998453,678.4927849,603.9039539,626.8354497,690.1098886,684.0647069,547.5166596,715.1067191,415.8416619,815.3453622,601.6356543,530.8635127,481.2904199,663.2538231,588.7972699,771.6652274,660.039232,670.9003791,816.6600382,770.697303,1016.708812,599.2276294
287,22.90075872,231.9723896,503.0090972,754.2749241,705.2214882,668.7550495,595.8335507,616.7504466,677.6786203,675.1725821,538.6425386,703.8948584,410.6544346,807.7156538,595.6362052,526.1341656,477.5910544,656.9764188,582.1965777,763.391943,652.35467,666.6040924,810.4214642,765.1990529,1009.099383,595.0237097
288,22.34925609,229.7626769,496.7331951,742.0742172,694.6841162,658.8054774,588.0554584,606.28181,666.2539481,666.1126323,530.496684,692.8672219,405.2420592,800.4639417,590.1314627,523.86395,474.0384186,650.9935435,575.9368442,755.1328494,644.8819404,662.4332693,804.0942853,759.2214373,1001.995079,590.7915609
289,21.20056424,227.4804898,490.2664156,730.700355,683.7440777,648.7431999,580.1186417,595.6973684,655.9801997,656.3933819,514.1094574,682.1907372,398.9660149,793.5948002,584.9821834,522.1680754,470.7023333,645.0632901,569.7730866,746.884909,636.9254469,658.2015571,797.5480091,752.7378642,995.0144895,586.447373
290,19.72431355,224.9765723,483.4462286,720.6402224,672.9782511,638.8884766,571.6547983,585.1473251,646.3645997,645.5959794,499.2954905,671.7981591,391.8950431,786.6822686,579.6395712,519.1093037,467.5486665,638.9763969,563.1891806,738.8493803,628.3315973,653.8657289,790.744986,746.1733015,987.7031295,581.9569587
