bp,A1: VK_1,A2: VK_2,A3: VK_3,A4: VK_4,A5: VK_5,A6: VK_6,A7: VK_7,A8: VK_8,B1: VK_9,B2: VK_10,B3: VK_11,B4: VK_12,B5: VK_13,B6: VK_14,B7: VK_15,B8: VK_16,C1: YG_1,C2: YG_2,C3: YG_3,C4: YG_4,C5: YG_5,C6: YG_6,C7: YG_7,C8: YG_8,D1: YG_9,D2: YG_10,D3: YG_11,D4: YG_12,D5: YG_13,D6: YG_14,D7: YG_15,D8: YG_16
196,1184.343868,933.3075558,1250.918405,1123.14426,1249.51846,1256.923956,1009.433636,1062.921703,1111.056589,1174.825166,1243.94643,1126.985399,1123.554999,1405.836442,1187.959089,1062.122082,1248.029029,1115.858679,976.1227616,1084.55294,1119.299637,1293.037453,1194.028763,1079.851742,987.6327754,911.715644,915.7547024,281.5977734,65.85771592,774.6728693,17.85736342,81.79420184
197,1193.133631,940.1727499,1260.693387,1133.60405,1258.207867,1260.302091,1017.46471,1071.505418,1119.622849,1182.730894,1248.414664,1136.722646,1131.441396,1407.470687,1193.789036,1067.204648,1254.451277,1123.420816,982.6795967,1090.169228,1124.233774,1289.204661,1200.612795,1087.317869,991.7115,917.0611055,921.2209073,282.3494063,66.01602093,779.1344337,17.30605005,82.05682457
198,1201.72906,947.1453669,1270.605986,1144.638312,1266.254417,1263.719323,1024.848731,1079.840209,1127.661565,1191.04719,1252.368482,1146.994234,1140.078155,1409.324159,1199.522951,1072.27968,1261.239092,1131.586224,989.1903556,1095.709701,1129.490423,1286.588685,1206.682505,1094.229836,995.9637744,922.3757112,926.7827103,283.9836811,66.37886965,783.3573127,16.86947385,82.69288809
199,1209.278482,953.4852098,1279.436958,1154.420132,1272.906761,1269.179529,1031.149525,1087.180205,1134.545878,1198.687875,1256.010256,1156.194457,1148.029953,1411.047122,1204.573922,1076.837392,1268.369709,1139.066875,994.8712197,1100.621817,1134.09368,1284.864401,1211.773136,1099.998185,999.9774757,926.9708142,931.6514348,285.8257893,66.79747593,786.9509773,16.69423827,83.50989792
200,1217.94,960.49,1289.28,1164.54,1279.98,1278.26,1039.06,1095.49,1142.44,1207.34,1261.04,1165.76,1157.51,1412.46,1210.14,1081.69,1274.4,1147.18,1001.16,1105.7,1139.36,1282.9,1217.84,1106.07,1004.85,931.78,936.85,287.83,67.19,791.26,16.71,84.47
201,1230.39,969.72,1302.76,1177.7,1289.67,1290.24,1051.51,1107.05,1153.77,1219.16,1268.81,1178.04,1170.48,1413.26,1217.67,1087.77,1277.57,1157.83,1009.9,1111.87,1146.9,1280.52,1226.32,1114.13,1011.77,938.21,943.88,290.41,67.53,797.52,16.6,85.57
202,1240.121473,976.0860876,1312.250424,1187.599704,1296.726145,1298.397904,1061.279028,1115.578708,1162.231175,1227.658422,1274.232113,1187.130233,1175.743192,1412.404437,1223.172072,1091.684332,1279.844772,1165.315503,1016.497054,1115.770509,1152.359473,1279.202191,1229.457987,1119.798076,1016.697258,943.2443696,949.2399341,292.1973483,67.70115523,802.2250147,16.01819024,86.19889381
203,1249.101374,981.4080599,1319.814976,1197.009364,1302.893047,1304.98638,1069.652789,1123.181419,1169.53934,1234.893444,1278.396998,1195.762363,1178.644928,1411.46052,1228.395121,1094.783851,1282.412509,1171.664127,1022.587387,1118.995695,1156.468361,1278.221762,1231.183724,1124.738871,1020.784204,948.1914327,954.3572428,293.7545798,68.01201561,806.3332647,15.04147967,86.633321
204,1258.219374,986.8540353,1327.248517,1207.49396,1309.657135,1311.546838,1077.661907,1131.110152,1176.841008,1242.322797,1282.426454,1205.301224,1184.579065,1411.500893,1234.384604,1097.964332,1285.437902,1178.107255,1029.153133,1122.779074,1159.939612,1276.56259,1234.461542,1130.160022,1025.061806,953.565128,960.0397891,295.3350065,68.68605571,810.4345457,14.04778467,86.92218334
205,1266.146771,991.914405,1334.403721,1217.985346,1316.937374,1317.506951,1084.639953,1138.465889,1183.418852,1249.534291,1286.086479,1214.523219,1193.332588,1412.345268,1240.289901,1100.9453,1289.033687,1183.888411,1035.393942,1127.041112,1162.637106,1273.663381,1238.47399,1135.598563,1029.397099,958.5663135,965.6314495,296.6890306,69.64362672,813.9871208,13.51370217,86.89871818
206,1272.859608,996.9414601,1342.146329,1228.191429,1325.166283,1323.087808,1091.080241,1145.335791,1189.548793,1257.194632,1289.353068,1223.142251,1201.699468,1413.102394,1245.276692,1103.956721,1293.761527,1189.106772,1040.911607,1131.845069,1165.165365,1269.567538,1241.882486,1140.81018,1033.874769,963.0513679,970.8244539,297.9204264,70.51056586,816.9345297,13.76281326,86.70911337
207,1278.959104,1002.425692,1350.502003,1237.79676,1334.19597,1328.652165,1097.443522,1152.143716,1195.66019,1265.342312,1292.139038,1231.320687,1209.4494,1412.82257,1248.929508,1107.192479,1298.893303,1194.001739,1045.502875,1136.937725,1167.692948,1265.837376,1244.8154,1145.613056,1037.949718,967.3235837,975.4656529,299.2168594,70.95212084,819.6183342,14.62344019,86.67039486
208,1285.045544,1008.479482,1358.974881,1246.570055,1343.246772,1334.45161,1103.863154,1159.086405,1202.13307,1273.145221,1294.608886,1239.250427,1216.833118,1411.421189,1251.486337,1110.550863,1303.441909,1198.740027,1049.210312,1141.848235,1170.246046,1261.142412,1247.631075,1150.097095,1040.963267,971.5677397,979.5271957,300.6123839,70.95549078,822.5291645,15.61477219,86.99468356
209,1291.417143,1014.762349,1367.103592,1254.64946,1351.417389,1340.571639,1110.165685,1166.022978,1209.199532,1279.532576,1297.175616,1247.077991,1223.631546,1409.572501,1253.677211,1113.653665,1306.981985,1203.421302,1052.340441,1146.088414,1172.983082,1253.73546,1250.595386,1154.591928,1042.702592,975.5955062,983.0574422,302.0101788,70.7900644,825.9403374,16.28004779,87.63111854
210,1297.990785,1020.783574,1374.919427,1262.767272,1358.593161,1346.969376,1116.097483,1172.73925,1216.780395,1284.47623,1300.103323,1255.048142,1230.270267,1407.732317,1256.15744,1116.121421,1309.991083,1208.152902,1055.356402,1149.381833,1176.239641,1249.104805,1254.499494,1159.314258,1043.808161,978.934458,986.0840215,303.4176118,70.66493279,829.437263,16.60872042,88.22906422
211,1304.421655,1026.207275,1381.953738,1271.198409,1365.083155,1353.391246,1121.689824,1179.124335,1224.105665,1288.734489,1303.201325,1263.185691,1236.909183,1406.67774,1259.192736,1117.959806,1313.051546,1212.68044,1058.443337,1151.487816,1179.935278,1245.902906,1259.355104,1163.96573,1044.885368,981.4644085,988.6629604,304.868665,70.57065659,832.2867334,16.7562073,88.38148399
212,1310.61,1031.02,1387.64,1279.78,1371.19,1359.54,1127.44,1185.16,1230.32,1293.25,1306.09,1271.39,1243.38,1404.64,1262.79,1119.62,1316.4,1216.8,1061.65,1152.46,1183.66,1241.22,1264.29,1168.19,1046.1,983.57,990.98,306.37,70.42,834.03,16.78,87.91
213,1316.876846,1035.467541,1391.906312,1288.126069,1376.868032,1365.203192,1134.03798,1190.849664,1235.082101,1298.558187,1308.463378,1279.382921,1249.30936,1398.393235,1266.739038,1121.767615,1319.801154,1220.402764,1065.031237,1152.818844,1186.902317,1235.698698,1268.052606,1171.957099,1047.158249,985.8865485,993.2934738,307.8417487,70.2102329,834.7957178,16.56503276,87.02130971
214,1323.317254,1039.590663,1395.53745,1295.790441,1381.583948,1370.225275,1141.231156,1196.127588,1238.774787,1304.287768,1310.143175,1286.224179,1254.252516,1393.265446,1270.321871,1124.551415,1322.904966,1222.566326,1068.54166,1153.317389,1189.291504,1229.744349,1270.268568,1175.455286,1047.837045,988.423545,995.5443406,309.0351561,70.1204071,835.0007004,16.10446333,86.1825451
215,1329.819395,1043.496673,1399.590699,1302.713204,1385.367108,1374.71961,1148.279388,1201.255792,1242.187548,1309.891557,1311.232224,1291.31925,1258.290449,1390.125942,1272.855465,1127.478991,1325.616215,1223.645877,1072.027355,1154.354836,1190.73826,1223.720577,1271.522409,1178.928498,1048.225732,990.8709911,997.6686195,309.7441542,70.45062684,835.221544,15.55984941,85.7185023
216,1336.108199,1047.347057,1404.637448,1309.078495,1388.866624,1378.836989,1154.462987,1206.735706,1245.930283,1314.958528,1312.005871,1294.81717,1261.962151,1386.521778,1274.099742,1129.753621,1327.966844,1225.105832,1075.253392,1155.805033,1191.392069,1218.017359,1272.655603,1182.401752,1048.558134,992.9242419,999.6373688,309.8886073,71.40662923,836.0019831,15.12233223,85.6989364
217,1341.83168,1051.240755,1410.168837,1315.043308,1392.888991,1382.439784,1159.555099,1212.597089,1249.935966,1319.345426,1312.693112,1297.623589,1265.939796,1382.692661,1274.500005,1130.834612,1329.879715,1228.178835,1078.002831,1157.145299,1191.532396,1212.774116,1273.947756,1185.488021,1048.921346,994.5753919,1001.398217,309.5434343,72.82081942,837.5982888,14.82863583,85.98143168
218,1346.875633,1055.289875,1415.338126,1321.046912,1397.671778,1385.349643,1164.001925,1216.395088,1254.055123,1323.314975,1313.329539,1300.813068,1270.858702,1378.366272,1274.816965,1131.015389,1331.425656,1232.30131,1080.390749,1158.167211,1191.474968,1207.146719,1275.370089,1187.901603,1049.22843,996.2282147,1002.994204,308.954854,74.02797089,839.7364188,14.58988527,86.41888505
219,1351.226413,1059.490173,1419.730434,1327.344111,1402.754894,1387.591932,1168.261989,1218.068102,1258.199056,1327.065111,1313.860213,1304.81925,1276.792267,1373.55889,1275.582574,1130.95375,1332.77046,1236.599413,1082.440981,1158.864537,1191.400784,1201.726779,1276.802379,1189.674602,1049.405447,998.2505635,1004.652121,308.4788535,74.3681983,841.8093014,14.30872801,86.83558254
220,1354.976664,1063.758513,1423.647223,1333.853518,1407.384429,1389.486523,1172.54356,1220.127521,1262.251722,1330.625883,1314.138217,1309.726048,1283.160982,1368.752622,1276.925635,1131.178083,1334.025012,1240.490961,1084.024586,1159.270129,1191.319229,1195.945567,1278.0945,1191.113372,1049.411283,1000.686632,1006.690533,308.4723797,73.62123256,843.2538623,13.95350607,87.0391996
221,1358.446188,1068.098512,1427.850787,1340.339137,1411.362308,1391.534791,1176.924617,1223.110671,1265.835849,1334.111728,1313.830632,1316.097769,1289.097462,1364.105183,1278.709017,1131.653505,1335.04233,1243.357329,1085.198058,1159.34645,1191.1692,1183.064806,1279.04264,1192.532634,1049.101089,1003.16948,1009.205485,309.1181625,72.31486818,844.0702746,13.60102581,86.91863477
222,1361.711574,1072.225476,1432.29572,1346.341554,1414.889532,1393.758885,1181.253016,1226.418585,1268.400084,1337.596502,1312.61822,1321.279153,1293.796271,1359.862408,1280.537798,1132.136824,1335.56255,1245.207107,1086.27459,1159.198707,1190.950524,1170.893135,1279.596042,1194.07392,1048.288948,1005.26804,1011.669803,310.3130218,71.21719131,844.5901056,13.45346307,86.62863431
223,1364.62,1075.75,1436.51,1351.66,1418.27,1395.75,1185.38,1229.82,1269.88,1341.08,1310.67,1323.98,1296.96,1355.97,1281.88,1132.48,1335.53,1246.63,1087.64,1158.95,1190.63,1164.81,1279.8,1195.85,1046.7,1006.89,1013.49,311.75,70.84,845.12,13.66,86.52
224,1366.964122,1078.412693,1440.226052,1356.575499,1421.553796,1396.993386,1189.311965,1233.906871,1271.041017,1344.427717,1308.834669,1326.837889,1299.002916,1352.233566,1282.276051,1132.715382,1335.206994,1248.441872,1089.334719,1158.616891,1190.105748,1157.807644,1279.686945,1197.955075,1044.339809,1008.379448,1014.506981,313.0664584,71.14756141,845.701527,14.15567891,86.94364452
225,1368.797592,1080.19396,1443.796482,1361.306632,1424.075528,1397.496678,1193.058749,1238.360217,1272.899984,1347.220888,1308.066152,1331.19838,1300.716147,1349.556232,1281.724699,1132.751464,1334.804274,1250.961554,1090.362723,1158.137875,1189.406981,1150.683965,1279.196969,1200.05773,1042.624295,1009.958857,1014.990506,314.0679379,71.65069844,846.130316,14.62523937,87.88109243
226,1370.630644,1081.301303,1447.522981,1365.850153,1425.03276,1397.979929,1196.588533,1242.755873,1275.873999,1349.100535,1308.243284,1335.630779,1302.880919,1344.02438,1280.786255,1132.371429,1334.309255,1253.792029,1090.832549,1157.495316,1188.886013,1144.046882,1278.52748,1201.490883,1041.626489,1011.362593,1015.193651,314.7253264,71.93613537,846.2796801,14.8640873,88.98258498
227,1373.110694,1082.004976,1451.180106,1370.002796,1424.171665,1399.3825,1199.780692,1246.77714,1279.582956,1349.979958,1308.350195,1338.459229,1305.846137,1334.029225,1280.150131,1131.471985,1333.631759,1256.076732,1091.477174,1156.682307,1188.902457,1137.0274,1278.064464,1201.578413,1040.384963,1012.040311,1015.265007,315.1157394,71.87356136,846.1588002,14.90625187,89.77426145
228,1376.482563,1082.489679,1453.918656,1373.511604,1422.364447,1402.076835,1202.466724,1250.162785,1283.049568,1350.18424,1307.319334,1340.715422,1309.186641,1327.545504,1280.026098,1130.311862,1332.820018,1257.030588,1092.329799,1155.612812,1189.29784,1129.273154,1278.045694,1200.202801,1038.529083,1011.640618,1015.339215,315.3711258,71.62465412,845.8165051,14.99224393,89.9099607
229,1380.229726,1083.084128,1455.507814,1376.489791,1421.205009,1405.312815,1204.868111,1252.906251,1285.535863,1350.422549,1305.048043,1342.955989,1312.072762,1322.226363,1279.973695,1129.258991,1331.953383,1256.735311,1093.275619,1154.125998,1189.154918,1120.673153,1277.993901,1198.709671,1037.039135,1010.547223,1015.678935,315.7229111,71.3441579,845.1057404,15.26264341,89.2793996
230,1383.400212,1084.105651,1456.409979,1379.302936,1421.773965,1407.800675,1207.36328,1255.056536,1286.76006,1351.304213,1302.031542,1345.514367,1313.992247,1315.999966,1279.490739,1128.509709,1330.981078,1255.935884,1094.15379,1152.280224,1187.83931,1111.320527,1277.147501,1197.785302,1036.425094,1009.440421,1016.322685,316.3099429,71.14053936,843.8787924,15.68891987,88.03540904
231,1385.165311,1085.686994,1457.376458,1382.07067,1424.044297,1408.486007,1210.17359,1256.654219,1286.965089,1352.766649,1298.845378,1348.626519,1315.188067,1310.591769,1278.398308,1127.943529,1329.687634,1255.55993,1094.694943,1150.328968,1185.517973,1102.135109,1275.051136,1196.791624,1036.282929,1008.828993,1016.949925,317.0057654,71.04067293,842.2167271,16.14120776,86.56340101
232,1385.554465,1087.617576,1458.679535,1384.032929,1426.987611,1407.451028,1213.038283,1257.82934,1286.863847,1353.69045,1295.637492,1352.020973,1316.723303,1305.970326,1276.968283,1127.130472,1327.814122,1255.992518,1094.459066,1148.369124,1183.003854,1094.975304,1272.204876,1194.84721,1036.24322,1008.637814,1017.04314,317.3262178,70.93868616,840.6288799,16.55022346,85.3453253
233,1385.106387,1089.431728,1459.996947,1385.243806,1429.697822,1405.567255,1215.469552,1258.876191,1287.058405,1354.21729,1292.676673,1354.783478,1319.263967,1301.521888,1275.457595,1125.761461,1325.404651,1256.825181,1093.53055,1146.251438,1180.567296,1084.101916,1269.570043,1192.597203,1035.745097,1008.58725,1016.418379,316.9143266,70.73728449,839.6948689,16.84237609,84.54043015
234,1384.44,1090.8,1460.96,1386.99,1431.8,1403.79,1217.18,1260.15,1287.79,1354.94,1290.24,1356.22,1322.7,1296.43,1273.84,1123.74,1322.7,1257.37,1092.42,1143.87,1177.96,1069.71,1267.76,1191.02,1034.21,1008.47,1015.08,315.9,70.43,839.56,16.97,83.99
235,1383.99048,1091.763712,1461.53904,1390.800783,1433.408867,1402.622897,1218.264093,1261.847154,1288.887132,1355.948506,1288.358435,1356.585153,1326.207075,1290.118401,1271.819909,1121.194994,1320.011447,1257.208324,1091.682988,1141.439164,1174.863034,1061.637561,1266.602364,1190.345827,1031.390713,1008.295196,1013.2704,314.9173688,70.10396007,839.7286116,16.95687864,83.44446082
236,1384.038565,1092.529398,1461.850159,1395.305371,1434.526354,1401.978167,1218.842315,1263.636289,1289.969122,1356.967771,1286.571281,1357.122471,1328.861449,1283.293989,1269.325771,1118.476923,1317.712346,1256.533237,1091.283707,1139.560866,1171.634514,1054.488425,1265.532367,1190.391998,1027.886272,1008.207555,1012.088582,314.4592482,69.80920718,839.5216103,16.92144462,83.05464805
237,1384.634873,1093.144121,1461.87029,1399.726141,1435.222598,1401.328597,1219.077654,1265.269149,1290.745894,1357.881416,1284.09955,1358.970771,1330.3159,1276.180123,1266.546153,1115.850629,1315.82175,1255.693071,1090.74698,1138.424843,1168.491128,1045.654228,1263.961169,1190.434481,1024.564801,1007.914035,1011.456687,314.4772869,69.52820199,838.4921048,16.92407236,82.97086361
238,1385.521352,1093.432861,1461.546389,1404.076695,1435.656787,1400.333506,1219.244445,1266.820735,1291.209495,1358.708903,1280.444524,1362.327995,1330.817032,1269.479542,1263.764605,1113.373956,1313.976153,1254.903208,1089.66247,1137.555721,1165.30256,1036.664442,1261.50742,1189.717323,1021.954258,1007.001634,1010.643993,314.5947289,69.27234246,836.5152685,16.902793,83.04673578
239,1386.151796,1093.097406,1461.033836,1408.040794,1435.943226,1399.39311,1219.736522,1268.630748,1291.719683,1359.440703,1276.003123,1365.996377,1330.932259,1264.157382,1261.127477,1110.86852,1311.652881,1254.101991,1088.196724,1135.995931,1161.760517,1027.622739,1258.174541,1188.115758,1019.745479,1005.516129,1009.633012,314.5368602,69.16990922,833.734871,16.68519674,82.75521162
240,1386.20637,1092.050778,1460.662527,1411.243907,1435.798463,1398.730653,1220.73759,1270.68382,1292.695673,1360.309869,1271.661803,1368.477373,1331.168336,1251.728123,1258.5167,1108.003211,1308.726375,1253.139076,1086.831187,1133.36707,1157.878054,1018.898391,1254.379477,1185.932088,1017.051174,1003.772135,1008.696577,314.3137214,69.25360364,830.4032983,16.178278,81.84515393
241,1385.863246,1090.546529,1460.54297,1413.406136,1434.904115,1397.627644,1222.118428,1272.560131,1294.004892,1361.478825,1268.116887,1369.171542,1331.661616,1235.627744,1255.865662,1104.744633,1305.491649,1251.955548,1085.801534,1129.864393,1154.047503,1010.847145,1250.698719,1183.578062,1013.232464,1002.3096,1007.6944,313.9670396,69.43250857,826.834902,15.44953119,80.64528063
242,1385.692446,1089.100662,1460.452281,1414.566318,1433.257086,1395.195869,1223.579171,1273.770243,1294.93604,1362.74436,1265.442207,1368.735848,1332.061528,1227.273529,1253.233192,1101.133901,1302.329764,1250.650091,1084.829997,1126.296132,1150.752638,1003.011605,1247.342109,1181.334469,1008.282247,1001.512039,1006.309465,313.443319,69.52978307,823.3220249,14.69730084,79.86295136
243,1386.109422,1088.195191,1460.015417,1415.326833,1431.404817,1392.30241,1224.976899,1274.374985,1294.804462,1363.329259,1262.93367,1368.537322,1331.732753,1219.04532,1250.615475,1096.729927,1299.119643,1249.42978,1083.214782,1124.007139,1147.982567,993.6847943,1243.661786,1179.164062,1002.794434,1000.897235,1005.062059,312.6322307,69.368538,820.0173016,14.11000335,79.89646769
244,1386.478347,1087.921239,1458.919385,1416.123692,1429.84359,1389.352583,1226.115314,1274.688288,1293.644358,1362.258543,1259.918052,1368.978352,1331.081968,1209.393083,1247.840361,1093.108887,1295.644883,1248.380621,1080.705756,1122.719712,1145.229744,984.9722579,1240.636616,1176.864755,997.7314687,999.5212087,1004.503716,311.5804049,68.82180647,817.1454873,13.69716179,80.42910796
245,1386.5,1087.94,1456.96,1416.99,1428.54,1386.32,1226.59,1274.93,1291.93,1359.13,1255.94,1369.42,1330.58,1200.17,1244.61,1091.1,1291.74,1247.33,1077.66,1120.76,1141.74,972.89,1238.89,1174.2,993.68,996.73,1004.42,310.42,67.94,814.8,13.24,80.79
246,1386.673913,1087.641735,1454.148323,1417.627853,1426.887518,1383.125236,1225.882405,1275.030076,1290.117812,1354.636777,1250.812333,1368.757552,1330.054417,1191.271311,1240.643354,1089.04723,1287.377992,1245.898085,1074.809392,1116.48806,1136.926468,949.3505065,1237.166834,1171.092472,990.3762858,992.7351877,1003.642553,309.2730129,67.02795176,812.8075367,12.4103587,80.42015665
247,1386.036938,1086.601021,1450.99923,1417.876685,1424.4845,1379.67206,1223.95033,1274.740591,1288.222149,1350.374208,1244.686862,1366.676921,1329.512775,1182.868321,1235.962541,1085.564824,1282.77845,1243.89517,1072.517554,1111.078591,1131.052511,932.5692314,1233.831304,1167.949142,986.9902312,988.6948539,1001.115206,308.2244424,66.54555037,810.9190546,11.20650566,79.27408699
248,1384.262393,1084.661222,1448.04233,1417.730168,1421.266009,1376.069688,1221.289004,1274.032384,1286.240612,1347.212397,1237.782935,1363.67335,1329.184109,1174.516575,1230.62706,1081.681378,1278.148522,1241.243302,1070.509101,1105.618963,1124.686276,923.3613998,1229.346496,1164.984261,982.8514331,985.4254843,996.8897837,307.3180088,66.500865,808.9199023,9.998613446,77.5865301
249,1381.888115,1081.942246,1445.482514,1417.218459,1417.351803,1372.609091,1218.576731,1273.103273,1284.336831,1345.037737,1230.40451,1360.735536,1328.858113,1165.725916,1224.794621,1078.765485,1273.720076,1237.703721,1068.274227,1100.714282,1118.322326,911.9929479,1224.83005,1162.026749,977.9498367,982.9098292,992.0096914,306.6068356,66.45507586,806.6095256,9.262773782,75.79339665
250,1379.601816,1078.815791,1443.008431,1416.295307,1412.860211,1369.535012,1216.217042,1272.175518,1282.764304,1343.163957,1223.000638,1358.867226,1327.406449,1156.779659,1218.86267,1075.728748,1269.660864,1233.082558,1065.612079,1096.950751,1112.134605,901.2494435,1219.748845,1158.642776,973.0979999,980.3512355,987.8113811,306.17022,65.88454948,803.7333674,9.196669041,74.44618372
251,1377.508786,1075.766191,1440.070533,1414.968724,1408.045151,1366.475212,1214.285317,1271.150286,1281.219579,1341.068719,1215.819453,1358.427901,1324.575262,1147.303368,1213.215277,1071.790346,1265.007357,1229.572238,1062.430582,1093.774065,1106.003189,891.2724498,1213.941611,1154.671708,968.8200013,977.2059789,984.7666647,305.8749319,64.86595388,799.9786494,9.502624015,73.72854437
252,1375.351988,1073.24581,1436.513036,1413.30924,1403.533695,1362.872864,1212.725248,1269.702815,1279.217926,1338.428647,1209.158139,1358.849201,1321.005089,1138.844237,1208.246742,1066.976112,1260.272843,1227.686258,1058.692138,1090.183757,1100.119813,881.4851584,1207.703887,1150.358727,964.9700126,973.6920435,982.6854484,305.3638397,63.90249441,795.5257603,9.891223735,73.36091214
253,1372.8095,1071.439877,1432.679167,1411.369698,1399.953398,1358.353418,1211.338454,1267.47679,1276.473323,1335.054728,1203.238985,1358.839984,1317.584735,1131.115654,1203.927362,1061.893743,1257.063912,1225.548068,1054.364569,1085.376807,1094.860067,871.9772594,1201.547158,1146.068953,960.8284195,970.4870354,980.982865,304.262674,63.47517317,790.9888385,10.32011487,72.81413267
254,1369.798516,1069.968269,1428.982737,1409.073589,1397.012322,1352.971913,1209.618983,1264.374807,1273.187408,1330.870476,1197.718253,1357.168841,1314.386038,1115.091363,1199.259441,1057.088895,1254.591028,1221.934784,1049.385196,1079.247802,1089.958005,862.4808628,1195.843923,1141.701347,955.6616527,967.7186001,978.9548142,302.5881026,63.43395486,786.7096799,10.90188059,71.80593042
255,1366.452141,1068.294612,1425.509621,1406.551099,1393.939879,1347.147719,1207.137013,1260.76589,1269.756235,1326.347057,1192.055538,1353.824676,1311.113886,1099.120706,1195.244979,1052.76243,1249.710243,1217.71232,1043.954106,1072.423462,1084.715781,852.3344227,1190.571353,1137.185402,949.6207436,964.86583,976.2344218,300.7677294,63.42865025,782.4788071,11.45575207,70.45527678
256,1362.89,1065.91,1422.04,1404.1,1390.07,1341.1,1203.86,1257.19,1266.45,1322.06,1185.85,1349.78,1307.59,1089.31,1192.74,1048.76,1241.77,1213.55,1038.36,1065.68,1078.58,842.8,1185.29,1132.48,943.36,961.25,972.78,299.2,63.25,777.91,11.7,69.01
257,1359.125169,1062.480396,1418.286527,1402.009516,1385.249011,1334.643544,1200.266982,1254.023981,1263.241968,1318.232961,1179.09702,1346.258294,1303.985972,1077.738367,1190.38565,1044.702778,1234.133188,1208.703578,1032.848778,1059.462226,1071.605005,834.395012,1179.421973,1127.442824,937.5391781,956.543216,968.7569531,297.9135126,62.93370978,772.9042761,11.53488073,67.66861739
258,1355.300194,1058.066926,1414.380402,1400.257986,1379.877987,1327.909269,1197.038829,1251.24993,1259.90511,1314.613582,1172.292196,1343.514195,1300.576368,1065.958132,1185.202001,1040.305999,1227.16419,1203.386606,1027.755832,1053.778609,1064.530766,815.1216766,1173.044619,1121.702384,932.5807401,951.0951145,964.3814469,296.6043522,62.46074122,768.0155174,11.22862854,66.7356412
259,1351.417513,1053.084128,1410.303526,1398.556996,1374.313292,1321.297143,1194.308097,1248.617241,1255.949054,1310.775834,1165.527095,1341.002773,1297.382256,1055.339165,1177.736556,1035.25979,1220.529794,1197.761928,1023.19717,1047.987056,1057.632471,794.0560933,1166.305923,1115.086489,928.480988,945.1680985,959.6768825,295.0364787,61.72295368,763.5213696,11.0639243,66.41039656
260,1347.415698,1048.246531,1405.804517,1396.612329,1368.788782,1315.291074,1191.768004,1246.022244,1251.033464,1306.538554,1158.535331,1337.787483,1294.24784,1045.515435,1170.218262,1029.482689,1213.952537,1191.880258,1019.088965,1041.36676,1050.73573,784.47258,1159.33228,1108.028714,924.9510543,938.9026583,954.6222243,293.0625465,60.75340192,759.3390257,11.125928,66.588246
261,1343.381499,1044.358396,1400.592886,1394.367336,1363.490069,1310.164067,1189.136236,1243.709903,1245.453426,1302.244118,1151.109339,1333.382674,1291.033769,1036.618682,1162.762125,1023.427904,1207.11117,1186.059156,1015.230784,1033.886999,1043.689596,776.0115424,1152.31209,1101.672004,921.6071819,932.5489782,949.4018817,290.7042045,59.92101308,755.3107125,11.21016827,66.79251521
262,1339.572356,1041.446513,1394.712859,1391.718282,1358.291296,1305.479922,1186.448935,1241.281501,1239.78247,1298.075299,1143.191494,1329.781947,1287.495481,1028.243602,1155.581098,1017.681131,1199.933424,1180.844876,1011.039595,1026.047757,1036.475108,767.4818832,1145.249964,1096.567542,917.7838848,926.3324383,944.2802349,289.067689,59.40013463,751.36198,11.03015048,66.71312623
263,1336.240204,1038.98879,1388.797271,1388.651301,1353.190475,1300.510767,1183.865859,1238.92241,1234.575541,1293.945823,1134.952925,1327.679633,1283.574377,1020.147404,1148.70314,1012.681377,1192.680224,1176.662513,1005.92731,1018.577316,1029.250155,759.590692,1138.106129,1092.559045,912.9688203,920.4909087,939.6139304,288.270243,58.9710329,747.3718506,10.45410595,66.34306726
264,1333.281899,1036.348588,1383.749291,1385.314999,1348.345448,1294.505421,1181.391059,1237.309763,1230.194222,1289.635258,1126.629933,1325.378963,1279.426879,1011.975061,1141.850297,1008.378381,1185.69327,1173.399411,999.625401,1012.002355,1022.202468,751.0471127,1130.844492,1088.865052,907.0283083,915.1138684,935.5880938,287.3186395,58.23746203,743.0956927,9.539615991,65.85468994
265,1329.849128,1033.34413,1379.851118,1381.964646,1343.708354,1286.883189,1178.59567,1236.069063,1226.709544,1285.096147,1118.193429,1320.990507,1275.179547,1002.478602,1134.816885,1003.885498,1178.890457,1170.038843,992.4595548,1006.115964,1015.275461,741.7624714,1123.414186,1084.351179,900.2132457,909.8369902,931.7256045,286.0246407,57.20565465,738.2117136,8.431625104,65.28044821
266,1325.456817,1030.300778,1376.513034,1378.720164,1339.192241,1278.09687,1175.123801,1233.641311,1223.987325,1280.50293,1109.902209,1315.816738,1270.928055,993.9122348,1127.890604,998.4206993,1172.218916,1165.731776,985.4862915,1000.521041,1008.615957,731.8868566,1116.12554,1078.589841,893.1613437,904.4132817,927.4587099,285.0168654,56.29252724,732.7485436,7.629115626,64.54467526
267,1320.26,1027.44,1372.57,1375.41,1334.68,1269.2,1170.76,1229.66,1221.35,1275.84,1102,1311.35,1266.63,982.24,1121.16,991.7,1165.53,1160.16,979.59,994.81,1002.24,721.48,1109.13,1071.34,886.43,898.79,922.57,284.62,55.85,726.81,7.28,63.62
