bp,A1: VK_1,A2: VK_2,A3: VK_3,A4: VK_4,A5: VK_5,A6: VK_6,A7: VK_7,A8: VK_8,B1: VK_9,B2: VK_10,B3: VK_11,B4: VK_12,B5: VK_13,B6: VK_14,B7: VK_15,B8: VK_16,C1: YG_1,C2: YG_2,C3: YG_3,C4: YG_4,C5: YG_5,C6: YG_6,C7: YG_7,C8: YG_8,D1: YG_9,D2: YG_10,D3: YG_11,D4: YG_12,D5: YG_13,D6: YG_14,D7: YG_15,D8: YG_16
50,3.83314874,1.463422417,2.11467006,5.333254549,1.527261098,0,5.775371514,2.114628731,2.351617162,3.47198827,6.034677473,3.732891104,3.976107494,6.548249373,3.639143242,4.85443373,5.78183256,2.717838491,4.499490013,5.130548794,2.818654007,6.939471711,2.882729557,5.954036819,5.174135996,2.410746063,2.952068055,1.319507791,1.851875259,3.253591509,0,1.391562598
51,3.453258252,2.120489054,2.297550998,5.372659033,1.357447432,0,6.839539634,1.981384419,3.116308284,4.260443627,7.541703797,3.152960217,3.583246521,6.466729903,1.856994737,4.514302917,6.16800293,2.822509515,3.88368023,4.557647174,3.157020732,5.855202215,2.12898049,6.522881204,5.115217042,2.800748,2.549923805,1.433667525,1.01067162,3.275564218,0,0
52,2.987495121,1.582322401,3.179045895,5.35469044,2.145617949,0,8.102078414,2.627171231,3.835707146,4.558064772,6.979799943,3.114623854,3.976726485,6.642559094,0,4.806892032,6.936792521,3.162386935,3.999635516,5.103601322,3.76566172,3.50310861,2.30674714,7.335782222,4.423424997,3.762147375,2.211975806,1.12772334,1.176472762,3.330889784,0,0
53,2.719225603,0.672717271,4.840514172,5.123006221,3.910125548,0,9.259184663,3.059654573,4.362398494,4.222210052,5.375050423,3.966817847,4.495608969,7.175377982,0,4.72488841,7.045159374,3.761182741,4.859564889,6.100711873,3.763844562,3.932394332,2.235128565,8.400757848,4.286374296,4.841407078,2.710002469,1.198557157,2.533974608,3.879826721,0,0
54,3.432805475,1.526258461,6.664361848,5.026226135,5.727122831,0,10.20654559,2.839649283,5.479340728,4.440333385,4.39485612,5.630246701,5.02443166,7.137237509,0,4.145943063,6.228037521,4.954313203,5.925193121,6.841826999,3.336333964,5.80466823,1.473785529,8.879992078,4.816701437,5.300086478,3.976212632,1.1780671,3.954063361,5.302626885,0.729474573,1.240680018
55,5.478689966,4.150273189,7.455194715,5.811328274,6.932278168,0,10.7837776,3.08265453,6.679833102,5.4293318,4.72183104,7.64235153,6.29192265,6.773417742,1.801336564,4.514061546,5.982785265,6.025231836,6.782150287,7.065608145,3.955532352,7.243936151,1.145667529,8.434886375,4.749992727,5.134258424,4.792240418,1.067423798,4.550909087,6.826551786,1.897029567,2.500249388
56,7.44472638,6.469049458,7.072461739,7.058322069,8.048636205,0,11.15797087,4.904472785,6.951070196,6.467777922,5.781833292,9.286755679,7.94933941,8.193676914,3.97169686,6.26395585,6.803221458,5.500858815,6.884703271,6.419282714,6.004982954,7.887364503,2.009664463,7.899196891,4.066690466,4.906506179,4.122053394,1.637971751,4.361261553,7.651415116,2.174004189,3.542412992
57,7.850101721,6.980806954,6.04253035,7.528190599,8.836682093,0,11.54152475,7.468975758,6.55028981,7.38070371,6.24732615,9.924053375,8.811244025,9.560580665,6.128818498,7.738021673,6.951944655,3.986192284,6.045856258,4.888126907,7.84637273,8.838335787,3.666040411,8.03996991,3.662529284,4.881146219,2.821625908,2.290697141,4.06021333,7.963090489,2.320299662,3.647516813
58,7.291981845,6.404837493,4.963448728,6.726921689,8.677269625,0,11.75445029,8.863840301,6.25997768,8.706259765,5.485253847,9.644991173,8.683954917,10.27274322,6.89966089,7.320833058,5.785833028,3.229750645,4.81545605,3.41115367,8.588469923,10.24625956,5.195163201,8.823154521,4.026479476,4.941813794,2.460279066,2.214204684,3.949753656,7.75147924,2.682750032,2.457734987
59,6.836165872,6.360882018,4.56998042,5.124048565,7.745509949,0,11.63221732,8.414197275,6.466794502,9.814698281,4.291681557,8.689340187,7.429155993,10.84309259,6.110580257,5.626418042,4.626885589,3.557307903,3.83473297,3.177139458,8.414037357,11.12305505,5.466420116,8.8763166,5.249884881,5.281222753,2.423611303,1.553356172,3.409679807,7.008352879,2.340748768,1.127792198
60,6.558957925,6.978444124,5.676351009,3.74159634,6.325370495,0,11.28808743,6.695637637,6.77275668,9.269268979,4.147026683,7.478854419,5.259116514,12.00647202,4.782926219,5.313436575,4.470422543,4.040920186,3.519386275,3.830177778,7.622835817,13.78131549,4.06916315,7.417347642,6.286513469,5.457128157,2.996831608,0.794666782,2.410423207,6.445692187,1.024263339,0.490588378
61,6.265870456,7.379830851,7.680855759,3.632996351,5.061628963,0,10.43073745,4.538428964,6.77668617,7.638288537,5.311210383,6.967167308,3.541635994,13.54390278,3.227812278,5.212112954,5.171981064,3.995345849,3.63695562,4.123072763,7.074919283,15.44002309,2.718850784,6.178771179,6.256844513,5.10885053,3.711505153,0.131388625,2.091983458,6.284211171,0,0.116401712
62,5.32257345,7.185010346,8.380111608,4.86824971,5.117458366,0,9.423291276,3.198945605,6.813873297,6.393277883,6.629619708,7.133559352,3.287843187,14.98093881,1.91351984,6.303234696,6.044670301,3.923913124,3.719763505,4.124611091,7.669512265,17.24198995,3.132669142,6.729229887,5.9712347,4.8271369,3.735143625,0,2.580400642,6.258317071,0,0
63,4.73970916,6.225684967,7.327228178,6.337568171,7.01559359,0,9.745605926,3.735754886,7.020663878,5.6730508,7.382371837,7.185832105,4.616027029,16.05888518,1.841000251,7.113745226,6.834002766,3.88662732,4.448113432,4.391976098,8.885589138,19.29059419,4.170519339,7.992676063,6.015455408,5.289419689,3.233306299,0,3.093878671,6.43977832,0.130133388,0
64,5.197400916,4.405852668,6.308148901,6.89383286,9.573015574,0,11.05015307,5.446988398,7.34081476,5.648404481,7.824376701,7.148181938,6.781011508,18.62768779,3.039515716,7.666815265,7.848026229,4.67613087,6.391868958,4.857036108,9.558189355,21.05125625,4.408533242,8.456826848,6.134178021,6.475630279,2.873025818,0,3.590069407,6.558061554,0.786267683,0
65,6.338468145,2.616905573,5.835174633,6.768782207,10.60606511,0,11.37150666,6.899516169,7.628997426,7.028495975,8.117926643,6.972551754,8.126513749,22.1464421,4.42013353,8.397460356,8.894576718,5.989817076,8.166522487,5.759196848,9.717148657,23.13132234,4.885288567,8.510136886,6.2108531,7.371848025,2.939390214,0,3.930286659,6.317442053,1.373054033,0
66,7.280536753,1.760159607,5.378229359,6.944757063,9.739901204,0,11.06677723,8.035690119,7.155632397,8.996194304,8.223497673,7.083263523,8.084118638,24.17557026,5.134461943,9.09281968,9.291688867,7.031322939,8.527455296,7.363726651,9.781201819,26.69930216,6.483281858,8.539371725,6.348140361,7.641894356,3.327560009,0,3.157574877,6.645490803,1.067092552,0
67,7.513933625,2.115855988,5.348976513,7.347625898,9.242422242,0,11.55630737,8.914619447,6.027350934,10.07774571,8.393418083,7.434720647,8.638297165,26.36180453,5.998627934,10.17894688,9.104227588,7.107433096,8.399425068,8.635264737,9.48741851,30.05645874,8.13195447,9.348129563,6.895825841,8.204362829,4.052268814,0,1.464419997,7.987314061,0,0
68,7.096791477,3.645602695,6.470896781,7.504742805,10.17194385,0,12.61549402,8.848982473,5.666537557,10.33165463,8.930849348,7.965606672,9.841239024,29.50300566,7.698119911,11.61207932,9.151681008,6.718631524,8.892306365,8.867027622,9.206934596,37.80629588,8.75560808,10.90979643,8.174273093,9.290936201,5.211958932,1.008626434,0.499453735,9.29833088,0,0
69,6.67852346,5.474219491,8.745408223,7.819797625,11.47818232,0,13.79860215,8.234273795,6.873942279,10.35512079,9.821644649,8.774651727,11.19474604,33.27675897,8.938837914,12.65097347,9.731401691,6.91282024,9.883139718,8.875188662,10.03118141,43.25847464,9.426415247,11.91186496,9.852344982,9.856464853,6.524449425,2.150646473,0.784560137,9.829690536,0,0
70,7.217759825,6.475461192,11.02004211,8.809020226,12.64476572,0,14.98334741,8.37453303,8.751053628,10.85076438,10.46931532,9.973762107,12.93367683,37.1743981,9.463033254,13.51243529,10.9624985,8.520457084,10.94249184,9.61144768,11.33171781,49.11334009,10.57846267,12.07992199,10.82871887,9.534209071,7.795627845,2.224127261,1.251514929,9.984419011,0,0
71,8.592782237,6.787986418,12.02285135,10.29428237,13.59528173,0,15.76451666,9.587347582,10.23364725,12.12966182,10.98628506,11.27768023,12.15729933,41.76611058,10.27524281,14.39355602,12.81977688,11.17588205,11.71618326,11.08691443,12.22894172,54.36656976,11.04353973,12.91546869,10.68778504,9.413485516,9.260486044,1.532559584,1.51218914,10.62887942,0,0
72,9.90972295,7.536296137,12.19987761,11.5746363,13.87966129,0,16.45748519,11.46669305,11.44244764,13.35505511,12.61645866,12.15869284,11.12422026,46.31490024,11.5937707,15.1527411,14.94980577,13.02617485,12.23087609,12.41776436,13.51505377,59.60859986,11.44035035,15.00223162,10.90827974,10.11178164,10.94267558,1.32082888,1.868547177,12.10505745,0,0.825192553
73,11.40573857,9.523039618,13.1195731,12.30954223,14.00787361,0,17.83753815,12.70261872,13.17450718,14.20941993,15.58471953,13.0792975,10.85267097,55.82975711,13.21287996,16.27542117,17.20957509,12.89102001,13.42337187,13.19105916,15.5671808,65.57216564,13.15145736,16.90991386,12.66563568,11.48291865,12.89083978,2.331789806,2.368509654,13.61199988,0,0
74,13.33290488,12.15222108,15.14953561,13.1010889,15.23195897,0,20.05668187,13.49467595,15.58380071,15.74068322,18.6411832,14.83098249,11.51841253,62.89585755,15.03021462,17.90203122,18.96989412,12.01754175,15.83523063,14.67028484,17.89619329,73.43279027,15.53075632,17.89565936,15.19823273,13.4742587,15.20774724,3.737841663,2.648877466,14.72487361,0,0
75,15.21,13.83,17.22,14.62,17.95,1.98,22.82,15.05,17.78,18.37,21.14,17.26,13.85,69.73,17.24,19.18,20.1,12.67,18.48,17.41,19.97,82.78,17.25,19.26,17.98,15.66,17.31,4.17,2.07,16.3,0,0
76,16.82,14.24,18.64,16.56,20.83,4.99,25.29,16.51,19.11,20.83,23.23,19.49,16.55,77.26,19.69,19.94,21.94,15.21,19.44,19.59,21.33,100.52,18.75,21.35,19.2,17.33,18.38,3.57,1.18,18.55,0,0
77,18.00225046,14.35781771,19.76445783,18.16289981,22.66712282,7.059213921,26.66884782,17.52276884,19.99427603,22.33202827,24.65718843,20.95816622,18.52442844,83.04966251,21.59465409,20.71633872,24.01788174,17.692968,19.9968905,20.32371894,22.29328728,107.8390395,20.22964539,22.98367144,19.93431899,18.2764563,18.54822988,3.086992017,0.939923561,20.43563078,0,1.219690569
78,19.01809526,14.61124117,21.18484292,19.223597,24.18457937,8.566391349,27.33524128,18.26486892,21.05976025,23.14423365,25.73108579,22.16481713,20.69735536,88.32839264,23.30165803,21.90828844,26.27637555,20.03920793,21.03425649,20.61515569,23.62056822,112.0352025,22.02527757,24.38613059,21.16713709,18.91131577,18.37153126,2.978753305,1.23626057,22.11306149,0,2.264880964
79,20.02979322,15.12201464,22.93798201,19.88896888,25.96540121,10.01191269,27.65932338,18.84501987,22.55325819,23.61931299,26.65106736,23.38906767,23.49758353,93.75493283,25.23475103,23.53758967,28.63471629,22.27182974,22.51592025,21.33164064,25.70165196,119.0350176,24.22602743,25.80947504,22.93180954,19.54292261,18.40448197,3.24244198,1.646306923,23.63627129,0,2.781000278
80,21.06666058,15.95749158,24.58927043,20.55031358,27.98519644,11.52878499,27.8143077,19.33389372,24.40373824,24.07636558,27.42811742,24.50980557,26.43411213,98.88821628,27.38002737,25.3704696,30.86174732,24.10646914,23.97380927,22.74230464,28.45576241,125.7946163,26.63863551,27.16091237,24.81317732,20.29358664,19.07858889,3.887694477,1.775723646,24.71637166,0,2.757379166
81,22.40989301,17.32653488,25.93883622,21.7627418,30.12705975,13.45921421,28.28736968,20.07304703,26.65050026,25.11312919,28.40251304,25.57322875,29.00216463,104.0343675,29.10716424,27.33503282,33.17765451,25.87528557,25.29434029,24.78560696,31.59939131,132.8333667,29.22345676,28.53049728,26.98918296,21.38783789,20.53731608,4.858153066,1.433996403,25.48081006,0,2.639507181
82,24.18562949,19.24084568,27.19582588,23.39065884,32.18434952,15.86616945,29.36711133,21.29691026,29.17774962,26.86982825,29.90057139,26.60012274,30.89472034,109.7804729,30.24682801,29.4749697,35.7623741,27.88708963,26.47183021,27.39615869,34.71656316,140.600484,31.92204993,30.0405697,29.38907518,22.8975513,22.50306529,6.031780624,0.832627023,26.21089228,0,2.719124463
83,26.31357569,21.42022309,28.82297175,24.92351366,34.02465586,18.50594484,31.04306849,23.03599345,31.71344444,29.06824797,32.11146843,27.59988552,32.06129319,116.0788756,31.3837385,31.88788272,38.64318109,30.2446664,27.59159501,30.48465312,37.43617265,148.7498432,34.67528896,31.80663097,31.68985847,24.75399134,24.52134617,7.182231273,0.428382995,27.21956509,0,2.977386484
84,28.62916748,23.30878828,31.12435184,26.52371608,35.91279451,21.05159281,33.08326962,25.12929704,33.98751469,31.4736232,35.02247932,28.71330504,32.73764218,121.1976516,33.75299357,34.63426724,41.73444837,32.83693586,28.93667198,33.73401494,39.75946246,156.9012966,37.55802309,33.94265442,33.77891401,26.90149832,26.52351281,7.921202841,0.496223831,28.75388981,0,3.111708801
85,31.0292707,24.64316112,33.90927147,28.33849991,38.06066579,23.35868611,35.22699409,27.40346627,35.93659821,33.86629027,38.4370359,30.14935871,33.24329244,129.5452728,37.02492062,37.72186499,44.8483644,35.52807142,30.74848497,36.78084835,41.88700107,165.2125915,40.67423071,36.46410976,35.7593029,29.19083373,28.77771469,8.118121564,0.969951267,30.90864976,0,2.920430926
86,33.42889586,25.57009235,36.66109727,30.34626864,40.49218033,25.49807022,37.27551877,29.74412835,37.69196621,36.14304069,42.06699054,32.0775503,33.91132998,144.4298061,40.08890881,41.13295713,47.95160304,38.22762158,33.1004579,39.37078778,44.04389845,173.3646773,44.06832385,39.31555441,37.84715658,31.39867481,31.57337344,8.021518302,1.554743402,33.60517579,0,2.454582301
87,35.65698357,26.63392869,38.95438495,32.35936471,43.00173305,27.72153567,39.19193102,32.14730014,39.49472839,38.49310047,45.68684406,34.46751415,35.0264915,154.8802662,43.02481818,44.86503316,51.4714688,40.93402065,35.76818874,41.56764125,46.27102169,179.5112821,47.61822092,42.44772775,40.20581714,33.32246473,34.72873275,8.292904494,1.969063172,36.58148033,0,2.126161669
88,37.68267484,28.17807623,40.98156326,34.19935181,45.59767252,30.22288624,41.17855865,34.5975649,41.53137306,41.07245684,49.30400094,37.1367581,36.61043914,160.9177927,45.98893844,48.85196577,54.69060849,43.61542235,38.4288721,43.73295704,48.61909418,190.4098978,51.16677711,45.84653743,42.85138275,35.08927387,37.81731853,9.290238667,2.210790746,39.5961255,0,2.262000351
89,39.64799603,30.2567364,43.33136052,35.81657186,48.4244628,33.08134156,43.56197693,37.05419929,43.90527417,43.95045261,53.06382629,39.87635162,38.5230764,168.1671496,49.05362325,52.94085329,56.74998135,46.46489792,40.85899468,46.33915775,51.20049188,209.7353888,54.61916494,49.47971615,45.71621088,37.05549746,40.45094985,10.87315196,2.459633458,42.47984337,0,2.939994452
90,41.84342365,32.66886638,46.55009842,37.40196421,51.57150903,36.2415342,46.59732823,39.46595046,46.65188999,47.11670126,57.07579132,42.60169809,40.65609514,175.5512668,52.27254382,56.89285729,58.3479154,50.08208171,43.15975867,49.7098079,54.18945361,222.7943287,58.04250226,53.22329756,48.75226826,39.58103662,42.59839843,12.33012741,2.87936199,45.16423912,0,3.873664332
91,44.37895075,35.35010984,50.5621409,39.15644812,55.15446837,39.63061721,50.11711929,41.82087558,49.95549328,50.54507848,61.20885613,45.32718694,43.16098653,182.8115291,55.62284867,60.61127057,61.13067086,53.38847603,45.69601839,53.75542204,57.57000035,230.4359999,61.59503128,56.9441977,51.98907544,42.62232088,44.48909241,13.13517281,3.388700623,47.68528574,0,4.681497183
92,47.18648479,38.38153263,54.92335896,41.25111257,58.75099955,43.22735637,53.68878727,44.1892468,53.42713626,54.18512051,65.23010067,48.06224944,46.31809772,190.5793377,59.10818697,64.21904011,65.83661202,55.34420357,48.86280692,58.11596158,61.19990909,239.6544942,65.4884096,60.56970654,55.51067638,45.94067274,46.46622538,13.2312667,3.793856235,50.22641514,0,5.156048347
93,50.090769,41.8963219,59.19728378,43.8126688,61.03521198,47.10746143,56.86528892,46.74698499,55.58923648,57.94186936,69.00137358,50.73641412,50.3175187,199.1680359,62.86039551,68.06605607,70.73677004,57.00225595,52.80352566,62.369508,64.93644715,248.9841973,69.93105231,64.12420031,59.40312234,49.38984632,48.83833043,13.1826918,3.983963214,53.14347046,0,5.502159762
94,53.04269333,45.70286151,63.21937318,46.86285519,62.35925103,51.31530305,59.51866046,49.58303554,56.86017132,61.70617075,72.61396564,53.46915586,54.90124487,208.4979922,66.93593441,72.24056647,75.45573456,59.66507511,57.14410962,66.30275611,68.81884334,258.0518378,74.87457442,67.48279814,63.58124396,52.96148856,51.75638356,13.52749281,4.083734413,56.65847017,0,6.06935606
95,56.1441533,49.43862098,67.04775719,50.32082005,64.06824899,55.86627202,61.85236737,52.6808627,58.48570097,65.43122795,76.40358005,56.11175845,59.57480799,218.4954031,71.36387913,76.62255263,80.30734413,63.50855511,61.35540574,70.00721429,73.01716158,267.3138203,80.11250507,70.61075613,67.91427875,56.68604672,55.23347597,14.49355882,4.347954421,60.77113747,0,7.056349397
96,59.63076539,52.78510329,70.88348166,54.017551,67.42266412,60.76004512,64.33770369,55.93150267,61.19080451,69.17226452,80.89909662,57.98482112,63.86661424,229.072999,76.19856253,81.00534604,85.3808693,66.99454088,65.12887095,73.88689133,77.72434608,276.8118628,85.41076467,73.78362056,72.34034461,60.54365172,59.17555148,15.86039834,5.025228022,65.21383547,0,8.290993805
97,63.69395998,55.78404922,74.88863512,57.79894884,71.97394416,65.97400443,67.2674532,59.2480734,64.42254035,72.88826121,86.34893749,59.18410491,67.66105473,237.8519924,81.4446207,85.33430801,90.93641648,70.23733521,68.60443892,78.15986822,82.81708318,286.5776483,90.68973201,77.38011769,76.78328451,64.46727193,63.4674253,17.41003956,6.120444443,69.59109147,0,9.412475978
98,68.3887908,58.71292409,79.15917711,61.5949984,76.96215455,71.47057136,70.72086969,62.66306358,67.74542955,76.51205206,92.58748551,60.75158204,71.18072208,246.916159,86.96377089,89.71780944,97.12963862,73.84723988,72.14532245,82.78930473,88.04162858,296.9828903,95.99700017,81.96407936,81.22386573,68.42893831,67.96443573,19.02022862,7.415270518,73.58057941,0,10.1494401
99,73.56967042,61.92787643,83.72154666,65.46386221,82.27063946,77.19815251,74.59594808,66.36355741,71.6637525,80.0563021,99.02478221,64.24237914,74.90681196,264.0289838,92.46235783,94.40165377,103.7881523,77.96764085,76.14202601,87.53285249,93.23524668,308.3371757,101.4687075,87.89015499,85.7855869,72.49499479,72.49987717,20.67272526,8.533587798,77.10088586,0,10.49779515
100,78.92039666,65.51419824,88.58173856,69.54732606,87.56503669,83.07590189,78.85047473,70.47486589,76.18472835,83.82418808,105.1591363,68.85071679,79.16404636,279.9716908,97.83789689,99.59257248,110.5401666,82.80899598,80.81344729,92.40459989,98.695096,317.6644696,107.2314613,92.82782076,90.8325509,76.75949933,77.01072558,22.27641113,9.240830256,80.42545455,0,10.60447835
101,84.16653046,69.34404812,93.71412332,73.96726417,92.69656257,89.06398909,83.46083455,74.88709473,81.03132028,88.21253192,110.8135146,73.66124609,83.93855272,289.6784237,103.1947126,105.3077488,117.0741186,88.44824215,86.22106215,97.5929319,104.7953062,328.9313807,113.3732398,95.64427764,96.6929413,81.23495788,81.57294808,23.76670836,9.534563632,83.91915642,0,10.66016232
102,89.21136836,73.18724533,99.05884286,78.75720088,97.91960429,95.17207046,88.37867336,79.22240594,85.87625979,93.51340801,116.2400036,78.80699874,88.84824343,301.3281514,108.7942475,111.3526519,123.2988225,94.66804204,92.24599416,103.3240988,111.6762131,352.6084022,119.9230228,98.27175626,103.4215635,85.82274589,86.38665837,25.18957078,9.656649998,87.84623246,0,10.84031606
103,94.17942025,77.05235618,104.5670332,83.82497475,103.5261274,101.3132471,93.50082278,83.18498429,90.59049902,99.56012922,121.9688483,84.11443007,93.51950498,314.8430706,114.801813,117.6479071,129.3905371,100.9568236,98.46701656,109.5175726,118.9280881,374.4159688,126.8303279,102.7965628,110.5080948,90.47916567,91.59201682,26.75962755,9.891480796,92.19624175,0,11.27198027
104,99.26874437,81.18831521,110.3126569,89.06481572,109.7586936,107.9271435,98.79900907,86.82856376,95.40619814,105.9593801,128.5231662,89.45114043,97.88475778,328.7534399,121.3732555,124.3834942,135.6647119,106.9765028,104.4796517,115.9561886,126.1615207,388.0725516,134.1315628,109.1326823,117.4066197,95.17486147,97.14716663,28.67331607,10.34378038,96.9054523,0,11.92505839
105,104.621406,85.93580175,116.4531757,94.38336397,116.7309866,115.4384655,104.3033547,90.57746425,100.8438156,112.2626131,136.1719132,94.85957332,102.2222058,343.5545604,128.6469879,131.8979949,142.4242442,112.7489925,110.0657919,122.3988422,133.2614957,404.6388605,141.8929955,115.1321255,123.8267544,99.96577019,102.820382,30.98159512,10.8776765,101.9311531,0,12.60745704
106,110.1123936,91.18678424,122.8776627,99.60303033,124.2528202,121.1938074,109.8007577,94.8183716,107.1250669,118.183799,144.514669,100.2399854,106.8021043,359.1540864,136.5233826,139.9622998,149.6186988,118.4856461,115.2375656,128.6784702,140.2626656,423.4834317,149.7239801,121.0082321,129.8333296,105.290442,108.390658,33.4685646,11.29378585,107.1207787,0,13.16693287
107,115.72,96.6,129.44,104.74,132.15,124.46,115.08,99.76,114.11,123.83,153.04,105.45,112.44,375.7,144.69,148.02,157.16,124.45,120.23,134.95,147.22,442.64,157.87,127.18,135.7,110.36,113.91,35.92,11.56,112.37,0.24,13.66
108,121.6029138,101.8312318,136.0862251,110.0112288,140.3609079,127.6608813,120.0883928,105.3945615,121.3822571,129.6580023,161.418951,110.4205303,119.6357737,393.6192257,152.7012237,155.4549656,165.0579199,130.8676701,125.4032352,141.6565895,154.1558977,462.5327056,166.5939154,133.5533412,141.764888,113.579443,119.6513984,38.20930012,11.84236275,117.6820392,1.018403593,14.32188277
109,127.8699949,106.9512927,142.938936,115.5076275,148.8348122,133.7803721,125.0923912,111.5236147,128.5645531,136.0566961,169.7124816,115.3737264,125.4370624,412.5880254,160.2006134,162.096817,173.4307392,137.795942,130.9471513,149.1167199,161.0456557,483.0132723,173.1258212,140.1904076,148.1590945,115.8020409,125.6387587,40.23553169,12.32296589,123.1454292,1.732450994,15.27459559
110,134.4198024,112.2782218,150.1290226,121.1303646,157.41786,142.4703938,130.4075848,117.8897813,135.546302,143.0602344,178.1387089,120.7586618,128.9835054,432.4689907,167.2482823,168.3013121,182.3265555,145.1444892,136.9406041,157.312626,167.9253584,503.7473808,176.9531612,147.167668,154.8271141,119.2125489,131.6222167,41.94805086,12.9618403,128.7853649,2.283601646,16.40615043
111,140.9770676,118.1489753,157.721578,126.7255498,165.9360535,150.9880431,136.2535713,124.3055208,142.5146246,150.4236813,186.9496224,127.0843271,132.5284483,452.3438643,174.3157422,174.7449666,191.7126487,152.7818455,143.4195016,165.9663751,174.9554598,524.3317656,180.7870464,154.5393124,161.6273914,125.5207028,137.2996778,43.40452636,13.52837568,134.5478151,2.674483589,17.44760274
112,147.343203,124.4851557,165.6546155,132.4540907,174.480111,159.5364512,142.6005942,130.8593222,149.8241016,158.029132,196.2899765,134.5323424,139.1142088,468.1867124,181.9784399,181.8752565,201.5800533,160.7651596,150.4706881,174.8839305,182.4717903,544.2049371,188.2741129,162.3724674,168.556015,132.6109298,142.8712529,44.88644399,13.87921436,140.3751338,2.927899494,18.2591999
113,153.9347533,130.8613562,173.5753257,138.4788379,183.0682453,168.2443461,149.10083,137.5645325,157.3832181,165.7534707,205.8586592,142.7194757,147.7993825,489.0347079,190.3387565,190.3526982,211.7019073,168.9471599,157.8844953,183.8023142,190.572713,563.4175608,198.6851679,170.519534,175.5978896,139.3481376,148.6701163,46.68059232,14.09199782,146.13807,2.982793222,18.81540779
114,160.8161946,136.8295578,181.0642817,144.8668337,191.6202774,176.7840949,155.3083628,144.3167394,164.7268185,173.4908728,215.1172601,150.9653453,155.3959036,523.4913804,199.1493803,199.7941243,221.7004101,177.0112759,165.2690281,192.459195,199.1192286,581.441119,208.7482719,178.7337359,182.7443553,145.9967166,154.9758176,48.96684605,14.39028346,151.723289,2.772983363,19.17077457
115,165.7212525,142.5250691,188.1780411,151.5687378,200.0879061,185.2952585,161.1623185,151.0017117,171.4970011,181.2810601,223.9000505,158.9401863,162.2421377,546.9587001,208.3474727,206.3838051,231.3179462,184.7636801,172.469182,200.8194526,207.9497447,595.3371309,218.8658758,187.0131034,190.1000033,152.5048106,161.8355156,51.7025877,14.92514212,157.2435776,2.441264066,19.40880151
116,168.6567708,148.3803469,195.3247421,158.5416246,208.442009,193.9569192,166.9423826,157.586931,177.718883,189.2807107,232.5194589,166.515208,168.7362994,558.4555634,217.9369148,210.1775726,240.5030652,192.2495525,179.5652154,208.9343646,216.9192641,614.2041601,229.2276008,195.3892347,197.6558297,158.9455723,169.0477913,54.66676009,15.71277914,162.8711799,2.268347282,19.6355705
117,171.9053238,154.7674672,202.9915609,165.7319205,216.6706815,202.8486284,173.0390294,164.0730755,183.7274548,197.6065534,241.4604903,173.6142895,174.9064073,572.4695663,227.8451436,214.489318,249.4261308,199.6942491,186.6794111,216.8406229,225.9299569,644.6027146,239.4038216,203.8249982,205.2808493,165.502542,176.2322368,57.55168261,16.65875392,168.7583672,2.480990425,20.0145468
118,178.1757414,161.5249768,211.3465837,173.0113525,224.8008901,211.8924422,179.598452,170.4573568,189.9602907,206.0877876,250.8579395,180.0616775,180.9900826,586.8563365,237.7556839,222.1254545,258.4797915,207.3720749,193.6939944,224.4717784,234.9823225,664.5389765,249.1315255,212.1435824,212.8013321,172.2858955,182.9683115,60.11024716,17.61327986,174.9720734,2.959815467,20.81497922
119,186.388579,168.3143566,220.2954298,180.3208552,233.0681203,221.0788412,186.5386952,177.5196803,196.6807786,214.4281395,260.6106973,185.9026917,187.2727588,600.7371385,247.5100397,231.542174,267.9805732,215.4498238,200.6579443,231.9823351,244.2197549,674.9410757,258.5246795,220.345341,220.2465684,179.4790279,189.2213548,62.36310277,18.45786339,181.5790262,3.40450597,22.18724818
120,194.2530549,174.8490688,229.6371699,187.6725265,241.7824319,230.4937229,193.7057897,185.121524,203.9529496,222.4269768,270.6183224,191.4736072,194.0960709,615.2653599,257.1484237,240.0581677,278.0473011,224.004192,207.8507341,239.8086082,253.8549328,688.1270454,267.9547095,228.5685926,227.8398371,187.2223428,195.3502323,64.48131134,19.15934714,188.6314057,3.537295885,24.04222358
121,202.3247592,181.1116567,239.2299674,195.1050758,251.0865763,240.2872566,201.0609045,190.2422168,211.667894,230.2346912,281.0457313,197.408851,201.8719375,630.2559863,266.8585233,248.5851496,288.5181022,233.0675249,215.7030542,248.6383721,264.0565318,702.0160112,277.8195835,236.955781,235.8941507,195.4035753,202.0144135,66.6058848,19.81887643,196.1110834,3.331280478,25.94764928
122,210.8483676,187.2910003,248.8791976,202.501096,260.7152455,250.4623316,208.6121254,193.3117335,219.735195,238.1988157,292.1018914,204.1963553,210.6139595,645.4580556,276.6879716,257.6088126,299.2747947,242.5946281,223.9522936,258.7570996,274.8361357,715.7417709,288.0173161,245.4837321,244.2880172,203.6141486,209.6767694,68.92385459,20.52880674,203.8296344,2.943102329,27.48647391
123,219.7589231,193.7275732,258.4787642,209.7868915,270.3709666,260.9734268,216.5155587,197.0082658,228.1886464,246.7517832,303.9272983,212.0605458,220.0166826,660.643868,286.688179,267.2343609,310.4485769,252.6025229,232.4659335,270.0320444,286.1985557,729.8551903,298.2684879,254.1586521,253.2844757,211.4889812,218.5153654,71.27155026,21.3050249,211.6046914,2.596294297,28.49714392
