bp,A1: JW_1,A2: JW_2,A3: JW_3,A4: JW_4,A5: JW_5,A6: JW_6,A7: JW_7,A8: JW_8,A12: Std_1,B1: JW_9,B2: JW_10,B3: JW_11,B4: JW_12,B5: JW_13,B6: JW_14,B7: JW_15,B8: JW_16,B12: Std_2,C1: VK_1_501,C2: VK_2,C3: VK_3,C4: VK_4,C5: VK_5,C6: VK_6,C7: YG_1,C12: Std_3,D1: YG_6_427,D2: YG_9,D12: Ladder
60,5.701594310567151,5.076568968474739,6.541189178464468,10.630597306541192,17.288853641824005,11.55604976913706,12.949527478582677,6.604445485319535,6.994159508443492,10.198454907424848,8.706244601491505,12.658546414877144,10.645764417235613,5.942867053897375,0.0,7.040410727929293,16.031081080185693,5.485473813340696,8.579806477192758,10.568299375572252,16.629055764506255,18.44998321793815,5.749239719141485,9.105896668406235,15.466938777286062,6.732756080889938,14.195469845152388,11.683393054041519,7.123314980144081
61,6.59517565149758,5.411233509613632,9.804974844554552,14.475446316210178,16.015699675892286,13.43241429764375,16.028197421258792,8.28813185560885,4.9724258008042295,9.225203282443768,10.26012661557173,11.543396766573903,11.191115684299211,7.101265014046774,0.0,6.320027751061008,15.30933195369275,4.721951415101185,7.0755692742682825,9.091693139091905,14.756239991037578,19.458601124616816,8.425804842155747,12.448506111262311,13.610116406275974,5.903089403914663,12.999693486544414,10.589360695898229,7.373650391561386
62,6.911639523075048,9.435514576526906,12.39942919970435,17.42235593360046,14.715146250546733,14.330537152891473,17.44900070810621,9.727939394601748,4.506979913489052,7.197783299752308,11.056157597730913,10.5613325118993,10.496646848434823,7.537250724998126,0.0,6.240267584380541,13.357085796781215,4.353355126213568,5.15460777981061,6.409360215161761,14.125261059913166,18.43531499618065,10.418495576845098,17.20062185760145,12.58674632566699,5.116471614478211,10.619684733080165,9.803989274462364,6.35502922274616
63,7.693934494225776,14.531659935921585,12.560201206839398,17.186962209658137,14.519352571520393,13.487089029012417,16.182703091466546,10.843466771996425,5.5275005103023815,6.23313959261888,10.311187501158289,9.48277651547163,8.709863614452697,6.460848288631712,0.0,5.970093521406929,13.126042353803138,3.448744930807379,3.642580685776374,5.091699446124923,14.579806887055824,16.408752170015113,11.683543397951196,21.478127744844,12.989426544100166,4.2659633514299,9.681661071565967,10.040036101487381,4.3070004009479135
64,8.608451179633729,17.985598738359638,11.362549243379892,15.792836930685793,15.088079790805535,12.003424812725864,13.506590416418272,10.447267531142943,5.595598259674321,6.989116992302674,7.918873521632507,8.367289811676612,7.036864776017762,4.713186027609136,0.0,5.032006711069051,13.776535457392542,3.298629620558688,2.7829307073171257,6.199348621678053,15.194121245404547,14.847457583755034,12.586731304666806,22.906699834500728,15.180482753679001,3.431152411604524,10.963834784902286,10.360350899749898,3.2432057176182085
65,8.22422624644411,19.92733695221445,12.07876326805237,15.535562912888993,15.992099765693506,11.158621975828995,11.291036747616605,11.736116779171557,4.676547680771814,6.940645711638718,5.96682280932535,7.457600386517868,6.98739796368204,3.206665498410357,0.0,4.282446506505565,12.76651578928198,4.382211148143953,3.0941973256132163,6.9503081917672125,15.685861200915891,14.85888350149408,13.732970806224754,21.963326774922017,18.168533588230577,2.8603959457151236,12.894924064084973,10.561408574877241,3.7251515263915382
66,7.472365100228716,20.40352760047427,13.760315499639193,15.106646366659891,17.375742933174667,11.538578314096824,10.542711668887335,13.457213041104152,4.3245504626222395,6.3733907113402,5.4929126026657125,8.24644662469285,7.553205354207772,3.2721846245123656,0.0,3.8976924694168757,11.811934276322424,5.076154545081582,4.011813646524317,6.162313311063275,15.722460805226117,16.482775865014432,14.297447127166752,21.125622827079575,19.791790847379193,2.813999658465661,13.737854013923094,10.047613730438307,3.396331618359736
67,7.80552842823164,19.194694522538263,13.656001966134196,14.08375325632857,19.240033043663264,12.896216634772491,12.057267223263793,14.457022386071015,4.854091120731833,6.979201277620934,5.37840486377697,9.857171497349679,7.34225873058432,4.265945051866718,0.0,3.0182025411415707,13.27524990316058,4.968749386899246,4.703988070668375,5.9755912299493295,16.397098522942116,18.508835524759327,13.347238321737482,20.79882254061696,20.32019488868368,2.5857221594068873,13.96867699204699,9.955594910911447,2.027073228375809
68,7.788151280202554,18.063858377938196,13.104579704306369,14.078050040238047,21.33032865964788,14.925381926401784,14.446150613558938,15.93356576476677,5.695106035894695,6.785570325161252,4.947123894757177,10.105660264055063,6.737584157552498,4.148209160101667,0.0,2.441573557832294,15.282190655406826,4.541064679457901,5.171426233710068,6.180373988312109,17.310326916967526,19.814830068235533,12.771446578249378,20.735506517769565,21.468142131070845,2.8087621279693367,14.454633479974632,10.90220764900783,2.134585064706535
69,7.303602167774604,18.936439097556754,13.752033237341589,15.616138777927539,23.406459185627256,17.795945151036136,15.571084229493266,18.355902900546305,6.658734456861483,4.936006495974815,4.72284902928116,9.857515280743987,6.439448344580056,4.0192285410514135,0.0,3.105462931975983,16.608627743969972,4.084966528767899,4.7876766555566395,5.5539921548855045,18.364806160877926,20.606657159016496,14.196675614861993,21.903599245568156,23.080022537942494,4.339226197976466,14.8309124382566,11.499680057805994,7.873569395794208
70,8.72343845725539,21.627956685261687,15.041678496685645,18.656259382999938,25.346983159821878,20.411007938688492,16.392971990987064,21.357163275283344,8.056717657313667,4.420465119036687,4.729654249931074,11.253250890839288,6.77555610323093,4.432938684825328,0.0,3.8974868440104413,17.55090189660828,4.781054806645378,3.051394725341206,5.818890112883652,19.704288727911198,22.136765431678768,17.033929607329995,24.581047870071973,24.529962401130227,5.36347270109469,15.477198969089674,11.927598556283703,35.25719888839962
71,11.211387794793007,24.423082752969464,17.000889416133806,22.04282713890338,26.410242449604088,22.489043560339237,18.874397545026937,24.737293648017175,9.886794371062372,5.9648630820345945,4.720073903777529,12.374801283548491,7.715273822853274,4.268388604728445,0.0,4.075119302534198,17.61664906086171,6.744704008153669,2.143326161538311,6.700195209393558,20.857735257656348,24.83200478602918,19.894160499037653,28.103062105127126,26.236010574175708,5.586567029906138,16.21109867732817,13.706852878557699,114.81203872433497
72,12.340160892859481,26.002394828135667,19.774580386372513,24.05782352384327,27.719128470763444,24.27288690158529,21.82786756382185,31.791786288307804,13.051657398797738,6.894242215623441,4.685697737816537,13.430306841352007,8.717375222984172,3.4750990202846177,0.0,4.221873894614483,17.260949826954207,8.877421397446406,2.7917446972903157,6.142810078470775,22.137461591019218,28.11792726149406,22.182563953177922,32.4743648291414,29.048411486567534,6.026314772170776,18.80039066595924,15.727027826920065,253.80296587530287
73,12.690732969607705,27.961283699131027,22.63890546989177,25.219289671631866,31.09766446853846,25.377015354681927,24.033797263309786,36.048415456933775,32.99491351406428,7.432470479501772,4.326707956417684,13.69984899449295,9.22869812393696,2.5367483147395924,0.0,4.233963457480775,18.404378129002588,16.0044810937435,3.0417370850860324,5.151739710924841,23.58332278468338,32.13180909583694,25.01775926358419,37.32504984672447,32.85327249675574,6.496330284827832,21.126660505340123,16.431629368439435,397.68916408461774
74,13.398343241469462,31.574413308914032,23.726618820418643,27.484868319395055,35.099010443907304,26.720978325724964,26.39558944720766,41.1711466920659,155.11118022633852,8.653173138911647,3.721839590991194,13.379937589803353,9.38360271571859,2.028936859353103,0.0,3.7934650085956565,21.260179598194256,58.500105580400756,2.7624294253657693,5.480145615512668,25.297137561360124,36.7254938716947,29.965172245655705,42.2004442324565,36.30263542193661,7.759363519928357,24.377424646910807,17.16756058371638,444.59941747411216
75,15.080000000000002,34.99,23.78,31.840000000000003,38.699999999999996,29.889999999999997,29.439999999999998,46.13000000000001,642.17,9.430000000000001,3.7100000000000004,13.990000000000002,9.739999999999998,1.89,0.0,2.99,24.480000000000004,277.4,2.9700000000000006,6.999999999999999,28.310000000000002,40.85,35.15,48.1,39.669999999999995,11.25,29.39,19.459999999999997,349.60999999999996
76,17.310000000000002,37.2,25.12,35.77,41.59000000000001,33.620000000000005,32.47,50.07,1498.2899999999997,9.71,4.389999999999999,14.700000000000001,10.570000000000002,1.7200000000000002,1.6400000000000001,2.29,27.070000000000004,774.3,3.3999999999999995,7.830000000000002,31.349999999999998,43.71,37.849999999999994,53.050000000000004,42.91,17.559999999999995,32.8,21.690000000000005,219.3
77,19.152056476059418,39.184547063550625,27.06040542607103,38.38815006905271,44.09864091791456,36.65545276664075,34.96442925374469,53.13633486380905,2357.178164712711,10.003135598375232,5.135564109979828,15.072775335116617,11.667829394498941,1.4957361774685887,2.990965041673192,1.900771149115236,28.992108254222664,1384.4407824454495,3.5354889723570846,7.820844323791036,33.527215268916336,45.82407721919459,39.844501705613354,56.30558208171716,45.51801036995003,29.34157849594842,34.44105291344863,23.24599907301319,133.05083919166506
78,20.81387893903878,41.67743091519893,29.410196475767723,40.65316607126171,46.727744009834936,39.702638644533124,37.318437063526666,56.35395369989084,3224.1513987666644,10.427718510747924,5.79606088932449,15.273188704702175,13.053589948939894,1.2762544881138873,3.9724402871041598,1.7712950700396337,30.907669285981463,2146.600188071974,3.3823371890186187,7.601444551822386,35.514813844318965,48.086590101576725,42.622284080329315,59.37018384626047,48.196901118381966,60.45304567566739,35.69748962410017,24.879016303226607,76.89095567733486
79,22.53477650196755,44.70696235310952,31.99242258781089,43.0449015510544,49.44502793283579,43.091383004782436,39.58487374261973,60.32800141838841,3984.96559335271,10.991222329548837,6.140520921823054,15.63422944663072,14.48972150402218,1.2536256801283598,4.6360987830709375,1.907599535791563,33.1602711457307,2994.9698754912056,3.09684532424937,7.714230114194365,37.556968099380775,50.85078682075676,46.283199511999165,63.25282889849361,51.27390801389939,139.62205047108088,37.316450844611346,26.965120809046088,39.529714915179355
