bp,B1: 0.1X JW_Sheared gDNA_1,B2: 0.1X JW_Sheared gDNA_2,B3: 0.1X JW_Sheared gDNA_3,B4: 0.1X JW_Sheared gDNA_4,B5: 0.1X JW_Sheared gDNA_5
157,1395.3176351880836,1533.2588259711322,1217.6736085912419,103.42237837459682,1609.3907287470113
158,1416.217741512032,1553.562470323266,1236.8320318691713,105.0739172109546,1634.3737293072568
159,1438.1979384809674,1573.7935556125235,1256.2274060915638,106.98726726561803,1659.4721755756857
160,1461.5175027933337,1593.7689267763753,1276.1517677520703,108.91471048049894,1685.0541458423634
161,1486.1289747246633,1613.4088832448183,1296.50579884083,110.55922137892206,1711.0477652001357
162,1511.6013704540242,1632.6753665601416,1316.9979802553112,111.74434118091787,1737.1452287162583
163,1537.3276026055596,1651.558501770741,1337.319468506469,112.47604606314495,1763.0669249290158
164,1562.7565150076564,1670.0844846099894,1357.3356758797372,113.06117876009613,1788.8758415574036
165,1587.6981394577897,1688.4293329221096,1376.9769521954488,113.89654796106544,1814.6752131663418
166,1612.2718986134375,1706.8424360340177,1396.2206308178545,115.3403291126153,1840.4691181570083
167,1636.6315045800368,1725.3499665189222,1415.1155602195458,117.41741090782683,1865.8863213948077
168,1660.9246555601203,1743.7367622330016,1433.961448501915,119.82848916868227,1890.6910092028686
169,1685.2548670915755,1761.5797191113986,1453.3345595418875,121.97392852544537,1914.9867717057355
170,1709.5213682401409,1778.7372753920072,1473.5085880524362,123.38746282294456,1938.9885387505062
171,1733.615145272448,1795.5719507777533,1494.4486287086415,123.92546480795313,1962.9295001119185
172,1757.5973289956016,1813.1928774855169,1515.759054136521,123.99149537545539,1986.9725889751617
173,1781.3465002726732,1832.1168044241767,1536.7891642562283,124.08834766487786,2010.9654740442702
174,1804.66547474136,1852.0895158033218,1556.8980625776824,124.63837848742013,2034.6779035289521
175,1827.6307207664463,1871.8977995744992,1576.0506877044595,125.69444778072352,2058.416892101738
176,1850.436865198905,1890.456513718819,1594.7534452588543,127.17857767737839,2082.687178867546
177,1873.3289703236806,1907.2063883600902,1613.8594236071717,128.96652463321487,2107.9650669265266
178,1896.4653600593942,1922.3669787509468,1633.450211666839,130.98301001824245,2134.0021225259047
179,1919.8771653341387,1936.352753370579,1653.821624789394,133.13640079402361,2160.09776194985
180,1943.4001449419438,1949.3927055829108,1675.7683299296395,135.27778934446889,2185.2676794724593
181,1966.6120222818217,1961.715091302439,1694.504192831963,137.3894422136735,2208.906777889936
182,1989.0171450031742,1973.649724556909,1704.9006992012523,139.39535139221587,2230.813355264914
183,2010.3833249152235,1985.7933490659993,1712.1205569171616,140.78190530707576,2251.2348135989823
184,2030.918930106196,1998.4888578536165,1722.3685140465589,141.53677749979838,2270.7228265475997
185,2051.186691548917,2011.7071211963419,1739.340584623715,142.24358688647646,2290.036995736038
186,2071.507908042216,2025.1084789712822,1758.710811813202,143.4409063758739,2309.8515010302563
187,2091.906933340473,2038.386711721317,1776.555369976699,145.1195984788549,2330.3573115120253
188,2112.080350875285,2051.4472361087874,1793.9009309703877,146.46409424942385,2350.973839419123
189,2131.88171694221,2064.130071871269,1810.6753702582027,147.16549270711033,2370.8217499709203
190,2151.299143071743,2076.2136689773,1826.2677287229733,147.2984251805805,2389.2900825777956
191,2170.389333912327,2087.457891043294,1840.9974618648907,147.09055042253473,2406.8577897400714
192,2189.0165002574695,2097.975467411593,1855.461191863616,146.78377165476257,2424.4040170216385
193,2206.9520749053104,2108.174374273586,1870.2827543189594,146.55551365647736,2442.7459071596354
194,2224.390965736125,2118.3339232102076,1885.7079026394008,146.329837192157,2461.5003220272406
195,2241.6579917879612,2128.244452172447,1901.5159945366615,145.97876064242155,2479.6439791325665
196,2259.097942588627,2137.2037822854486,1917.0424244660926,145.41980835928823,2495.9161708685892
197,2277.155278696231,2145.745678542893,1932.1691156279676,144.69047017844122,2510.5135087061867
198,2295.239091091758,2153.84710282868,1946.392141371517,143.9238243229476,2523.7153556912654
199,2310.7086915041577,2158.977679319151,1958.0371741092229,143.3200216513119,2534.640118898834
200,2328.53,2162.6799999999994,1971.68,142.71999999999997,2547.72
201,2353.3099999999995,2168.9399999999987,1991.6599999999996,141.82999999999998,2566.639999999999
202,2369.950285552987,2177.2244885947866,2006.3036923763198,140.8512628852218,2579.9094053894983
203,2383.393789397035,2185.0553408796295,2019.3554515136038,139.62855083014912,2591.356014604798
204,2397.9109472898353,2191.6096508747596,2033.563873096541,138.3359744899028,2604.1684893730067
205,2411.9376763333626,2197.66242996769,2046.8401466175922,137.44329283367372,2616.9669809144402
206,2426.2214643470475,2203.673915224024,2059.3474744972164,137.04061645768758,2630.1889170830036
207,2440.4121833783847,2209.3981487252217,2071.296019106822,136.89452973018882,2643.695454581914
208,2453.371406743433,2214.2196908788414,2082.8052538647835,136.6958645010485,2656.6655065845757
209,2464.8600343342273,2217.7802193697985,2094.4488552888583,136.3880162743987,2668.28665617142
210,2475.573472160979,2220.3086261439435,2106.453763444879,136.06130157761422,2677.7684488542177
211,2486.3842428323233,2222.4484445942207,2118.4284661980573,135.78406381585864,2684.8235388150742
212,2497.56436304295,2224.9928718053407,2129.301739337896,135.46958874637673,2690.1561366829483
213,2508.7655169866152,2228.389504777365,2138.304609169836,135.04619205386197,2694.961612424371
214,2519.368042188373,2232.418896062109,2145.3162504571415,134.49959008686795,2699.93404795143
215,2528.9044416819293,2236.094199587812,2151.029528875866,133.870195510957,2704.788371482919
216,2537.939809727533,2238.3361334895208,2156.685681235444,133.15137570983165,2709.2850929243255
217,2547.165310752167,2238.5873561577864,2163.160222786119,132.33854232655318,2713.507783461288
218,2556.8698504608474,2237.0683494075834,2170.6468952822656,131.48383655196275,2717.817125467004
219,2566.747508693792,2234.634961385832,2179.0790115660047,130.781935871464,2722.356797138842
220,2576.2380164022143,2232.0678579135633,2188.3200622526624,130.52355698712313,2726.9903170410457
221,2584.8113677979995,2229.811949800938,2197.9943226646283,130.94402418604375,2731.3257563745537
222,2592.37405214372,2227.9003895812857,2206.991910702933,131.90007203848688,2734.806636875261
223,2599.231517563835,2226.1205350784485,2214.146144794796,132.90670814648365,2736.9167395118297
224,2605.8099275774343,2224.2262780333344,2218.7139610625845,133.39195861809864,2737.3796744052543
225,2612.235538651012,2222.1902997156067,2220.9114208070305,133.08826135062978,2736.4208556387366
226,2618.2670462974274,2220.0285786136606,2221.7630064493715,132.1256414857713,2734.674575295619
227,2623.36076354981,2217.684424344397,2222.5407604168345,130.81450852459943,2732.9230580942776
228,2626.840022003325,2214.947406172966,2224.1876551756986,129.4271349476262,2731.7804956328137
229,2628.728351544343,2211.579122532344,2227.1206986674097,128.27513556230994,2731.228519281105
230,2629.71583367476,2207.369375504093,2231.2025169951153,127.66427414452977,2730.8128529149903
231,2630.90560393348,2202.19192077297,2235.7428994489114,127.80338580461272,2729.868033704369
232,2632.8712224489295,2196.117327041065,2239.7302566895996,128.56877712709382,2727.849982755241
233,2635.732173564577,2189.32264779501,2242.4786201182824,129.5721013696635,2725.2497231781576
234,2639.303435859249,2182.0969159498295,2243.9800120469886,130.29565803973014,2723.3883253034805
235,2643.3714283164272,2175.021053960288,2244.967858778463,130.4375850028691,2722.036880004637
236,2647.577186146019,2168.7594142949674,2246.418737539377,129.96769370022864,2720.077174959788
237,2651.4654488485166,2163.730383635421,2249.1165724310636,129.0816877705538,2716.857369050425
238,2654.7418859231148,2159.50434445488,2252.9945081233463,128.04081956402405,2714.6129404396397
239,2657.423447641443,2155.3068691115395,2257.1026269943736,127.02289552631015,2714.3366350313286
240,2659.818080997183,2150.3448855880006,2260.1716366373516,126.1379129363667,2715.224882756714
241,2662.3877778879364,2144.1651738726573,2261.5959004211554,125.50714476125543,2715.5725641407325
242,2665.142772247128,2136.9379228100643,2261.7493225447474,125.21204286756415,2714.003799156866
243,2667.7131704504636,2129.2631846924564,2261.536500282712,125.13954323842967,2710.230998079951
244,2669.583096128242,2121.89462310595,2261.781593572762,124.843825469987,2705.5666583802617
245,2670.4883995925975,2115.5106384032288,2262.7034011545948,123.89211964858661,2701.413486683945
246,2670.555104880517,2110.440274197304,2264.073905915374,122.2691905983377,2698.350864860815
247,2670.357050194132,2106.3838122738603,2265.428723263224,120.58267356526794,2695.6425773292285
248,2670.6417038853656,2102.2022806819896,2266.4290799057935,119.41530486131082,2692.098138567899
249,2671.7790283224385,2096.8010166965555,2266.792663206546,118.91146644682128,2687.0511751015174
250,2673.4884344714637,2089.700758735613,2266.22478434678,118.6898526845576,2680.6828179448207
251,2674.9883902359397,2081.2819191602066,2264.382383377362,118.33057671070024,2673.291819972021
252,2675.492778520593,2071.9845884878287,2261.308945989872,117.70159640982374,2664.8363778770167
253,2674.4790490666933,2062.013183887112,2257.617539391038,116.98954502441472,2655.051764208757
254,2671.9278485129225,2051.3678746447813,2254.477389733623,116.47033042639748,2644.174483700488
255,2668.198611305406,2040.1860094552665,2252.488018443943,116.20561405848238,2632.854472667479
256,2663.7777265998106,2028.8616079941874,2251.3322387039834,115.97468953827283,2621.890335292021
257,2658.8687338703667,2018.0250794094163,2249.7091855852723,115.30549759966279,2611.7408672864494
258,2653.1031875363133,2007.5572367890215,2246.423640400917,113.88413583156557,2601.7320221503983
259,2645.9238779087964,1996.7639518617875,2240.8252964276803,111.79204583768066,2590.6291108521236
260,2637.1462674193976,1984.8655891190488,2233.1297193390324,109.68740863664237,2577.5972385034192
261,2627.268813103125,1971.7658821059333,2224.2347531639334,108.33577662070566,2563.1679902102696
262,2616.979462349498,1957.7147511752557,2215.174554766338,108.0987522671918,2548.316007257903
263,2606.74057198839,1943.00299329598,2206.633548713489,108.58622979656764,2533.5517883365837
264,2596.9477971293313,1928.221143105738,2198.664732980525,109.02699503418175,2518.753413499574
265,2587.7027399970034,1913.7842932559986,2190.621905252473,108.87082452627882,2503.518158642732
266,2578.748785894087,1899.6858561663105,2181.478884707038,108.08556787947906,2487.597549963872
267,2569.818164276681,1885.6954219133065,2171.279492907881,106.98630165100849,2471.759599563546
268,2560.4780676794107,1871.1666775503036,2160.8350703346186,105.85718777559246,2456.4783826439016
269,2550.179883796553,1855.2824675633942,2151.2235361685166,104.82217889667002,2441.49598565641
270,2538.6188835289563,1837.986037222014,2142.8307346462298,103.88726775323414,2426.1616709571226
271,2526.1029721857835,1820.176564311152,2135.331362052968,102.96532028192404,2410.323598753427
272,2513.2904215642793,1803.0825585346429,2127.849525862424,101.91745013588556,2394.1338660427455
273,2500.525472152259,1786.9947492499468,2119.308761550098,100.63271128328113,2377.2480496453018
274,2488.1366050870556,1771.5917771693191,2109.2997484182793,99.18018733835365,2359.408080532635
275,2476.3203925616604,1756.2618139711353,2098.144520674288,97.75024995755645,2340.675605641851
276,2464.881100472226,1740.485945751961,2086.7132303001536,96.52678471385317,2321.572974704753
277,2453.183007814408,1724.4776124640687,2075.6239752702168,95.52994484171937,2302.824628679431
278,2440.5884186736535,1708.7461349753394,2065.0385504106243,94.60976017087346,2284.9608451994354
279,2426.859280754296,1693.4738965703611,2054.587252578396,93.48975814046847,2267.900661302673
280,2412.1138037324963,1677.608571186528,2043.6870618731623,92.03638163504604,2250.606991226642
281,2396.7184029418654,1660.1576742659183,2032.0304692052964,90.43415174505581,2232.221355739361
282,2381.091149355185,1641.0686778324502,2019.7508561249065,89.17705650134631,2212.699495625919
283,2365.099186692278,1621.2368283501805,2006.8682920401632,88.55769995668753,2192.372490845012
284,2348.459550129845,1601.5047931944932,1993.3413484891328,88.40892763444201,2171.601026872703
285,2331.0255064983007,1582.1888679318465,1979.181495168185,88.17422179418445,2150.6827458131206
286,2313.0805881652823,1562.934111555557,1964.6568867955882,87.43387386608914,2129.933332430916
287,2294.9953752577053,1543.198942093766,1949.816360672574,86.04331540326015,2109.189571186105
288,2277.2268564031206,1522.7392884420042,1934.5809420204973,84.07920362611169,2088.0083114562885
289,2260.443647581263,1502.2032570436418,1919.1913716519691,81.68425852201774,2066.3558284739493
290,2244.2744280716743,1481.6244909167895,1903.721062307198,79.15868552228022,2044.3655463630716
291,2227.7761937331043,1460.7452113953614,1888.2274649480867,76.92478879922847,2022.4915962645355
292,2210.4341256523126,1439.8508286411543,1873.0272380845772,75.38859955724791,2001.6227598840078
293,2192.3031588028534,1419.2612369217927,1857.9394585345472,74.34834334058671,1981.2510365215787
294,2173.797265038211,1399.0045637714281,1842.4344904090349,73.27033779367609,1959.971066867895
295,2155.469965384556,1378.7199461233843,1825.9842802051269,71.6948952158647,1936.4757779250842
296,2137.7473806038215,1358.6467069483676,1808.8379018545095,69.77769551845208,1911.573964076934
297,2120.0218484181696,1338.9294767673023,1791.1772480443392,67.99479898204633,1886.2338904881567
298,2101.050615303496,1319.6826610457435,1773.0961907987491,66.8333358711744,1860.9583133477051
299,2083.135766544178,1303.2896774097817,1756.9564693873228,66.39224837017504,1838.913556509755
300,2062.479999999999,1285.04,1740.1099999999997,66.43999999999998,1814.4699999999998
301,2034.5499999999995,1258.8299999999995,1718.91,66.47999999999999,1780.5499999999993
302,2016.5228923922725,1240.765584963984,1705.5456895862965,65.97015112074429,1758.11341354204
303,2002.4467492747888,1226.4109224305046,1694.8575737787744,64.81398721914485,1741.112093768092
304,1985.0658761804032,1209.9015378189347,1681.0584525865372,63.10852038114594,1721.6613821693977
305,1966.3743239116657,1193.4157066166072,1665.7869936847208,61.0649921550517,1702.3938776733846
306,1947.09483374472,1177.2952851169562,1649.8574838064014,58.96894999283426,1683.5190093018462
307,1927.0159131726946,1160.6359471870992,1633.3361402050637,57.125163581918564,1663.7170072197341
308,1906.820593990048,1143.3156479563413,1616.6146995133179,55.768284991557266,1643.0808304889365
309,1887.0460630296723,1125.3712889614774,1599.9250371603075,54.979567453445824,1621.9796482727593
310,1867.777174046094,1106.869529082417,1583.2144928295374,54.637120680371204,1600.7120191592996
311,1849.0160099655327,1088.2878407414335,1566.5741013191207,54.41026220666512,1579.3356755804798
312,1830.7253716516375,1070.2857771327735,1550.1702382498677,53.93903212346178,1557.8374184911625
313,1812.8261734910927,1053.4209803097597,1534.1383521139046,53.083298836532066,1536.36046358189
314,1795.0580008626655,1037.8121323613514,1518.4729483627345,51.93683088958063,1515.1973353524268
315,1776.964815096065,1023.0669069506007,1503.0000488466687,50.79945581166294,1494.7129135388466
316,1758.1057398735375,1008.5479770082601,1487.437114863335,49.86947839135348,1474.795627246922
317,1738.2362410466646,993.6969191636624,1471.5553038855046,49.26539189427143,1455.0886079391223
318,1717.592845283239,978.4230309584979,1455.3834880255488,49.02909757130994,1435.175742232915
319,1696.6191271907087,963.0012134513507,1439.0885887562893,49.14571998595677,1414.9705933826308
320,1675.867935302618,947.9393911934284,1422.904532849951,49.52496567302212,1394.724134955885
321,1655.755710399885,933.3762015217123,1406.8749388693004,49.88275947264246,1374.6775250689739
322,1636.5460385452343,919.1128222861739,1390.9788686835093,49.90211813832355,1354.9791544221366
323,1618.2761443661723,904.5448783118063,1375.2207317324353,49.37171050084081,1335.5944699663526
324,1600.803830727773,889.3215427016083,1359.6202255589824,48.32422434770293,1316.518896557832
325,1583.8601455388903,873.4499835409435,1344.253020660007,46.985662415041595,1297.7989715104127
326,1567.1983045065226,857.407620079792,1329.4359704607273,45.53572013201737,1279.4972715077988
327,1550.6524816987783,841.751497220899,1314.9251572827152,44.09463322018523,1261.6400272462085
328,1534.2054478590314,826.8726472102725,1299.475162380618,42.695743256661466,1244.1725670902213
329,1517.9814103294668,812.8601720431589,1285.414115669948,41.27406270433783,1227.0207725750097
330,1502.174657391179,799.5483675729062,1276.6057906189574,39.79225875299954,1210.115059429216
331,1486.857632790541,786.6015559353342,1270.8210734238287,38.65372213665217,1193.4432874739878
332,1471.9411331538797,773.6492333782031,1263.7670530405826,38.03257167854141,1177.00734521858
333,1457.1377570505097,760.3552970089922,1251.187185860383,37.50921638680375,1160.8001353045388
334,1442.3299999999997,746.5399999999996,1234.9799999999998,36.78999999999999,1144.7599999999998
335,1427.5871978370722,732.2045451971649,1219.9817823079234,35.84025108235926,1128.824928733569
336,1413.2102680100284,717.6602028881665,1206.141986881175,35.1574273166363,1113.0780687787521
337,1399.3445445608124,703.3173868601234,1192.7447678580181,34.98217553015572,1097.7060511587856
338,1385.7920741646424,689.5873846428071,1179.9105505061439,34.9826945315575,1082.957092979654
339,1372.0589967308977,676.5530875674162,1167.6046934060134,34.8567317787476,1068.692572338093
340,1357.5747382777474,664.0393092461006,1155.6893390353844,34.43203104953893,1054.587725592068
341,1342.0585307122433,651.6566205130955,1144.1210432112725,33.82878600444588,1040.4562165530742
342,1325.5613468083466,639.1434082800866,1132.7012938118003,33.21060554314976,1025.3730161912572
343,1308.4869525957756,626.4893753479064,1121.0163610738073,32.69242084128116,1008.0370555508548
344,1291.2752987636882,613.9156601259718,1108.7621724693238,32.184109086350475,992.5496042633025
345,1274.2367561310919,601.6828705835238,1095.7780603393837,31.547104375716135,983.2182251924115
346,1257.2738442474902,589.8353413147487,1082.1383679078942,30.813422026764403,976.6127225728986
347,1240.11761275699,578.2758955050317,1067.946797561834,30.16947893669734,967.7789299809195
348,1222.432062734929,566.813512162179,1053.302015867126,29.91079771279475,952.6394378529915
349,1204.1937187987364,555.4162249911602,1038.383240330071,30.10683242448127,934.3413193174539
350,1185.5451748674088,544.1380992387593,1023.4354250741732,30.60897101137934,917.2293579163063
351,1166.6858929122502,533.0628494768699,1008.7659934915218,30.98233976101533,900.4564662436485
352,1147.7376712250318,522.2480723332958,994.3963624202446,30.8797620036227,883.4862292023356
353,1128.7590994268744,511.71875782327646,980.0192315370023,30.155108596688727,866.8132760073265
354,1109.9560751978497,501.4883344274563,965.121244995373,29.091663280124305,850.2708109607295
355,1091.5725911044326,491.5836466092186,949.3574727668006,28.124801251212656,833.4573635948832
356,1073.7907768610232,482.0647460526326,932.9431186105384,27.640571322541383,816.0886719437328
357,1056.4966334070261,472.89302404736554,916.4599505144365,27.628676897640155,798.3352233667731
358,1039.3295387465319,463.95561174393686,900.6482746589122,27.737541583749344,780.7475981998413
359,1021.963856835145,455.22521106528626,885.7223664360523,27.622582951373282,763.8446515708296
360,1004.2749865393498,446.34552652455415,871.4933638955308,27.112405494589805,747.8509226425359
361,986.5063713590208,436.4424864911196,857.3585073200182,26.35872215182403,732.4533937177365
362,969.0194295413596,427.27093480288596,842.9773678544134,25.521573571658966,717.3697368339964
