bp,E1: JW_1,E2: JW_2,E3: JW_3,E4: JW_4,E5: JW_5,E6: JW_6,E7: JW_7,E8: JW_8,F1: JW_9,F2: JW_10,F3: JW_11,F4: JW_12,F5: JW_13,F6: JW_14,F7: JW_15,F8: JW_16
334,218.94,653.94,79.6,632.69,476.28,358.58,592.31,306.65,94.01,256.69,7.16,486.36,587.72,368.33,575.76,524.98
335,215.131867,645.5148464,78.77802736,626.157853,469.3901375,354.1756921,584.5341963,304.8419741,92.72054291,253.8527445,7.085691061,477.8608357,580.542115,362.0181991,567.556223,516.9059462
336,211.3487919,637.324847,78.09802348,619.6919245,462.3820653,349.7385202,577.0945525,301.753506,91.599242,251.2391179,6.957082995,469.1031742,573.2057287,355.7205472,559.4386154,508.9896862
337,207.8556687,629.3853529,77.51423842,613.0572033,455.4765791,345.1893263,570.0730424,297.2232927,90.63945472,248.2054734,6.739546346,460.5881108,565.7554231,349.3619171,551.5314235,501.2974477
338,204.8059138,621.6101791,76.9001599,605.9753489,449.0208217,340.4502677,563.3985422,292.868201,89.75141532,242.1372815,6.396133933,452.6095051,558.2641833,342.9316502,543.8939869,493.6774036
339,202.1766437,613.8938518,76.0700169,598.3345128,443.1171784,335.5195816,556.8509973,288.9221168,88.8315905,235.1676186,5.990103804,445.1349222,550.7317036,336.4669057,536.5387497,486.0700196
340,199.8330139,606.1216346,74.84784029,590.2011771,437.6298408,330.4585861,550.140332,284.8599685,87.76327773,230.8314922,5.652801857,437.9781198,543.1202637,330.0281864,529.420812,478.5327989
341,197.5975317,598.1718407,73.20210969,581.9086792,432.1259636,325.3896461,543.0178947,280.6576514,86.4011809,227.5231687,5.542140527,431.0552872,535.4193514,323.6698558,522.3835698,471.2985915
342,195.3487712,590.0126044,71.25273555,573.8271124,426.2307096,320.4011969,535.3990276,276.3900308,84.68667185,224.1786536,5.701116336,424.3306015,527.6958667,317.4594166,515.2790827,464.5039842
343,193.0554954,581.7395246,69.27830967,566.263148,419.76023,315.5120367,527.4193918,272.1128595,82.70403681,221.7588309,6.005248278,417.7787296,520.1026958,311.4769835,508.0179517,458.0883467
344,190.738469,573.527531,67.58164409,559.2012668,412.8223481,310.6643958,519.385076,267.8433203,80.73435783,220.167993,6.231511024,411.1786655,512.7351533,305.7484789,500.6522248,451.7841612
345,188.39659,565.5129259,66.44142892,552.43287,405.6560143,305.7572344,511.6063984,263.5628303,79.11688863,218.7604559,6.161654937,404.2554621,505.6061999,300.2284108,493.3001485,445.2878969
346,185.8937054,557.6075371,66.03469551,545.6699929,398.4559052,300.6751376,504.1603744,259.2062518,78.06681856,217.0961298,5.729816096,396.8828214,498.5815574,294.7442297,486.0631859,438.4920884
347,183.0880306,549.6600167,66.25582242,538.7721261,391.2600009,295.4065723,496.89377,254.7701262,77.51333973,214.9827985,5.010641946,389.1654921,491.504849,289.1167814,478.9804482,431.4771995
348,179.8912621,541.5228225,66.67306712,531.8008609,383.942518,290.0692629,489.468458,250.3397938,77.08226394,212.4849704,4.199990067,381.4297529,484.2270482,283.2080708,472.018208,424.4941108
349,176.4474006,533.2584609,66.66439724,524.949597,376.414953,284.8404236,481.7530613,246.0657788,76.36911406,209.8069512,3.445065534,373.9279164,476.610945,277.0426933,465.1019543,417.7784311
350,173.0107538,525.0553332,65.74847942,518.4021703,368.6967216,279.8838532,473.8310964,242.0831164,75.09396861,207.137935,2.832872831,366.8024407,468.5974364,270.7528213,458.1660334,411.4982381
351,169.8463504,517.1740191,64.01948859,512.1754689,361.0296081,275.2635297,466.0821956,238.4141379,73.31888516,204.4802708,2.361150072,360.0125749,460.3228579,264.5606109,451.2122398,405.671359
352,167.0590024,509.6941852,61.96693279,506.2092774,353.6500126,270.9258214,458.8088665,234.9982708,71.28489717,201.7606371,2.049520461,353.4822511,452.1299682,258.6824748,444.2975779,400.1791807
353,164.5712046,502.4823557,60.31599295,500.3992233,346.7310018,266.7175107,452.1383604,231.7117527,69.34427284,198.8777182,1.946833731,347.1306276,444.4955702,253.2861132,437.5079941,394.7865619
354,162.1764113,495.2738393,59.35940729,494.6815117,340.3022044,262.4993509,445.8744228,228.4425856,67.76344228,195.8439173,2.058917874,340.8865518,437.6342451,248.3574461,430.8312183,389.2341954
355,159.6586811,487.8443056,59.03355941,488.9866466,334.3270317,258.1752407,439.7084513,225.1279834,66.68859718,192.7150444,2.332505354,334.6803616,431.460064,243.7513116,424.2176998,383.3375238
356,156.894699,480.1732443,58.87650953,483.1929023,328.7414162,253.7334758,433.3680402,221.8047387,66.07071896,189.5420339,2.622626136,328.4423946,425.4571264,239.1934914,417.6244591,377.0972586
357,153.9141189,472.3944119,58.573666,477.1292186,323.43171,249.2460562,426.7871101,218.5645341,65.72939063,186.350103,2.802036312,322.2001433,419.1845866,234.5165297,411.0623135,370.5661677
358,150.8785251,464.7399952,58.01829102,470.635763,318.2390013,244.8369955,420.0854001,215.5112242,65.39075737,183.1605842,2.790002169,316.0737002,412.4005805,229.6832272,404.5746412,363.8147233
359,147.9953373,457.3719321,57.27153547,463.8149156,312.9780091,240.5680042,413.429974,212.6171909,64.77543549,180.0924909,2.614476015,310.2217291,405.3065459,224.7703473,398.1295064,356.8814455
360,145.4316307,450.3462186,56.41692461,456.9352769,307.5069751,236.4649551,406.9181537,209.7519422,63.71249907,177.2589398,2.375613656,304.7439969,398.2564445,219.8507572,391.6614912,349.8575288
361,143.2390245,443.5569902,55.47509322,450.3964193,301.7907605,232.525594,400.4771407,206.6795397,62.25161978,174.6922358,2.23708847,299.594721,391.5973515,214.917738,385.0956433,342.957778
362,141.3131287,436.8196437,54.45315825,444.3141582,295.8878756,228.7359224,393.9069659,203.2700317,60.58380213,172.3435726,2.273566975,294.6002978,385.4363437,209.9588044,378.4344392,336.4046566
363,139.4310375,429.927731,53.35750033,438.5361113,289.9104753,225.058425,386.9627699,199.5226889,58.96518826,170.1247205,2.445677884,289.5164658,379.6355748,204.9810303,371.7447405,330.3687693
364,137.3324042,422.790168,52.2135764,432.7365894,283.928145,221.3772011,379.5790841,195.6134468,57.5375539,168.0215153,2.530560937,284.1700067,373.7776697,200.0696231,365.1109099,324.8028312
365,134.8686947,415.4443333,51.04871994,426.6856026,277.995373,217.5843876,371.9061291,191.7301353,56.31527813,166.0227637,2.349544929,278.4924532,367.457763,195.2816437,358.6067821,319.572979
366,132.1096289,408.0845074,49.88215245,420.4130173,272.1651958,213.642966,364.3678047,187.9890464,55.1528587,164.0782004,1.904080591,272.5615294,360.458214,190.5828075,352.2799594,314.5090753
367,129.28,400.87,48.71,414.15,266.52,209.75,357.37,184.43,53.88,162.05,1.4,266.52,352.95,185.87,346.17,309.48
368,126.6449439,393.8844991,47.51256408,408.1937166,261.1505351,206.2015964,351.1939072,181.03768,52.36048934,159.7807811,1.124184007,260.5359305,345.3656752,181.0504824,340.3109574,304.390989
369,124.2678463,387.0456805,46.2680059,402.6257944,256.0996665,203.0713817,345.7403799,177.7640939,50.62103069,157.2619554,1.179854748,254.7401128,338.1777028,176.2360332,334.7283194,299.1787403
370,122.1269276,380.2668666,44.99540624,397.3215144,251.3173606,200.1801982,340.7069073,174.535068,48.80329002,154.5375429,1.521097289,249.2127764,331.6700423,171.6257167,329.3688878,293.8482774
371,120.1568179,373.5282981,43.78362846,391.9435832,246.6377553,197.0729335,335.650037,171.2576006,47.15131523,151.6674465,1.948829985,243.9688109,325.8176647,167.4482392,324.0586797,288.4924927
372,118.3655023,366.936654,42.81051215,386.2778591,241.9325868,193.442916,330.3255784,167.9225165,45.83391418,148.644492,2.248615624,238.9753851,320.4160626,163.6895591,318.5449551,283.1868455
373,116.7820584,360.6365927,42.24991666,380.2636432,237.1450967,189.1864975,324.6754857,164.59958,44.90347672,145.4620174,2.229374956,234.1713536,315.1892546,160.1700034,312.589028,277.9499651
374,115.3475575,354.6542749,42.08790281,374.081009,232.3683165,184.5503978,318.8522509,161.4540748,44.18201528,142.2564383,1.789284368,229.4838003,309.9324109,156.6436087,306.1459739,272.6560568
375,113.8375338,348.8981736,42.11286135,367.908541,227.701662,179.8375377,313.023122,158.585269,43.44952156,139.2656758,0.95242122,224.8054769,304.5394738,153.0058481,299.3905566,267.1963722
376,111.9056189,343.1678634,41.92285536,361.8492835,223.1891001,175.3048616,307.303035,155.9615245,42.51682542,136.7886525,0,219.9915813,299.0202726,149.3596823,292.7246805,261.5357479
377,109.7966394,337.3530355,41.23223686,355.9473622,218.682666,171.0222951,301.6921963,153.3869115,41.37965752,134.8585178,0,214.9300842,293.4544981,145.8619197,286.5201643,255.7370797
378,107.58761,331.4461612,39.93436103,350.2343162,213.9707223,166.9824727,296.1252167,150.6421284,40.13893749,133.283425,0,209.608224,287.9311931,142.6253428,281.0012561,249.9037279
379,104.0110805,325.5936485,38.25630872,344.7818169,208.9473823,163.2332515,290.5155247,147.6826109,38.92510723,131.6239348,0,204.255261,282.4729442,139.5685085,276.0202611,244.1167168
380,99.78100498,319.9181974,36.48856861,339.5136071,203.6877299,159.8927397,284.8522005,144.6417842,37.81741631,129.5753754,0,199.1807357,277.127594,136.5194236,271.2755558,238.4716893
381,97.67254285,314.4615783,34.89957603,334.1837777,198.4538695,157.1152424,279.2224398,141.8011982,36.82869563,127.0789353,0,194.6946464,271.988851,133.2591197,266.4059124,233.0847118
382,96.93373448,309.1056882,33.57954668,328.6000136,193.5333255,154.818605,273.7698906,139.3124955,35.9562904,124.3758002,0,190.8111096,267.1730477,129.6810047,261.3263994,228.0643429
383,95.91050488,303.6896319,32.53330799,322.729968,189.1348722,152.748998,268.614726,137.1724542,35.22312305,121.7710249,0,187.3553415,262.7451819,125.8152164,256.137597,223.4612632
384,94.83066056,298.1268576,31.75033923,316.8799459,185.2417565,150.495101,263.7547629,135.1396024,34.72795224,119.3937785,0,184.0158648,258.6110957,121.9090731,251.0859811,219.1873288
385,93.82177666,292.4373341,31.19666441,311.4066514,181.6828463,147.7979638,259.1075512,132.9406877,34.49582709,117.1667842,0,180.6016863,254.5667148,118.2127984,246.2747468,215.1351648
386,92.62872829,286.7325946,30.81010144,306.6058061,178.1869726,144.6161456,254.5378192,130.343814,34.43775078,114.8520182,0,177.0731843,250.3491041,114.9127968,241.6300229,211.2075147
387,91.10397173,281.1043445,30.48358522,302.4084497,174.6006384,141.1622682,249.9611469,127.3409454,34.28629012,112.3238489,0.495891513,173.4494161,245.8585927,111.9912648,237.0103414,207.3534432
388,89.21658827,275.6091953,30.10701325,298.5222888,170.8891733,137.7482027,245.3434199,124.0808891,33.75351181,109.6149006,0.835160637,169.7368855,241.1246826,109.3287074,232.3120778,203.5253271
389,87.09376931,270.2487748,29.60396544,294.4846004,167.1736051,134.682169,240.7174143,120.8639821,32.67143225,107.0018581,0.768452519,165.8710187,236.3185433,106.7584655,227.5719045,199.645112
390,84.99487244,265.0653645,28.94433395,290.0309909,163.5378957,132.0609955,236.1419352,117.9229296,31.14453706,104.6983289,0.3688506,161.8241469,231.5934037,104.1797868,222.9060023,195.6724916
391,83.22915701,260.1313893,28.14881161,285.1635648,159.9960404,129.7656916,231.6893803,115.3713333,29.50670078,102.7896126,0,157.632795,227.0549501,101.5578827,218.4693121,191.6173364
392,81.84848336,255.4530625,27.31458772,280.2716558,156.460218,127.512942,227.4240507,113.097416,28.11385989,101.1238767,0,153.4592829,222.7277187,98.87169403,214.3381828,187.5618102
393,80.71640869,250.9273195,26.57924363,275.5904159,152.8609707,125.077998,223.2982137,110.9295315,27.19688043,99.5001612,0,149.4712313,218.5792915,96.14686504,210.4838072,183.5967701
394,79.509932,246.2888846,26.09966892,270.8517094,149.2373116,122.4650445,219.1000945,108.7263331,26.72692125,97.78511375,0,145.7620215,214.5176605,93.49527078,206.7269533,179.7836508
395,78.02345317,241.3471812,25.88561173,266.4177402,145.746751,119.873153,215.3193902,106.3642906,26.54569128,95.99882167,0,142.3711069,210.427547,91.08096279,202.8962067,176.1833022
396,76.20521876,236.0132781,25.83112341,262.4129116,142.5549904,117.5595084,212.3126013,103.8805803,26.44007039,94.25015632,0,139.2800987,206.1720647,89.04756637,198.8463903,172.8130473
397,74.22171846,230.3407553,25.82845386,255.4471985,139.4886035,115.4489196,207.2785495,102.0008908,26.29987765,92.53955097,0,136.3676384,201.5787357,87.29371819,194.4691114,169.4815353
398,72.37536993,224.7883866,25.80061531,245.6363476,136.5084329,113.5247181,199.9296977,101.1016726,26.09132336,90.92939055,0,133.7226165,196.9229425,85.76532657,190.0385436,166.2211776
399,71.02952774,220.2497092,25.7062677,240.0262142,133.8466076,111.9368496,195.2165077,100.593209,25.85667688,89.57906519,0,131.7086377,193.0468303,84.52668171,186.2896077,163.3895225
400,69.77,215.39,25.31,236.8,130.22,109.64,191.17,99.4,25.62,87.88,0,129.08,188.24,82.63,181.89,159.43
401,68.05,209,24.52,230.59,124.85,105.8,183.75,96.93,25.42,85.4,0,124.64,180.93,79.38,175.69,153.27
402,66.54877574,204.787131,24.08263689,225.5718293,121.5143338,102.7035306,178.3660866,94.7911813,25.327575,83.79186755,0,120.7576725,175.302158,76.98271075,171.3182438,149.2563233
403,64.92137781,201.3146697,23.94228975,220.751283,119.0908874,99.7247263,174.0613302,92.22592051,25.07112489,82.54988032,0,116.8053454,170.1716186,75.11813818,167.4552322,146.4944459
404,63.06471629,197.4539557,23.83652224,215.4620756,116.4150429,96.42591021,169.7923017,88.93512151,24.43510027,81.10136652,0.075697611,112.5034808,164.8611143,73.37549447,163.1089714,143.8531679
405,61.32165359,193.6056821,23.55027484,210.7898593,113.6600842,93.28709427,166.1705736,85.6530229,23.37608915,79.45279101,0,108.6306005,160.4362848,71.87656817,158.8347051,141.3331223
406,59.74695219,189.3285767,22.85690142,206.6817454,110.7814642,90.36367284,162.6856018,82.84661423,21.97108005,77.60612609,0,105.3678892,156.8658292,70.24624584,154.5134034,138.233401
407,58.30889544,184.4112973,21.76076649,202.8020321,107.9941724,87.76568605,158.9099194,80.74925869,20.4082987,75.74907838,0,102.7155296,153.8398479,68.28134728,150.2395123,134.3121185
408,56.94261047,179.0485542,20.49975628,198.8544528,105.5792195,85.63508156,154.7352912,79.29475541,18.92936217,74.05649993,0,100.5348237,150.9965351,66.04446928,146.2804094,129.8551067
409,55.56773513,173.7169739,19.45708271,194.7522175,103.4431843,83.93489665,150.3140559,78.01032465,17.73825146,72.35819182,0,98.47413817,147.9877147,63.77403174,142.686343,125.3655477
410,54.25202116,168.9572208,18.9210746,190.7187983,101.3936677,82.48244576,146.1310467,76.42627713,16.9090098,70.50985143,0,96.31081426,144.8782497,61.79123282,139.2201737,121.257072
411,53.1318792,165.0916433,18.96343485,187.0593083,99.28081865,81.06649147,142.716411,74.34973143,16.36145296,68.51143497,0,94.0235883,141.9401284,60.32179755,135.5632761,117.7363884
412,52.2634216,161.9506183,19.35813126,183.8815404,97.06844834,79.56019213,140.2814434,72.05271172,15.87661053,66.5249991,0.118156137,91.77611957,139.3586657,59.30193254,131.5504198,114.7173494
413,51.34505862,158.9529355,19.77924886,180.9035179,94.63180853,77.92062111,138.3804587,69.88956602,15.37006632,64.517889,0.998637303,89.56439278,137.0311178,58.31391294,127.280293,111.8878617
414,49.99848504,155.6005485,20.00042306,177.7865204,91.88932834,76.16881554,136.3040228,68.04099891,14.93883991,62.43949137,1.266523407,87.28624192,134.8481092,56.92943931,123.0935732,109.0266051
415,48.05372472,151.7890106,20.01100296,174.3865017,88.92304787,74.37387329,133.4448307,66.39098843,14.83121225,60.37909588,1.205639529,84.83719385,132.8273494,54.99525776,119.4775452,106.2161192
416,45.85244298,147.6228256,19.93549819,170.7708327,85.9980733,72.61749032,129.6725602,64.71597857,15.19028223,58.57417431,1.138652821,82.22295418,130.7443083,52.79652409,116.6462272,103.7740839
417,43.89665294,143.1857707,19.83140766,167.0475132,83.37408783,70.99518069,125.2751523,62.95745217,15.96101473,57.19158492,1.208837421,79.55628017,128.150569,50.68967384,114.5285437,101.9351522
418,42.55974475,138.4860965,19.60483138,163.2530367,81.16099752,69.58052047,120.7845577,61.26014143,16.87331809,56.19935728,1.297654552,77.0003418,124.573809,48.85989615,112.7870978,100.6317052
419,41.72275546,133.624619,19.0637951,159.2620952,79.15800974,68.29930383,116.4900445,59.67382533,17.53628907,55.31639055,1.105463753,74.59258357,120.1198904,47.13010001,110.8991178,99.30533059
420,41.07275627,128.9971447,18.20330836,155.0502065,77.12203249,66.93531407,112.4774792,58.17683481,17.64547087,54.32493549,0.529696095,72.33716976,115.3422777,45.29506358,108.4903274,97.48001918
421,40.29534443,125.1769252,17.23225651,150.7874416,74.89160447,65.20870063,108.7191613,56.74211274,17.10307023,53.1994585,0,70.22525148,110.9324867,43.25305529,105.4739345,95.03761009
422,39.28501849,122.4685635,16.40610202,146.8328886,72.46547341,62.96047355,105.2279367,55.44696554,16.13760666,52.15552423,0,68.20144819,107.1170076,41.04402303,102.1164368,92.38530217
423,38.13524255,120.6578509,15.77885351,143.3699671,69.94744023,60.26949791,102.0147417,54.26306673,15.05037625,51.3788148,0,66.15530374,103.7176886,38.70897152,98.75603377,89.8072468
424,37.06781778,119.1854767,15.20898122,140.3426976,67.5110088,57.45502153,99.11047427,53.07229153,14.07933215,50.90105991,0,64.00428545,100.4565305,36.36347344,95.68283494,87.36391196
425,36.31791237,117.4981124,14.46991696,137.4986683,65.35169502,55.01768286,96.60461199,51.78326422,13.28190815,50.51066901,0,61.82009611,97.36682279,34.35340438,93.03656271,84.98552288
426,35.91776024,115.238828,13.51474154,134.6684266,63.48640199,53.19539463,94.47964845,50.48486953,12.60757865,49.94975893,0,59.70180824,94.47472672,32.99593227,90.66686561,82.68698621
427,35.72018618,112.2997611,12.46878815,131.8329654,61.8229571,51.94422384,92.6094376,49.3528003,11.9422478,49.03203016,0,57.68113209,91.68023984,32.31789346,88.27310854,80.54966546
428,35.46792305,108.8633393,11.56870092,129.1135832,60.26048181,50.99995005,90.79748233,48.50854293,11.14839976,47.72904607,0,55.66800187,88.73837286,31.85267636,85.61016466,78.6442892
429,34.95732509,105.3236411,11.00502945,126.4507261,58.68607593,50.08704207,88.91844791,47.88016997,10.16180019,46.08994995,0,53.66330496,85.67652099,31.08738561,82.79177828,76.86996233
430,34.0957366,102.04618,10.79185014,123.5868695,56.98718624,49.01335566,86.92596452,47.24248867,9.036084357,44.21456761,0,51.82446761,82.77559933,29.86129102,80.12362101,75.01137885
431,32.93102452,99.18695047,10.7051521,120.1886143,55.10464474,47.72960849,84.86177585,46.30574617,7.963825386,42.25386314,0,50.43790357,80.47116504,28.56519109,77.90356288,72.84962623
432,31.62005289,96.66716525,10.4544941,116.4130639,53.23771153,46.33759518,82.9055055,44.98737479,7.2142446,40.44952727,0,49.58739768,79.04338664,27.72759803,76.13899032,70.45032877
433,30.29904905,94.25410573,9.919403223,112.7042673,51.66956533,44.9601734,81.1876742,43.40855676,6.92222771,38.95960492,0,49.00922845,78.33633433,27.51018263,74.56884789,68.01135306
434,29.01341364,91.67770331,9.250761217,109.5973072,50.5835958,43.65163136,79.68151044,41.83287431,7.007559818,37.77026483,0,48.16436486,77.71447079,27.56590389,72.79371826,65.73148221
435,27.70730926,88.90580737,8.799976123,107.4493235,49.76525788,42.32647566,78.18128755,40.47762822,7.275237846,36.72025558,0,46.73808548,76.43088199,27.43173941,70.67692532,63.65802834
436,26.38136211,86.10669808,8.793111677,106.2602993,48.8328701,41.01494103,76.53626369,39.44755835,7.486456918,35.66484905,0,44.74993071,74.16890964,26.93197684,68.38452894,61.74842728
437,25.16034712,83.51365599,9.195427178,105.6367643,47.45846022,39.90288155,74.71719109,38.7217271,7.408782638,34.54542483,0,42.50452866,71.19638269,26.23197541,66.26661189,59.91714969
438,24.30499299,81.14229823,9.677240222,104.8832759,45.69961962,39.17892509,72.76689552,38.17867016,6.893552624,33.41723592,0,40.38871326,68.24039132,25.61211778,64.53314216,58.09591166
439,23.97667202,78.97867453,9.87956463,103.4731901,43.92369849,38.76713241,70.71647241,37.71159546,5.986127442,32.41434763,0,38.81473057,65.85072421,25.20145379,63.15979578,56.29329291
440,24.12192977,77.02816735,9.602537076,101.2717754,42.56776926,38.35707066,68.5636478,37.21561304,4.952307298,31.618457,0,38.05468166,64.11211267,24.90661959,61.92001922,54.55062115
441,24.39212851,75.30893199,9.003769025,98.69710654,41.76670195,37.58998411,66.29104993,36.52457001,4.250223796,30.86179504,0,37.96943044,62.46669877,24.41106109,60.50120837,52.84702229
442,24.44830828,73.80752618,8.390510027,96.24978018,41.32874234,36.42116855,64.08194144,35.49621826,4.111282911,29.89495468,0,38.04619623,60.45810062,23.42656102,58.89911183,51.13517379
443,24.13528373,72.44654969,8.02230022,94.17216539,40.90411886,35.06205828,62.2256891,34.07700314,4.438102439,28.64296962,0,37.69321827,58.00769149,21.8856212,57.32675669,49.31991078
444,23.59684203,71.05892848,7.929111205,92.19303778,40.19085454,33.81808273,60.93779624,32.37275729,4.810694975,27.42400174,0,36.59185771,55.55445188,20.10147989,55.99669915,47.26363846
445,23.00381001,69.44820906,7.960049158,89.97560866,39.08154531,32.79774438,60.12817551,30.68425767,4.947030556,26.53653223,0,34.8736574,53.65733408,18.54951561,54.79141868,45.08524759
446,22.43515429,67.467552,7.933621082,87.42212873,37.64890822,31.92386751,59.47685795,29.31527296,4.807591494,26.0022808,0,32.9254885,52.64909795,17.55734547,53.47752765,43.13117978
447,21.83187987,65.08782026,7.752654659,84.82192546,36.11347565,31.01648643,58.56345247,28.38377548,4.585349942,25.47573085,0,31.1810341,52.39022834,17.09209683,51.93423512,41.84272303
448,21.14840696,62.42725194,7.414178784,82.47674823,34.72153624,30.10000827,57.20403122,27.67628014,4.355835794,24.75307706,0,29.82644387,52.34550717,16.91162145,50.30771387,41.25386956
449,20.40931192,59.77017017,6.959782646,80.54847518,33.60880259,29.29764103,55.42722481,26.90545441,4.074191715,23.88381982,0,28.83460753,51.9127658,16.79494065,48.75942868,41.09393165
450,19.69353035,57.51739705,6.453463957,78.99371407,32.71396867,28.70549026,53.40972416,25.91207906,3.629848009,23.10275826,0,28.03971661,50.68008583,16.64034022,47.30545872,40.93387451
451,18.9805887,55.92990912,5.990963066,77.58746923,31.75063882,28.19145079,51.30926672,24.8666369,3.010227478,22.40982546,0,27.33213316,48.73384554,16.39108885,45.76998022,40.48590563
452,18.20692349,54.98091281,5.692950159,75.98710212,30.56912674,27.63648922,49.31514264,23.99046952,2.301920526,21.71041961,0,26.67488226,46.45954885,16.03387837,44.0914035,39.5950306
453,17.35295649,54.35686497,5.638553459,73.86356288,29.29658013,27.01971615,47.63923901,23.44142206,1.689184036,20.97293483,0.002393526,26.06413334,44.32934028,15.59023869,42.40628649,38.2511266
454,16.59868147,53.6124771,5.70117051,71.19972539,28.32363633,26.38709459,46.41878793,23.28118993,1.44439699,20.46231076,0,25.42487706,42.54461708,15.08578532,40.94995346,36.64438281
455,16.09088117,52.48957692,5.699619651,68.30984226,27.8189608,25.71804399,45.55940785,23.29788661,1.702215289,20.32256547,0,24.71319744,41.0963213,14.49636323,39.7674917,35.06892621
456,15.86170681,50.99986641,5.516341789,65.68582025,27.62582984,24.96775638,44.79670652,23.2528837,2.369286348,20.44141833,0,23.95952311,39.88362728,13.79583431,38.7231029,33.79746796
457,15.80302578,49.42014176,5.221745278,63.70132919,27.32246147,24.19561827,43.87965871,23.3495326,3.079926217,20.42603193,0,23.28209363,38.8719874,13.0670066,37.65432254,32.90085033
458,15.83089491,47.98593364,4.868100771,62.30956424,26.65692387,23.43285807,42.69509886,23.51886854,3.538221091,19.98809121,0,22.67951447,37.97695655,12.46951173,36.51473789,32.27634667
459,15.91758428,46.79659585,4.447958893,61.21259839,25.63197667,22.61018654,41.24815204,23.46266849,3.641903342,19.08599219,0,22.06741115,37.10764803,12.1211213,35.35255031,31.74849377
460,16.07535416,45.76770897,3.911863733,60.13281643,24.49704163,21.52881147,39.62321577,22.89331359,3.542794761,17.99390906,0,21.38238758,36.24889007,11.96595268,34.23846937,31.18091917
461,16.18966511,44.72154273,3.355283577,58.96912511,23.45702159,20.15978207,37.98071606,21.80673721,3.397953753,16.97618465,0,20.71437381,35.45695533,11.86430746,33.09181312,30.50802817
462,16.04911344,43.52339137,2.904972105,57.65820131,22.5678579,18.71546655,36.52756494,20.42194596,3.221225863,16.1730732,0,20.1773626,34.82477181,11.70129991,31.79906203,29.67455357
463,15.4386503,42.19828742,2.588463198,56.0806282,21.71918824,17.62691753,35.47060877,19.06511542,2.825021416,15.57094057,0,19.77543851,34.40381703,11.4628075,30.35324804,28.59873542
464,14.43357529,40.96533165,2.271791386,54.28311689,20.89566653,17.18064984,34.87782873,17.90466431,2.09434915,15.20725393,0,19.35901892,33.9367868,11.19046243,28.95270848,27.270401
465,13.30365459,40.00766678,1.848659491,52.49831532,20.15037941,17.39182467,34.60387847,16.91768231,1.128332966,15.15181808,0,18.77258392,33.36943576,10.9077858,27.86034567,25.78930288
466,12.36800148,39.32874365,1.368712091,51.0785339,19.55160362,17.94651376,34.31810729,15.95305056,0.266163286,15.43499778,0,17.96548771,32.67611712,10.59965471,27.10445623,24.363395
467,11.68182229,38.73358839,1.079520624,50.20485117,19.08602064,18.25012353,33.79326234,15.02334218,0,15.8551709,0,17.07464437,30.09673198,10.28981282,25.73589708,23.21654621
468,11.10162646,38.01510435,1.147486127,49.74868684,18.70952494,18.02685187,33.02520211,14.22947406,0.082953259,16.08014483,0,16.25774542,26.49590101,9.980413564,24.1701733,22.52721359
469,10.45054956,37.07407259,1.550192066,49.34550569,18.39789198,17.40707739,32.18537316,13.68331237,0.660759717,15.7683362,0,15.60530251,24.86804889,9.626837882,23.89719361,22.31468228
470,9.876586978,36.03880413,2.095882794,48.73610737,18.19803672,16.51529207,31.37451421,13.3996182,1.274676749,14.79224045,0,15.09117885,24.25031574,9.151456842,24.15985407,22.20968528
471,9.690744916,35.08561706,2.604522323,47.85151569,17.78900793,15.47051303,30.55720122,13.34334231,1.68385959,13.39750007,0,14.68703502,24.13343606,8.632459684,24.35971664,21.97264064
472,10.13264966,34.31145624,2.997712637,46.75806756,16.83418382,14.41503994,29.62739567,13.45056628,1.81837619,12.07173043,0,14.38754764,24.85858038,8.269408013,24.40227075,21.55609648
473,11.01753375,33.59239237,3.362593259,45.52006688,15.84280908,13.54665999,28.56548123,13.62858216,1.789083761,11.19508137,0,14.1830439,25.89831351,8.197598974,24.01260441,20.95187728
474,11.86392469,32.69211021,3.755523187,44.21445094,15.34942233,12.96163236,27.46243253,13.64393722,1.71623609,10.79641662,0,13.91663066,26.64570396,8.271823334,23.14456502,20.28472553
475,12.17893759,31.41738529,4.141452672,42.92248875,15.59591353,12.63548534,26.43805351,13.22886522,1.674490526,10.64002364,0,13.40813931,26.6965601,8.18728536,21.99865772,19.68400382
476,11.80687738,29.81126867,4.386496411,41.71141521,16.33149941,12.44287575,25.52803351,12.27310799,1.667658633,10.41562686,0,12.6683675,25.99388844,7.716754027,20.91534978,19.10710288
477,10.99442225,28.25467493,4.470927449,40.61458833,16.95825662,12.26262619,24.67081343,11.00136785,1.669095441,10.01743557,0,11.99717897,24.67852798,6.972677695,20.09546408,18.49748046
478,10.17341309,27.17336621,4.483817764,39.63653422,16.95753041,12.01677711,23.79338967,9.793066618,1.647127593,9.531198567,0,11.69109669,22.99461607,6.237895564,19.51732718,17.91436818
479,9.715551051,26.72596075,4.561298457,38.76993559,16.24548674,11.70339963,22.87845525,8.960547246,1.580952644,9.175266644,0,11.76643551,21.23037172,5.740890999,18.94219168,17.57848499
480,9.610731246,26.6232844,4.66651489,38.06615501,15.0257743,11.42917872,21.89839753,8.476954704,1.454546437,9.126181659,0,11.99671647,19.68953355,5.367016556,18.29822663,17.51031668
