bp,E1: JW_1,E2: JW_2,E3: JW_3,E4: JW_4,E5: JW_5,E6: JW_6,E7: JW_7,E8: JW_8,F1: JW_9,F2: JW_10,F3: JW_11,F4: JW_12,F5: JW_13,F6: JW_14,F7: JW_15,F8: JW_16
190,433.4671183,1184.945855,148.9312604,962.6260482,1139.69121,830.5974162,1052.398354,545.6587839,220.8108717,389.0252148,51.9750678,1037.55285,921.7943316,1052.431827,977.4188986,896.6437396
191,434.6345556,1191.658341,149.1081549,967.7054608,1145.067604,833.1753974,1058.548989,548.2853018,221.6219697,391.9214783,51.64366135,1044.270733,929.9138293,1057.887818,985.035268,902.7738802
192,436.1252338,1198.667284,148.8707777,972.751137,1149.84582,835.636943,1064.747848,551.0345454,222.2178995,394.8735869,51.15749647,1051.208197,937.4082022,1063.520942,992.8798484,909.0602013
193,437.9594577,1206.148081,148.5445004,978.1230602,1154.050844,838.0702747,1070.834935,554.0624107,222.4919896,397.5617902,50.51901686,1058.059619,944.2006754,1068.858947,1000.388055,915.8415986
194,439.9649057,1213.785282,148.3840652,983.9116476,1157.952763,840.7215942,1076.856939,557.2426679,222.5602975,399.8270701,49.86628734,1064.433695,950.5782673,1073.665769,1007.167965,923.1923971
195,441.9299813,1221.09554,148.5248119,990.0378517,1161.884269,843.8170123,1082.922453,560.399557,222.6509201,401.7187272,49.3084537,1070.113732,956.9333239,1078.023902,1013.114294,930.8482093
196,443.7184689,1227.6896,148.9626892,996.32984,1166.112583,847.4226745,1089.10388,563.4742935,223.0197928,403.537447,48.80614464,1075.273758,963.5902296,1082.393976,1018.525554,938.1648001
197,445.3807185,1233.783405,149.8236134,1002.854944,1170.783023,851.4401618,1095.476129,566.5449877,223.7677459,405.552452,48.26855156,1080.425677,970.7729941,1087.122828,1023.996551,944.8301375
198,446.9850322,1239.597004,151.1812336,1009.488379,1175.681944,855.5232717,1101.825456,569.572024,224.7918065,407.7998909,47.65779323,1085.819327,978.2144855,1092.132422,1029.7969,950.6412904
199,448.4072106,1244.610936,152.7845127,1015.352432,1179.942345,858.9714108,1107.286154,572.0814142,225.7418568,409.8266977,47.14330176,1090.693554,984.6730864,1096.536758,1035.127229,955.2499875
200,450.05,1250.87,154.91,1021.73,1184.62,862.29,1112.93,574.67,227.08,411.77,47.13,1096.43,991.82,1100.71,1042.05,960.53
201,452.24,1260.17,157.57,1029.78,1190.89,866.14,1119.82,578.15,229.41,413.93,47.82,1104.28,1001.44,1105.23,1052.36,968.2
202,453.7445336,1266.767182,158.6398549,1034.791294,1195.229626,868.5701431,1124.084134,581.1551852,231.5578591,415.561143,48.20513043,1109.417078,1008.049305,1108.03559,1059.431936,973.8986577
203,455.1745814,1271.946823,158.631521,1038.852842,1198.811465,870.580443,1127.678654,584.5785551,233.7295278,417.6122364,48.01431917,1113.405632,1013.656248,1110.758414,1064.811455,979.234336
204,456.8860056,1276.808122,158.123459,1043.634358,1202.421725,872.8049679,1132.120871,588.640399,235.7802581,420.5354073,47.48782836,1117.649134,1019.942805,1114.290834,1070.073932,985.4399476
205,458.5148271,1280.791223,157.22179,1048.697285,1205.46678,874.9572962,1137.007878,592.4741903,236.994914,423.9101692,47.01308817,1121.783478,1026.406344,1117.986221,1074.855449,991.8658513
206,459.7024525,1284.642279,156.5012128,1053.824915,1208.04182,877.2591971,1141.985744,595.5428593,237.0656896,427.2742879,46.8034934,1125.768552,1032.973294,1121.366097,1079.655197,998.1681694
207,460.3498542,1289.043055,156.3808739,1058.595067,1210.269022,879.8722454,1146.503975,597.8554211,236.2565925,430.283008,46.61711347,1129.172115,1039.303305,1124.23372,1084.669859,1004.233575
208,460.6237031,1294.052213,156.9247962,1062.669883,1212.179013,882.6570808,1150.137635,599.7770615,235.192841,432.7000868,46.13926318,1131.757633,1045.029213,1126.592346,1089.750049,1010.068154
209,460.8766705,1298.971877,157.7965959,1066.213282,1213.761663,885.1051158,1153.009463,601.7529295,234.5579728,434.3897707,45.41045018,1134.111616,1050.189252,1128.514757,1094.659816,1015.684343
210,461.2799929,1303.618148,158.6527904,1069.791073,1215.151586,886.8778927,1155.730163,603.9128667,234.6126479,435.4297948,44.60379144,1136.513719,1055.244471,1129.864389,1099.484068,1020.897633
211,461.8452464,1307.488874,159.3354069,1073.73675,1216.532588,888.0121044,1158.752617,606.1429492,234.8360254,436.0952068,44.3518389,1140.499673,1060.396721,1130.481563,1104.299202,1025.38153
212,462.495701,1309.71648,159.9323641,1077.855281,1218.057929,888.9109656,1162.032243,608.2436623,234.2858835,436.7849482,45.4000946,1147.677684,1065.315017,1130.399373,1108.961377,1028.868121
213,463.2002325,1311.194722,160.6200484,1081.832282,1219.812603,889.9011415,1165.298408,610.2742319,233.6862441,437.7708448,46.54181478,1151.840345,1069.770488,1130.109662,1113.217095,1031.712949
214,463.8025333,1313.556463,161.5212088,1085.533298,1221.674075,891.0207019,1168.354498,612.278142,233.480379,439.051581,47.15542015,1152.191519,1073.802096,1130.087809,1116.944606,1034.518195
215,464.0562101,1317.727211,162.6409343,1089.066496,1223.313786,892.083748,1171.171531,614.1928273,233.3955821,440.4459064,47.55035992,1153.479865,1077.671817,1130.545519,1120.263775,1037.828067
216,463.8674665,1321.918493,163.831809,1092.670637,1224.346854,892.9777105,1173.843874,615.9172369,233.2113961,441.9032699,47.57613334,1155.240075,1081.626713,1131.300357,1123.544779,1041.761942
217,463.4312679,1325.206365,164.8249998,1096.361729,1224.695533,893.662853,1176.303421,617.5867661,232.9249021,443.4020823,47.26322477,1156.638174,1085.488635,1132.029666,1126.866638,1045.803841
218,463.0198849,1327.602217,165.3813433,1099.956653,1224.664097,894.1656742,1178.468676,619.2081317,232.6449784,444.8693424,46.84196,1157.493881,1088.938771,1132.395745,1130.057205,1049.246292
219,462.6659984,1329.1558,165.4853211,1103.201789,1224.851922,894.5635858,1180.512486,620.2642165,232.3957966,446.1438125,46.55785202,1158.058159,1092.011078,1132.155068,1132.915701,1051.857577
220,462.1328661,1330.282594,165.3598924,1105.818943,1225.434202,894.8814242,1182.765935,620.935811,231.9528365,447.2404436,46.57876408,1158.824028,1095.136922,1131.318744,1135.378397,1054.120655
221,461.285602,1331.558789,165.2865152,1107.791397,1226.173351,895.0563449,1185.489398,621.8013115,231.1067129,448.2998988,46.86986402,1159.96353,1098.827148,1130.162925,1137.599294,1056.639591
222,460.3312603,1333.441532,165.4336109,1109.514675,1226.596285,894.9301383,1188.662562,623.2628184,229.9166672,449.4553483,47.13412048,1161.018243,1103.316876,1129.155126,1139.918887,1059.596297
223,459.5901917,1335.863117,165.7015526,1111.455604,1226.479546,894.3076112,1191.810058,624.5832344,228.8460085,450.526768,46.97980747,1161.419537,1108.085843,1128.602878,1142.485719,1062.459465
224,459.1891821,1338.472077,165.8717622,1113.810947,1225.803467,893.0900229,1194.440822,625.2341494,228.3009807,451.3037498,46.185728,1161.033714,1112.383627,1128.38101,1145.197602,1064.846419
225,459.0190613,1340.849273,165.7637751,1116.428381,1224.655901,891.3774682,1196.305965,625.3285669,228.3767,451.7743635,44.84000116,1160.27201,1115.580406,1127.963811,1147.762054,1066.855052
226,458.9720358,1342.775195,165.4593071,1118.994965,1223.082823,889.5756711,1197.547221,625.0855145,228.7579846,452.3514561,43.39933629,1159.747539,1117.455957,1126.838552,1149.911811,1068.871606
227,459.0726343,1344.329344,165.1453343,1121.473259,1221.193699,888.1114619,1198.513588,624.8041736,229.1332218,453.4616204,42.39124647,1159.645013,1118.309875,1124.990042,1151.671906,1071.06282
228,459.3892268,1345.674875,164.9622304,1123.991692,1219.176103,887.2166829,1199.524873,624.7321942,229.3951866,455.2332458,42.187755,1159.710961,1118.789647,1122.843887,1153.246174,1073.300533
229,459.8652861,1346.700662,164.862162,1126.494446,1217.252819,886.7306063,1200.597175,624.8787052,229.7711163,457.2082816,42.7541105,1159.522442,1119.566562,1120.930809,1154.747386,1075.275444
230,460.4798135,1347.143974,164.8669346,1128.696096,1215.483447,886.422855,1201.624975,625.2433089,230.5957325,458.7855353,43.60418815,1158.971728,1120.997641,1119.195654,1156.239273,1076.866783
231,461.307247,1346.876979,165.0644162,1130.294494,1213.821844,886.136903,1202.462619,625.8732711,232.1551801,459.5898775,44.15215064,1158.224929,1123.033688,1117.242311,1157.766558,1078.071651
232,462.5394898,1346.128158,165.5281279,1131.202326,1212.189664,885.8066091,1202.957326,626.8245349,234.5618707,459.7100868,44.07354166,1157.579315,1125.219732,1114.699999,1159.3641,1078.894632
233,464.4042155,1345.300054,166.1095512,1131.698466,1210.473546,885.1080032,1202.911035,627.868101,237.6859791,459.4318431,43.50238771,1157.185336,1127.059751,1111.549237,1161.009778,1079.356116
234,467.11,1344.55,166.57,1132.14,1208.53,883.68,1202.2,628.63,241.17,458.95,42.68,1156.96,1128.31,1108.04,1162.57,1079.51
235,470.777698,1343.65617,166.7415828,1132.742951,1206.232307,881.4099375,1200.91917,628.8182282,244.5236331,458.2817201,41.77329666,1156.5635,1129.083966,1104.596955,1163.805575,1079.474656
236,475.3031448,1342.323018,166.7774673,1133.395735,1203.611044,878.8734608,1199.590623,628.6542883,247.4276957,457.4500672,40.91329473,1155.480968,1129.700852,1101.653085,1164.494691,1079.488989
237,480.3747063,1340.581574,166.9109645,1133.820015,1200.787114,876.6952026,1198.63558,628.5178212,249.854766,456.6627312,40.26456317,1153.479237,1130.320194,1099.260699,1164.526097,1079.753456
238,485.5031639,1338.768796,167.2650043,1133.75225,1197.873802,875.1080993,1198.119973,628.617922,251.9683649,456.2609768,39.96987508,1150.800127,1130.890769,1096.977853,1163.93776,1080.284947
239,490.0995221,1337.252986,167.6598912,1133.173603,1194.827499,873.5594276,1197.615859,628.6420849,253.8831904,456.5078755,40.00156781,1148.208804,1131.277392,1093.923292,1162.936504,1080.747429
240,493.9512275,1336.114685,167.8430494,1132.197315,1191.370004,871.4118414,1196.668997,628.2900776,255.6248384,457.3373461,40.13833381,1146.178933,1131.533488,1089.570781,1161.76008,1080.669887
241,497.1332374,1335.160799,167.6695839,1131.007862,1187.280325,868.4149815,1195.106729,627.5604268,257.1487544,458.4501313,40.15362654,1144.721235,1131.791711,1084.140244,1160.537572,1079.691532
242,499.8069052,1334.001564,167.2324664,1129.808096,1182.670912,864.9832256,1193.211366,626.86971,258.3824458,459.4782411,40.01367277,1143.402492,1132.076818,1078.723577,1159.156022,1077.784679
243,502.0377255,1332.187819,166.7042885,1128.704511,1177.623841,861.4898387,1191.203997,626.4384825,259.347611,460.1636828,39.81187431,1141.79423,1132.206058,1074.089274,1157.268502,1075.210971
244,503.7455721,1329.531349,166.1446859,1127.690151,1172.276642,858.1402918,1189.163001,626.1999118,260.0210361,460.3446717,39.59957293,1139.675116,1132.023952,1070.394099,1154.695076,1072.400132
245,504.7523,1326.274899,165.453593,1126.66995,1166.86565,854.9645994,1187.03755,625.8633122,260.2834655,459.9529236,39.31619316,1137.071193,1131.549172,1067.189479,1151.662943,1069.79191
246,505.0434994,1322.939522,164.6285294,1125.591714,1161.571799,851.9192645,1184.77107,625.2448486,260.0997168,459.0642693,38.91867144,1134.017644,1130.925663,1063.924181,1148.71033,1067.487872
247,504.5977603,1319.915777,163.8869416,1124.566384,1156.553641,848.9678577,1182.357851,624.2547961,259.5741902,457.8905614,38.50855366,1130.515708,1130.149332,1060.383021,1146.279773,1065.322304
248,503.2994134,1317.211844,163.555812,1123.736678,1151.887573,846.0629518,1179.782788,622.8771885,258.867769,456.6826815,38.24162886,1126.508064,1129.023916,1056.617849,1144.510313,1063.033457
249,500.9385065,1314.27746,163.7185286,1122.891287,1147.410864,843.0623546,1176.872961,621.162169,257.9657055,455.519997,38.03656974,1121.879069,1127.313935,1052.479686,1143.119397,1060.579455
250,497.6760746,1310.774822,164.0479478,1121.536595,1142.904211,839.9327097,1173.622316,619.3189338,256.5983718,454.3269697,37.72127361,1116.853541,1125.075454,1047.892346,1141.672321,1058.188013
251,493.8265997,1306.699899,164.0539975,1119.254016,1138.08286,836.6261759,1170.218646,617.5865447,254.4608772,452.9632882,37.20024005,1111.798785,1122.612532,1042.875576,1139.722921,1056.071577
252,489.5726907,1302.301504,163.4760974,1116.160423,1132.617448,832.8967397,1166.948616,616.0294986,251.5445939,451.3587984,36.60396697,1106.856228,1120.301904,1037.490578,1136.968941,1054.084239
253,485.8310373,1297.876133,162.4927328,1112.970591,1126.778917,828.5939707,1163.889921,614.483155,248.2925623,449.70476,36.08695006,1101.965347,1118.334866,1031.814511,1133.615796,1052.034677
254,481.7892945,1293.61458,161.4306547,1110.341946,1121.097132,823.7379448,1160.798753,612.6425405,245.2088351,448.2874476,35.72593881,1097.011446,1116.582736,1025.821206,1130.107902,1049.858104
255,474.9323407,1289.534428,160.4915138,1108.350281,1115.929798,818.5337849,1157.171602,610.2066029,242.5431208,447.3306762,35.47402678,1091.99216,1114.582573,1019.397935,1126.81548,1047.673415
256,469.7331495,1285.610335,159.5941143,1106.432476,1110.970336,813.2816164,1152.815662,607.2149568,240.2712917,446.9244459,35.21884276,1087.255505,1111.88053,1012.808457,1123.683083,1045.575468
257,467.3709924,1281.536833,158.6077329,1103.975609,1105.532576,808.1468344,1147.865075,603.8728495,238.2409348,446.9343237,34.83027487,1082.834003,1108.279423,1006.237108,1120.433192,1043.363092
258,464.2334868,1276.820389,157.4892018,1100.703981,1099.062525,803.1688215,1142.72215,600.4354087,236.3083068,446.9892682,34.21902461,1078.295239,1104.018919,999.6350406,1116.817967,1040.590644
259,460.7836984,1271.323702,156.3498026,1096.977824,1092.092559,798.5292437,1137.905893,597.1276892,234.5221891,446.575649,33.43650189,1073.18773,1099.95024,992.8972953,1113.000442,1037.024641
260,457.5051635,1265.168079,155.2876903,1093.109964,1085.465408,794.2537015,1133.614907,594.0261674,232.9204947,445.4033438,32.54172732,1067.46486,1096.714574,985.8953207,1109.175736,1032.787649
261,454.2430663,1258.658433,154.4056938,1089.29925,1079.787781,790.1630787,1129.721838,591.1688111,231.4455296,443.6008786,31.5659623,1061.446243,1094.380496,978.6147934,1105.483767,1028.298225
262,451.0138338,1252.202183,153.887211,1085.805004,1074.895984,785.9251298,1125.936341,588.7467985,229.9064738,441.814998,30.51900737,1055.540643,1092.247803,971.3239089,1102.014693,1024.077901
263,447.7514491,1246.042193,153.7768151,1082.850851,1069.880425,781.1674873,1121.942073,586.8637223,228.0984922,440.4433477,29.43306119,1049.637023,1089.470754,964.1539878,1098.625591,1020.164515
264,444.4963585,1240.375781,153.9206949,1080.410257,1063.838456,775.824103,1117.60148,585.474365,225.9924389,439.4092841,28.38634558,1043.554826,1085.62357,957.1613195,1094.992323,1016.311008
265,441.5304923,1235.400585,153.9795369,1078.037786,1056.552984,770.3682765,1113.049838,584.3524652,223.8509947,438.1561351,27.49807236,1037.483545,1081.021883,950.3886706,1090.741505,1012.25839
266,438.9148009,1230.811154,153.6891939,1075.06949,1048.443903,765.3186259,1108.247707,583.0909768,221.9432966,436.2810183,26.80896591,1031.65993,1076.019929,943.5920022,1085.818537,1007.86229
267,436.49,1226.02,152.96,1071.29,1040.25,760.93,1103.14,581.27,220.37,433.87,26.35,1026.17,1070.77,936.42,1080.61,1003.13
268,433.9728421,1220.430416,151.8801277,1067.143649,1032.701914,757.0257509,1097.795046,578.6009683,218.9989164,431.4989627,26.15504232,1020.876239,1065.275027,928.594899,1075.754093,998.1674782
269,431.2061078,1213.88186,150.5802353,1063.213543,1025.964386,752.9584449,1092.480552,575.1096931,217.5374589,429.6919571,26.15972146,1015.483309,1059.84354,920.1507481,1071.332987,992.9545457
270,428.1332228,1206.67737,149.2012992,1059.515664,1019.646722,748.0542859,1087.341938,571.214556,215.7149428,428.4844719,26.11905778,1009.576053,1054.794124,911.4292968,1066.815013,987.4192771
271,424.7979702,1199.45709,147.8834911,1055.586812,1013.096276,742.0324782,1082.283837,567.4307181,213.3977209,427.5030616,25.74089317,1002.797487,1050.170885,902.9669402,1061.523742,981.6132432
272,421.3618193,1192.894476,146.7504998,1051.042274,1005.912231,735.4874661,1076.955408,563.8737343,210.7045052,426.3437391,24.98278054,995.1646972,1045.426946,895.2284468,1055.476045,975.9548188
273,417.9686521,1186.838097,145.8292741,1045.863519,998.012426,729.1701457,1071.079127,561.1345792,207.9327913,424.7768424,24.08321401,987.0224841,1039.905256,887.8677389,1048.998791,970.8059808
274,414.728995,1180.636441,145.096679,1040.326051,989.6207359,723.5499087,1064.705453,559.5540803,205.4353258,422.7531913,23.32653173,978.9660649,1033.48057,880.2444716,1042.460505,966.3361393
275,411.6994496,1173.702846,144.5285251,1034.809842,981.164847,718.4784376,1058.301604,558.2833402,203.4550587,420.3796708,22.79408071,971.6399402,1027.010658,872.1049309,1036.038213,962.4066919
276,408.7194966,1165.97142,144.0199313,1029.326028,972.6562373,713.2714259,1051.881616,555.7278624,201.8246119,417.8745301,22.41143144,964.8528816,1021.190684,863.5242586,1029.531694,958.3470218
277,405.7090739,1157.806481,143.4366992,1023.755759,964.109062,707.5003251,1045.224801,551.611962,200.2273638,415.5717685,22.16506417,958.0962056,1016.197491,854.777908,1022.747056,953.4684185
278,402.8136824,1149.721768,142.6672607,1018.023894,955.738497,701.371627,1038.118952,547.4291606,198.3964121,413.7757759,22.18386032,950.9343462,1011.600572,846.1378914,1015.692872,947.4598336
279,400.1745635,1141.621321,141.6803083,1012.086246,947.5509619,695.2475131,1030.558697,543.2456396,196.1989765,412.1927835,22.5295431,943.0683663,1006.670807,837.3875726,1008.375483,940.5854454
280,397.6707468,1133.40795,140.557768,1006.036522,939.4267274,689.3133708,1022.855187,539.0140087,193.7835422,410.2046975,22.98321336,934.434746,1000.997974,828.4289588,1001.041686,933.4344152
281,394.9206012,1125.132281,139.4438849,1000.002478,931.1164601,683.4433575,1015.441678,534.9282721,191.5474313,407.2576922,23.09592836,925.1872883,994.6205148,819.372375,994.0737578,926.4530214
282,391.5290352,1116.793407,138.3990665,993.8531451,922.1912497,677.2041169,1008.369146,530.9525637,189.9087555,403.4708592,22.49747046,915.6020006,987.8183254,810.2262946,987.5501773,919.1772273
283,387.570391,1108.481021,137.3356218,987.5879976,912.6231899,670.57197,1001.524786,526.8979579,188.8998859,399.4461397,21.21324768,906.3642716,981.0182837,801.1216516,981.4190872,911.1558577
284,383.4352198,1100.192781,136.1214535,981.3501973,902.6202537,663.8130022,994.6737981,522.5123877,188.1531239,395.8032819,19.60526474,898.0215325,974.3925421,792.15263,975.3959767,902.349487
285,379.4691789,1091.61827,134.7510129,975.322643,892.3043815,657.1058351,987.510076,517.6357022,187.063366,392.670974,18.1771028,890.244348,967.4607986,783.1601883,968.8597644,893.3428421
286,375.7109181,1082.664819,133.475612,969.6504051,882.0893836,650.3846826,980.1721683,512.6741243,185.4023925,389.9574215,17.23869897,882.3842096,959.9475769,774.1954844,961.5736175,884.9576292
287,371.96716,1073.330451,132.4542698,964.1566058,872.3168868,643.4438727,972.7763257,508.0970426,183.2332437,387.4950317,16.8036294,873.8693106,951.9488966,765.3670706,953.6364385,877.5690335
288,367.9851005,1063.655311,131.5148702,958.263646,863.0060672,636.1398268,965.082799,504.0056913,180.7702173,385.1247019,16.60049596,864.5235548,943.8710912,756.5710117,945.3449087,870.7802546
289,363.8760632,1054.140782,130.3660535,951.6289597,854.159915,628.8650271,956.8448465,500.1365176,178.2753122,382.7348862,16.37622391,854.8714699,935.9270038,747.1147992,937.0114259,864.1835454
290,359.8312881,1045.151301,129.0056709,944.17767,845.5983103,621.9733196,947.9957236,496.0893493,175.9847734,380.2697783,16.02382918,845.2987462,927.8234759,737.8786933,928.7060466,857.4442254
291,356.0085322,1036.704425,127.7754539,936.0974983,837.0164872,615.5424807,938.7634747,491.5615456,174.0531574,377.7840057,15.55953732,835.8169144,919.0733914,729.063069,920.351105,850.3664944
292,352.597999,1028.652869,127.0066635,927.8230074,828.3553682,609.4617431,929.7396982,486.6888893,172.474773,375.5571857,14.94482814,826.4537258,910.1224215,712.9805435,912.2289879,843.0281239
293,349.6920082,1020.625107,126.5248143,919.6126423,819.4890877,603.4161678,921.0707363,481.6611918,171.05729,373.6822018,14.16731511,817.1896097,901.6395633,695.8931779,904.4035127,835.4238999
294,347.2386324,1012.243999,125.8314123,911.6168147,810.304173,597.1088129,912.5197982,476.6690408,169.5290477,371.9544742,13.35203205,808.0271235,894.0481775,687.7145848,896.6551519,827.5394555
295,345.0174609,1003.439561,124.6079655,904.1063734,800.9268439,590.5994202,903.8873019,471.968233,167.7107758,369.8922557,12.87272314,799.0866956,887.10017,679.516933,888.638165,819.5841202
296,342.6858777,993.9273087,123.0187193,897.0470301,791.3698521,584.091787,895.0555933,467.676369,165.5036299,367.0950186,13.02389034,790.1806515,879.9885055,669.3710043,880.0867883,811.6527082
297,339.9142549,983.3620797,121.4232223,890.1997364,781.536273,577.6688938,886.0450661,463.6328154,162.9024024,363.4298482,13.81031164,781.0039038,871.9336974,659.2856609,870.9422181,803.5605359
298,336.6065873,971.822256,120.0728394,883.4343416,771.4850856,571.2327022,877.176861,459.4493604,160.0644753,359.1936323,14.84589189,771.5526029,862.8959343,649.247095,861.5681292,794.9962253
299,333.3526823,961.0154075,119.0420137,877.5042156,762.393737,565.2216305,869.493871,455.3224187,157.5070078,355.1837376,15.69136372,762.9506006,854.4101942,640.4040909,853.1959249,786.7850163
300,329.33,950.09,117.92,871.02,752.56,557.84,861.49,450.14,155.06,351.3,15.87,753.76,845.6,631.15,844.16,776.77
301,323.33,937.29,116.27,861.95,739.62,547.31,850.97,442.89,152.23,347.09,15.19,741.95,834.63,619.09,832.1,762.58
302,318.9880682,929.1045766,115.1194825,855.2241759,730.9557041,540.6418126,843.6959476,438.2732598,150.4499193,344.74247,14.47301484,734.2397604,827.3117729,611.112601,824.0829747,753.4248819
303,315.3742815,922.1326215,114.1620606,849.0404326,723.9060101,536.0102329,837.3098794,434.860649,149.1007793,343.1533661,13.75355302,728.0191213,821.1929101,604.5971748,817.8867866,746.9604702
304,311.3266289,913.0128393,112.9671789,841.4076535,715.4200949,530.7982656,829.1871305,430.8342906,147.4879274,341.1617416,12.88800265,720.2926789,813.6699906,596.4923222,810.7963702,739.9589622
305,307.567478,903.1222212,111.5947968,833.3629568,706.738707,525.5284803,820.2789885,426.7560312,145.786131,339.0605548,11.88494599,712.0049131,805.8764149,587.755466,803.8917007,733.5062856
306,304.1839097,893.2723551,110.1141957,825.4268737,698.3223093,520.1391113,811.1731362,422.8138661,143.9296607,336.8534854,10.80552773,703.5627025,798.1949022,578.9170112,797.3203367,727.6493902
307,300.8417145,883.7179031,108.6106333,817.7207782,690.0177128,514.2305776,802.1132531,418.890872,141.7294795,334.3651422,9.749739523,694.9317814,790.4576045,570.145469,790.5922157,721.7437794
308,297.3673074,874.7254187,107.2832381,810.5405225,681.8563217,507.9500493,793.4834542,414.973301,139.2072561,331.6331263,8.867506297,686.3019742,782.7470243,561.8873842,783.5501772,715.5941642
309,293.7911773,866.339987,106.2346623,804.0387693,673.8171912,501.5506885,785.4278795,410.9819239,136.4756548,328.7214771,8.251625718,677.7626692,775.1255001,554.3155754,776.111334,709.052057
310,290.3565422,858.3185917,105.4007124,798.1016346,665.7681006,495.2593207,777.7370888,406.7339434,133.7066235,325.665356,7.891722462,669.2265264,767.5513974,547.1506733,768.2067063,701.9232922
311,287.2602346,850.4558575,104.630427,792.3484782,657.6679712,489.2203585,770.1846587,402.1449324,131.0786665,322.4748822,7.644407692,660.7610085,759.9329373,539.9546929,759.8815195,694.2043262
312,284.541547,842.5874628,103.7432536,786.3132525,649.5281729,483.4835581,762.5977868,397.2447075,128.7524866,319.1926397,7.325992289,652.5320922,752.2063505,532.323829,751.2516849,686.0451886
313,281.8679917,834.5828716,102.5902851,779.6689555,641.3649834,477.9406446,754.9520711,392.2395687,126.8269345,315.9923769,6.832146765,644.7362604,744.4614255,524.1611259,742.4677648,677.7529456
314,278.9349852,826.2961689,101.1250576,772.4078855,633.2138477,472.4332328,747.2281085,387.3343778,125.2446377,313.0461751,6.224704906,637.3980963,736.9293531,515.6538394,733.6504359,669.6173779
315,275.6041275,817.5745124,99.42969221,764.8559407,625.1394523,466.7925863,739.378632,382.6684808,123.7833733,310.4615189,5.733960313,630.330133,729.9250661,507.23591,724.880409,661.8446997
316,272.152615,808.3955876,97.7245083,757.3362824,617.2682044,460.9497616,731.3392744,378.1829716,122.2207442,308.0866499,5.561512511,623.2701357,723.4318233,499.2514218,716.2475988,654.411743
317,269.0050345,798.8803377,96.24525658,750.0636577,609.6969622,454.8862475,723.0932456,373.7675651,120.4533068,305.6533407,5.789638943,615.9613893,717.1828861,491.8535343,707.8694434,647.1444702
318,266.4805285,789.3642971,95.1078732,742.9957053,602.3721973,448.5988369,714.7669679,369.4088172,118.6731876,302.8974154,6.238156413,608.2397059,710.6690903,484.8214995,699.9190464,639.7482579
319,264.5797365,780.1658289,94.24129659,735.9958265,595.1113371,442.1305153,706.5712816,365.1831085,117.1115795,299.7192718,6.701084481,600.0694611,703.5930013,477.8212535,692.5334131,632.0668422
320,262.9908459,771.5081642,93.40912738,728.8902265,587.6561207,435.5887543,698.7352434,361.2161476,115.9530103,296.2050516,7.019181802,591.544969,695.9553467,470.5149652,685.7545429,624.1320696
321,261.3343861,763.3365063,92.39206772,721.6082168,579.9348721,429.2113374,691.2131734,357.4751515,115.1363473,292.578886,7.228463922,582.86173,688.0599805,462.8826732,679.308187,616.1694246
322,259.3111958,755.4010983,91.09086074,714.1715087,572.0410937,423.2425724,683.7980255,353.8199359,114.4517372,289.0761353,7.426565296,574.2202751,680.2073008,455.0936606,672.7590685,608.4376836
323,256.8528616,747.2648389,89.65551565,706.7201884,564.2579121,417.8165579,676.1785511,350.0133173,113.5755351,285.8380394,7.672209759,565.7426017,672.429661,447.4499302,665.6025804,601.1015669
324,253.9941417,738.6274279,88.30970546,699.4729741,556.6474322,412.8103796,668.3123356,345.8519109,112.2699371,282.8910846,7.879386975,557.4265965,664.6039516,440.0501776,657.6462507,594.1988182
325,250.817966,729.4054356,87.27351878,692.6622456,549.0194284,407.8770336,660.4180267,341.2160642,110.4292032,280.1584212,7.865195172,549.1921452,656.5416365,432.7841581,649.0273021,587.6451727
326,247.3263274,719.9180682,86.55740848,686.295808,540.9926409,402.6093999,652.7804734,336.2168103,108.1812264,277.4893038,7.586011295,541.0769541,648.2668823,425.4635952,640.1377881,581.2396463
327,243.5411116,710.6215791,86.04615178,680.2026027,532.3209468,396.7655472,645.5284175,331.1258305,105.7653696,274.7448551,7.128614941,533.2172995,639.9153327,417.9711519,631.3657072,574.788032
328,239.5840744,701.9533458,85.52276709,674.0219486,523.1568292,390.4727773,638.4485437,326.3675493,103.4776245,271.8634492,6.733250041,525.8534364,631.6925172,410.3771743,622.9216199,568.1913157
329,235.6876923,693.9748542,84.83083355,667.525129,513.9228676,384.0922226,631.2850066,322.2367992,101.4811653,268.907095,6.561177877,519.1103645,623.7300545,402.8143795,614.863547,561.4767476
330,232.1079803,686.4168691,83.89967649,660.6491163,505.1572642,378.074652,623.8302843,318.7511649,99.79861439,266.0310219,6.659702307,512.9504679,616.08586,395.4290299,607.1215387,554.7222769
331,228.8531612,678.8153859,82.79822012,653.5494976,497.1290014,372.5996338,616.1129917,315.1777192,98.29943272,263.4108241,6.893240969,507.0359412,608.768272,388.2837954,599.5049713,547.8278485
332,225.7575664,670.8367563,81.64307882,646.4267479,489.8465614,367.6534879,608.2253622,311.3839229,96.8537741,261.1167591,7.1028088,500.9092967,601.7102384,381.3994119,591.8114616,540.6321995
333,222.499257,662.476253,80.5581982,639.4451014,483.0097157,363.0343154,600.2534294,308.52699,95.41319773,259.0109264,7.187722395,494.0810314,594.7427972,374.7642301,583.8903155,532.9803623
