bp,A1: VK_1,A2: VK_2,A3: VK_3,A4: VK_4,A5: VK_5,A6: VK_6,A7: VK_7,A8: VK_8,A9:,A10:,A11:,A12: Std_1,B1: VK_9,B2: VK_10,B3: VK_11,B4: VK_12,B5: VK_13,B6: VK_14,B7: VK_15,B8: VK_16,B9:,B10:,B11:,B12: Std_2,C1: YG_1,C2: YG_2,C3: YG_3,C4: YG_4,C5: YG_5,C6: YG_6,C7: YG_7,C8: YG_8,C9:,C10:,C11:,C12: Std_3,D1: YG_9,D2: YG_10,D3: YG_11,D4: YG_12,D5: YG_13,D6: YG_14,D7: YG_15,D8: YG_16,D9:,D10:,D11:,D12: Ladder
226,270.6498442008903,788.9414175947762,863.2213684187711,632.5880391472031,606.6300458551896,16.339005368469522,570.9407503133339,828.0784210755252,4.943787332211089,0.18458103439548754,1.9919999203431558,7.242054775334734,456.952708523317,597.3704436137846,593.0023079369583,9.758818569933332,459.925697940186,170.01826898629048,477.61513421758605,194.5846957486112,1.059855719735104,0.0,2.314912669386758,148.6851945780857,331.26836823853614,219.68053444522062,62.923100041669144,443.63962243204435,122.47657535235206,350.19098209721216,319.72371950686465,563.81768030532,3.9360035827066655,2.799486418333511,0.1208519545352883,6.275556859430195,81.58154635617676,52.16846246204716,153.53679707507163,323.16085097548176,272.85476347428175,558.4175868284617,100.69892792510151,122.49103600833888,3.39310167022479,0.8168077885784836,2.0077056267460107,0.0
227,270.8171259653649,789.4468192299597,865.5619358063302,632.3248396302287,608.2545823587628,16.485916737039442,572.2864458901529,826.9451199748357,5.067732464588948,0.2323884908015141,2.5403632663620446,7.233445063446755,457.10243196197007,597.4229373075423,594.0184514027852,9.184039614788029,460.9298303623,170.72621622360143,478.9779533449462,194.65687673496043,1.4695052102641277,0.0,2.663771619000337,277.49182243930267,332.2050491181396,219.7462570354355,63.464088272695534,443.82762517604857,121.7497190189935,350.3386159005007,318.8972041131731,563.3858469418078,4.376258254249138,1.8182675121671639,0.7898013373370271,6.766023050815777,81.33596350257962,52.33643686320165,152.8117365634747,323.08551974964666,273.3171389720924,559.2350519428011,100.92942637305687,121.96504188039313,3.5180704459873855,0.6990525824339308,1.9349796811396496,0.0
228,271.18250878797625,789.7158024481167,867.2751907862569,632.7564045133399,609.8398013386121,16.93933062081361,572.8101564659727,825.6818993668655,4.800087863351785,0.4699631787461221,3.252034224333242,7.637273670991134,456.74737780809585,598.1646479296352,594.821500857163,8.571794169791582,461.86004933870123,171.4408813858668,479.7665663126866,194.93149869632316,2.077201852076377,0.5888375746110993,2.544871936477889,467.7441179928535,333.1850503067695,219.69465960976294,64.12757888176318,444.2828206377034,120.91924151620624,350.127655780988,318.2973900777163,563.1013210069018,4.423123892985214,0.9532560092590163,1.6565474788444914,7.152297532791684,81.54176464156214,53.077994547611645,151.67378316508135,322.84061685518526,272.8000224788539,560.0175653690501,101.35870673351927,121.72743463530428,3.0564610644138877,0.7853003745781005,1.9013126021809434,0.0
229,271.9072071489541,790.17026613857,868.9072991341517,633.7771113800574,610.9521202079551,17.66634389631287,572.5278757557841,824.5673478805668,4.4517133913296005,0.6930398796857549,3.6327687903168715,11.663598693398804,456.2622979856494,599.2727076275238,594.9751283760495,8.15592431748081,462.608413038036,172.27712455843735,480.2556056300245,195.39276828808528,2.7719135374280053,1.4259662957713486,2.1330041228362107,712.3154269779775,333.69935935605935,219.51675122667947,64.6455309045726,444.7424248785628,120.56136727361138,349.4205520667478,317.9694022826465,562.9789354853943,4.401487369149965,0.3807307295039031,2.3935310783195116,7.337839782418739,81.87427539263516,54.209223256500486,150.50824545995366,322.2765536070335,271.4468332107739,560.7619935329101,101.79209403715305,121.95477517036532,2.1788515008333933,0.9901125735860544,1.5974481019003648,0.0
230,273.01091953472803,791.0749132830301,870.8569879426605,634.781858325156,611.3670426754836,18.517289247992377,571.7383672089063,823.4031023305017,4.348443346337867,0.640203273610033,3.381364432315002,28.85207236144933,456.2359729940696,600.1664499970339,594.6362782992993,8.09445410149684,463.06621350918715,173.1210808764031,480.7285736721551,195.75244399206363,3.492520204706315,1.8912203607098732,1.7135564160547838,983.6835155230755,333.6089888742254,219.20521373733823,64.90719386451472,445.0767650288087,120.89446573012478,348.3811022766114,317.6099129612115,562.9232834860755,4.624535613523292,0.2548065885954792,2.7180104840248234,7.336280031000373,81.74908343062827,55.07098968043471,149.6744639869164,321.63090790554475,269.82154450294735,561.5206732726359,101.93340015746186,122.77614251372181,1.3367958809822598,1.1290925376599876,1.0782415337828826,0.0
231,274.23121289036044,792.3066634700477,872.9672007132668,635.0430179243763,611.2279459174046,19.208481943160375,570.6732060385674,821.8869938869201,4.4811424535771565,0.20108521619621794,2.7279003782965945,79.584718395916,456.27676240788173,600.4087720781528,594.2737655572042,8.377396553481454,463.34808800285026,173.66131895657372,481.33682892793246,195.75397075928944,4.0496046801343075,1.9108356304474847,1.509526943078319,1235.1554518320925,333.4355398195699,218.79646003201123,64.77982380091223,445.3995643068361,121.71604763134081,347.50251810515584,316.9389546259163,562.724746977461,5.114408466786978,0.5952320073689634,2.5370084062602456,7.028550739714438,81.00186676453299,55.17088307388422,149.26679532067894,321.0990139031383,268.5029416981468,562.1616417865652,101.64264503672547,124.03081401499065,0.8609163652203552,1.017766960887305,0.8205569399373277,0.0
232,275.11742453463717,793.3680888658707,874.9479464858033,634.3547435498416,611.0065471787565,19.45055221131455,569.4274760947089,820.1404286345413,4.66498362730212,0.0,2.2662064447393,196.08237116656468,455.80026463234105,600.0638006396306,594.0104643043314,8.759932579624707,463.5546267273298,173.82628597404062,482.0124258617605,195.49227885865147,4.037001871054915,1.7191442666063925,1.6660118199966876,1411.8731405040608,333.62566680205316,218.48018076132368,64.28726946767014,445.4984593549989,122.64898384973907,347.0656523875944,315.9711177047051,562.0301711169581,5.561308814797416,1.2248243946484165,2.096130119282526,6.540271388447811,80.13179383978219,54.932231104181604,149.204482601129,319.76756067396633,267.7499254477975,562.4067383648983,101.09992114997765,125.29900419315159,0.6164168703262624,0.7103651337550977,1.1314696632759098,0.0
233,275.5043542178817,793.6354104416369,876.5916034037068,633.181242584957,611.1637521130615,19.124547798800318,568.2352085701199,818.5431194928667,4.8990487215934975,0.0,2.2498912810860805,407.26794838010017,454.6709116791934,599.4439657139143,593.636431339909,8.91563432679714,463.52431795890936,173.8828860923344,482.55420861234796,195.15342985230095,3.3448658848079447,1.61054347045796,2.152638295262459,1469.0513890069924,333.94662627997906,218.47327160899445,63.56520476011891,444.8780738252148,123.33326031034599,346.8152044319001,314.77536304197923,560.6119700600493,5.639458792690586,1.9546420262384139,1.7733287814939567,6.293713739508959,79.62962468743923,54.91468585334309,149.43363665108186,318.23817350428936,267.58693647609795,562.078469203518,100.73368649358679,126.17950744383943,0.3476358326184979,0.5576287624496608,1.8443073891416704,0.0
234,275.58000000000004,793.24,877.8400000000001,632.26,611.84,18.340000000000003,567.3400000000001,817.4600000000002,5.230000000000002,0.0,2.5500000000000007,718.7500000000002,453.2900000000001,598.7400000000001,592.85,8.670000000000002,462.96000000000004,174.16000000000003,482.81999999999994,194.82,2.38,1.7500000000000002,2.7500000000000004,1389.1900000000003,333.85,218.88,62.82,443.30000000000007,123.58000000000003,346.2200000000001,313.38000000000017,558.56,5.2700000000000005,2.6200000000000006,1.8400000000000003,7.03,79.62000000000002,55.22,149.80000000000004,317.65,267.86000000000007,561.22,100.91,126.44000000000003,0.010000000000000023,0.8799999999999999,2.52,0.0
235,275.6604718932055,793.2473316086672,878.8434426572229,632.0310459491164,612.7195135019886,17.401429774456446,566.7311340432949,816.990951960954,5.491798836280666,0.0,2.832761913461509,1096.1993094063364,452.29556453345674,597.8015557221848,591.5421362933666,8.162808010325389,461.7012990411215,174.7177953070171,482.8497355425447,194.45229051179413,1.9053989637507818,2.06595464542351,3.1675623436815368,1190.4867306817482,333.14892344568466,219.57662697954075,62.285425238853406,441.2265979111428,123.48360759151323,344.95805538985206,311.82657606114805,556.2995243799661,4.707068830221833,3.0367564173440567,2.292084812085042,10.53991711073921,79.8456364073466,55.39045724271403,149.8775350601195,317.8771507105606,268.27035057925053,560.0316436421924,101.60294654758552,126.1109505307665,0.0,1.5771141884307112,2.8387446243194647,0.0
236,275.78547851970654,793.5515190781452,880.0644779292376,632.2983384735688,613.3115888681522,16.659985980780846,566.1230645809352,816.846602527883,5.4005832270932,0.0,2.5523769861929813,1464.2511666441073,451.9263118592814,596.3850855786726,589.9696993680616,7.730146497393114,459.89204772319925,175.32316895818423,482.711636568134,194.14864785994504,2.354382126685943,2.288559288861249,3.3605095999058228,916.4838510307519,332.2543655602339,220.17372346415527,62.13483902263766,439.4413774630257,123.40541911012009,343.2324217060665,310.3308050864824,554.2843414096066,4.260258976605167,2.9939804468811966,2.8787823735643028,22.44893246730044,80.0236740773733,55.12261717598782,149.1496421636438,318.4626750243417,268.4547909571371,558.5377994304457,102.35117667070449,125.56716227663131,0.2421354793141241,2.0954438881198576,2.8619984279574147,0.16893689725339783
237,275.72833776978314,793.9224025377907,881.6598425412703,632.6725301739774,613.4777625487237,16.15557183604886,565.398276190258,816.4863273790207,5.063151661249958,0.0,2.0250179254359586,1728.6155526777882,451.8205169863494,594.427758204812,588.5602697167892,7.612271875283471,457.88084221870326,175.73229397878552,482.5075902009051,194.15711644654732,3.512500691794486,2.278859040734922,3.546925508984472,647.7802782544461,331.51130535964825,220.23692421213624,62.37578404050458,438.3103634729026,123.50275125465232,341.40163425848704,309.09252196832944,552.698335991234,3.980662085451574,2.5248249185903204,3.2877209944015995,56.7264974957783,79.96170349485296,54.48328529195675,147.64400981042525,318.8982837766741,268.17913188714124,556.5748156411532,102.83471251067141,125.14643391518958,1.0253633908272555,2.0667514407439276,2.806441056144927,1.0366730306930878
238,275.35069844403785,794.0093322249885,883.2648717413299,632.9174629017888,613.3734630322218,15.721832843157117,564.6850438647248,815.4093326092084,4.826422793156364,0.0,1.8304046197186148,1806.2839500424443,451.36875876953,592.0932315339807,587.6443705531085,7.822416534778609,456.2192918259959,175.81693588940058,482.4771994781312,194.57160183029026,4.741197144319727,2.1131649525800813,3.9510649168088277,397.8147199217034,330.8931388233303,219.61484412056402,62.850228986565455,437.68954625913415,123.5437613483353,339.74927910140093,308.0910152259054,551.4319316906544,3.673345200221198,1.918460892656806,3.3020079717443647,136.39414087539146,79.55650011153244,53.67590871986358,145.93865079853637,318.74855641360773,267.3565206469369,554.0498410317964,103.07885336434762,124.77966681115491,1.9449603726248605,1.5115452945067978,2.865946504821456,1.8781002575925432
239,274.86425143721783,793.2348344968033,884.2106710857631,633.0307068531521,613.1242717137918,15.301089542017486,564.1850364374874,813.4197107121656,4.881813342643286,0.4083016206695591,2.0780776543018904,1659.1755436406825,450.19004418039,589.6772268154408,587.2665318816818,8.177862320377555,455.52983759958096,175.54838009519628,482.9099540542257,195.0808595650409,5.408942641017887,1.9810813187351588,4.572140798173643,128.7353612005587,330.0920539517592,218.64381150328134,63.330807980704314,437.13106117532067,123.1174327263267,338.38985901430163,307.0567764772632,550.1693050820543,3.0997619025628933,1.5518432258453974,2.8880568517626015,288.57126672955906,78.81204443909911,52.799879154093944,144.75808968432725,317.75276208143316,266.0126376006506,551.1791821371183,103.31458475508698,123.98127634551275,2.6875684874942642,0.7468075118904073,3.103098314088586,2.2872897949464375
240,274.61636388063715,791.5237851796783,884.2188881350243,632.9278908607824,612.523687000777,15.222429894124643,563.8548101472678,810.7274929953265,4.9958636003061825,0.8751290117166741,2.7641894225580033,1326.590121240272,448.4196659180477,587.4732841417998,587.2137865063222,8.517189666018208,455.99579110420547,174.85852426096443,483.64231761869667,195.1115707523168,5.32326390891133,1.9205004593024446,5.256373389868503,28.87250644632011,329.04426224078946,217.96442727473078,63.71275331456523,436.1801762788877,122.3380641990558,337.27454407213025,305.80213442548524,548.5061441309315,2.2801661378880302,1.5910249825386553,2.1693044428492985,529.9930668915965,77.94754458036655,51.914579506039196,144.28918237753024,315.9367717763926,264.30774678768915,548.4706588798014,103.52356050315198,122.54144159335424,3.093762830192451,0.10009997624895224,3.4105118547371895,1.9117088944392904
241,274.5909625534868,789.5301787045423,883.5069229991734,632.3796172214919,611.565652130166,15.651350642468403,563.5776804688944,807.9184967779419,4.986078819318333,1.1714314050221435,3.639200233305612,912.3489677142104,446.5392518662823,586.2098174840239,587.2522760857942,8.766658767297288,456.9798256126517,173.75398235933173,484.14225390454874,194.38956512252568,4.754700391024556,1.6995266374019256,6.1858353911717785,30.50622063869657,328.01954159658743,217.82744928351778,63.98939186260125,434.6696252171346,121.77845176690677,336.0658319705369,304.5172865439382,546.1828911359086,1.416837460982046,1.9229834432297448,1.366004551533455,849.7413064811806,77.27076412788978,51.12336209214255,144.0358376333254,313.62434952532504,262.68943860113325,546.4859345860546,103.56787469523937,120.97132433331302,3.0812369577463796,0.0,3.518292186281146,0.8430317348144251
242,274.5024456717351,788.0054431292505,882.4855085138646,631.2378569431224,610.6200227859024,16.340869414340663,563.2501491124914,805.5548447658606,4.882920251279992,1.2247311715190459,4.4021703217100185,533.1135533159623,444.6931349088975,585.8420923728361,587.1387637619329,8.846806526997701,457.5282177779202,172.49602435083355,484.11268224634813,193.19408050447532,4.137816105252332,1.0004481400428418,6.711051117593156,14.534672172338672,327.3915977827328,217.9673701618779,64.12231312459053,432.7374697379756,121.90791927221647,334.4180121651543,303.5754423442789,543.250805906556,0.7844455314527657,2.3673285489197484,0.8396903087846198,1201.9656300237214,76.88555721084659,50.56782003938849,143.51737972192922,311.2346856460638,261.58568971277924,545.5070559426252,103.36547361699748,120.02035812056104,2.6160903491433785,0.2145101400526591,3.184322834651565,0.0
243,274.15419167370516,787.1382544463839,881.4395410874718,629.6105954979611,610.1623867699794,16.785911204213818,562.7143639449339,803.7144137357034,4.823127947220496,1.0615575388730218,4.8735088907314825,265.7117215216506,442.9950304721506,585.3437397404996,586.5841556529688,8.654499872892064,457.07374950888254,171.59327588799516,483.81883026499895,192.23469863912845,3.7783073689817566,0.0,5.605256837591635,9.336951049629135,327.34470210690415,217.87397592391923,63.958255935181676,430.69016897215874,122.64108560071803,332.3636534457178,303.1081663587447,540.0983562284201,0.6183553507326126,2.86010640226556,0.9683696388649914,1509.220755096295,76.58680126530544,50.34315637315457,142.69907676485585,309.0724601753763,261.0502238973004,545.301865222449,102.95415447737592,120.02721977338084,1.7577623670262281,0.8976902964611361,2.379064105394391,0.0
244,273.8056382203477,786.3879123298219,880.3908372100385,627.8032425994483,610.0868411055081,16.809824730799896,561.5750784285055,801.7312982368333,4.7539735423359195,0.8548086661584096,4.96320994596939,116.09937562381874,442.997859285402,584.7126784233345,585.3123889912924,8.239811266145546,455.90471354080535,171.44307213864798,483.68161837717776,192.04888140187066,3.750877869150225,0.0,3.959468949299262,7.382276342170431,327.6552817613722,217.36424477850505,63.305394438714686,428.75424838026356,123.34624190303717,330.5329853632396,302.5675571257616,537.2568270091974,0.9923757401842012,3.435869173686692,1.6895517463528902,1681.710755630034,76.15328104069755,50.351268108849816,141.64181236139953,307.2329145136352,260.65885046909693,545.1716342288231,102.39904672617668,120.54946288259339,0.7638670713474487,1.4605716744205492,1.3500403520703697,0.0
245,273.59344958580493,785.3339523570686,879.2532261544463,626.1829346712077,610.0090575542358,16.627869550476973,559.6131897182586,798.9680391814259,4.653256123344732,0.6691324806013779,4.803927750952104,49.32687147300043,443.4990929012137,583.8675543711436,583.4212072488835,7.855530654463246,454.5661036147615,171.98240433691666,483.7346572466245,192.4039754378603,4.106509958785152,0.0,2.5847948352598955,5.5936631746308825,327.87570849119464,216.63370603335053,62.25572695656277,426.9403942386391,123.34388279790075,329.32277995534304,301.34598345182155,535.0433118132809,1.7326362474604837,4.043286743196196,2.3224166134764825,1656.9537940091052,75.63138459532338,50.38321739583465,140.75666634126063,305.73010450184614,260.1098323144892,544.6109416578724,101.88557903254605,120.84217449265492,0.0,1.6567869596274793,0.48766455484601134,0.37571153477543295
246,273.3847521589965,784.0102557389001,878.1005089271608,624.9926098220093,609.7688497909816,16.52840216118531,557.1297779731889,795.3451647139119,4.588327626652732,0.3684861907752521,4.584866138391142,24.43240729398669,442.9544966886808,582.6393195980013,581.3131839685603,7.758912216459665,453.48063371106224,172.77937986367792,483.7240620151325,192.6774253372229,4.807137385045169,0.0,1.804366108139587,5.314057209336395,327.7742501438209,216.01079093927237,61.14921931667373,425.08761762904277,122.32773474648135,328.4827104283065,299.22395126686814,533.4149520206273,2.5531826388112155,4.470774586918208,2.430397928306702,1432.603173480929,75.22473572854855,50.37063500955023,140.41077204176682,304.58256026378643,259.4969782129818,543.6095595349553,101.72115854545476,120.47086482877154,0.0,1.6025501922708385,0.10502095271517595,1.428238263696094
247,272.988630021768,782.8003998496573,877.2380710123339,624.2307278141635,609.4876543329785,16.599385291310046,554.8127931612072,791.3782956626711,4.639971034377929,0.0,4.328961556023673,15.13244294116527,441.4117316944387,581.0270345310811,579.3890953095012,8.06858833507752,452.8009799616949,173.25730936381333,483.3649203735919,192.43819091656246,5.585019651925996,0.0,1.718523342193173,5.234592192633362,327.5441237773841,215.7296843151599,60.38799235382305,422.98287561971324,120.61619981700109,327.31890384370786,296.4727331936938,531.9829260060214,3.1852939732836285,4.43525792912145,2.2393827165201725,1075.608031164563,75.0577460188011,50.463114604475734,140.56713338587383,303.7699217300281,259.13236886282795,542.5068309280325,102.18844784522234,119.59718279980557,0.0,1.6333964575491637,0.2998046253353366,2.3017706017103947
248,272.59157883037733,781.9703278777627,876.9471159079487,623.6820995698382,609.0437263675371,16.677535867386304,553.0304464728445,787.6721039482861,4.745165222947851,0.0,3.7866709548938355,11.205278136319455,439.44285102505654,579.2710174075726,577.6563686442065,8.76041477848512,452.4453874866972,172.97239383220204,482.5694488389918,191.84494471663098,5.880560476977566,0.0,2.1320613965414816,4.957449393254258,327.5445653993039,215.80341472093224,60.193876329660235,420.5478704224216,119.11913330792801,325.5009659188754,293.5929517167811,530.1807669137742,3.4224038418558944,3.8359876402130966,2.092379373576381,696.3264326136059,74.95855983895181,50.81187875392544,140.75419905811486,303.0649105658889,258.9529741709795,541.4300921538893,103.22875823365317,118.74545621260576,0.0,1.9278274585924073,0.9488093967180607,3.0588609996403977
249,272.5365082812395,781.4335256171572,877.0959127912696,623.2649443099943,608.0468257826855,16.650858135555996,551.5455407640297,784.53146554016,4.777403281607508,0.0,2.9271823586711228,9.335167356009475,437.7924732204788,577.5051009866023,575.9923116028415,9.604056489643765,452.0999983464295,171.93075212828091,481.5004677800996,191.109303225248,5.2948619597753215,0.0,2.7238230708647087,4.427611809492401,327.58566676295646,215.9315189734958,60.55111673433555,418.08281801262825,118.58956779750591,323.28941559470337,291.1048483961194,527.5228469278467,3.129203720267592,2.8428238082619313,1.9224144086010555,385.9180195118467,74.67882385226368,51.350240254133325,140.39846047538128,302.10055226763376,258.4774377761796,540.1738692220567,104.24388173856553,118.17759623305957,0.09893075878463123,2.323417971125872,1.7537858429410318,3.694243385150017
250,272.8800217506191,780.9157045409632,877.3403971261247,622.8977165570734,606.4521708860872,16.541821232660975,550.0282905374665,781.9600397206102,4.603262785980418,0.0,2.1364033984448576,8.485218884839238,436.84332488851067,575.7774891980459,574.4096408586037,10.285283954311495,451.35796589948245,170.53929575954245,480.5173078526804,190.27584525564149,3.9458296176398453,0.0,3.140740106126055,3.865709070972095,327.171337683659,215.7036956302454,61.16563258999963,416.09701999611343,119.0713907793637,321.0630321590086,289.3424725425423,523.8206097293806,2.4386893341267535,1.8241642910935312,1.7427263839687155,184.2787658807984,74.12706229039611,51.79985391589785,139.24621728085768,300.62696192495747,257.32632668694936,538.4548155283061,104.5346730554522,117.79957138059584,0.6187198816702545,2.5288067509352747,2.4172135843237976,4.017547735694933
251,273.3086301189157,780.2149457087787,877.4013370878062,622.2961592201154,604.7766403720351,16.44285975565419,548.3745818248893,779.7437873485342,4.1266093554633105,0.0,1.9725113639730831,8.045085944743084,436.37354800547655,574.1850915972432,573.0324357057531,10.586367989197507,449.978872531896,169.32020229393234,479.99127625991144,189.3016826976769,2.4384153225236513,0.0,3.152318126266248,3.640706410030507,326.06092201964907,214.886059699311,61.578646331485125,414.8911300081171,119.93598698262878,318.96254546053126,288.2216570192075,519.3201903013003,1.7779524507345643,1.147161358228281,1.7668048543795558,79.55128253784166,73.4909538630235,51.867753490681274,137.55028846102246,298.6835637242026,255.57337538129374,536.194192142657,103.84044102638538,117.37555587791051,1.189596971789453,2.3595324648066107,2.765955234198274,3.7494299643600035
252,273.47697652311865,779.4146413989691,877.235681088886,620.9592408699914,603.6508372262871,16.33963334484079,546.592680939746,777.5623678829298,3.352173822575541,0.0,2.555416391353534,7.569876481974653,435.7215887559552,572.9606448860313,571.8037784188618,10.535511915386705,448.15153112169315,168.4967021699925,480.0148438275274,188.30746172452643,1.4253681116861632,0.0,2.86745720483768,3.8688494902285693,324.7431916800623,213.67425314676103,61.468674569533555,414.07461515775935,120.51068928190752,316.87848629799356,287.12611403217034,514.7000252748802,1.5975177453158356,0.9151645950774344,1.966550700644742,35.10808330474888,73.18052850303208,51.57054029694803,135.90545771527653,296.59033621163627,253.71206579501649,533.6864966710028,102.70785778457773,116.88194579419874,1.7271104767892513,1.8679684368118934,2.796629515232905,2.772503028281152
253,273.25566573915034,778.6634614061448,876.8622038552946,618.9312782362697,602.9851662596533,15.967051780587273,544.4659383446277,775.1963570703194,2.518996135113733,0.0,3.3704773937239527,6.886569027714637,434.2196459726395,572.1247187741271,570.4508163533146,10.212146363207106,446.1493040166505,167.9729048295243,480.31322235973727,187.4470547053994,1.1582465081995892,0.0,2.6849444431007847,4.132528032779736,323.6359416460975,212.50565857451622,60.939676114925675,412.892273060511,120.623861215223,314.8486312259571,285.6564719190027,510.6592973988299,1.844338824194646,1.0427607976284368,2.150104165544196,19.553478096640042,73.41094106370126,51.27331956321028,134.63024323180588,294.628806954508,252.12615225315287,531.3090303639577,101.90935824741372,116.42195845622089,2.1513219929274996,1.1675082595817672,2.6949433854728237,1.317338334993001
254,272.74617424609005,777.984871002735,876.3522190294158,616.8583395172762,602.2281855841844,15.46935686462603,542.00750905658,772.4976447485252,1.9055337404641848,0.0,3.946380037949511,6.095629172294697,431.71336583565653,571.2596833867856,568.7293501093652,9.630922117436782,444.6324771183209,167.58885240385746,480.390134036195,186.73306716285893,1.6278694233118596,0.0,2.8352270882290855,4.507953288811218,322.64864040142055,211.62722489277473,60.2990705710496,410.9233154426463,120.34933211162237,313.01786893108783,283.8779450427947,507.58860355202967,2.1556907325335426,1.4225924521865025,2.198992960294005,14.261224429821882,74.0064303245386,51.29813643272827,133.59035756960765,292.8217896889052,250.91130571726163,529.0805501158981,101.7030510646521,116.00441802852218,2.35777186861879,0.398018927703581,2.6206586732552335,0.0
255,272.13596806861784,777.175562718258,875.7523240913968,615.3969242532311,600.8984547570568,15.190526695011165,539.6311020303785,769.3518597839055,1.5896002461183327,0.0,4.261676763562882,5.410123023263789,428.59764372729893,569.8105738814038,566.5282849565377,8.829995858320169,444.0074687789246,167.24252840606306,479.77243637110155,186.06085368361047,2.6481098058264942,0.0032337934514532025,3.1229484112348183,5.341853231362754,321.4249852045099,210.93552851289087,59.760683086614506,408.2842084357827,119.76921432195677,311.4639375643374,282.0901282399959,505.4433373608276,2.181578335334296,1.9388807720987558,2.132753493084195,11.688753742214873,74.51545340574707,51.6212340746935,132.47943437717996,290.9590951000371,249.90097215326585,526.7053051053987,101.71279984815745,115.54027152967252,2.2614265030302056,0.0,2.594150200747625,0.0
256,271.48140636272524,775.8198716040878,874.9292834003704,614.3708330883029,599.0736784949718,14.906035882155537,537.8234238858993,765.6791922166834,1.3352779923511342,0.0,4.634889086071194,4.913473301621082,425.5112581834491,567.720343883144,563.8539896660618,8.064042378111985,443.41301960653095,166.88375335222264,478.319148767788,185.3918965824608,3.8115556375126456,0.026846326880766568,3.0148629112923055,6.137378465027974,319.9477228403083,210.1377136337956,59.22330349517493,405.3262711819274,118.93298874425432,310.0222185149911,280.365843612457,503.7960419502336,1.8732625959296598,2.362601087374785,2.0019147663187944,9.732723603277751,74.54418252003921,51.797510331066746,131.344642253171,288.8335314378138,248.83848611070627,524.0347133399292,101.41667166159395,115.00328772073645,1.897050331463712,0.0,2.5134099340275915,0.0
257,270.7021216410717,773.5557083606114,873.5424501049238,613.0733589535898,597.2201965378082,14.647344899148358,536.370874286855,761.4645795445142,1.0418266753548788,0.0,4.955047579119635,4.584247755051695,423.3086209124929,565.4007634908158,560.9801397072873,7.683006931749735,442.45611972280204,166.59641379853505,476.4424094541939,184.82227676415854,4.549459710303785,0.0,2.2388228459454105,6.475481530785855,318.30075697592974,209.12777298990244,58.42813755501674,402.25399982524624,118.0731803510705,308.3730506347968,278.62857249169735,502.0257267509922,1.5154039516990008,2.3893179137526794,1.7940538238180872,8.150240779319141,73.94382754611766,51.34934572257036,130.59073986263394,286.4857385171585,247.65282211702126,521.2987946336342,100.79096627390301,114.3779036122669,1.4173903217965143,0.0,2.226913370375613,0.0
258,269.7619983323527,770.4325409324787,871.3778449322999,610.950064667066,595.7250442930094,14.562211457647512,534.6915361101101,756.7974885561099,0.899176967206719,0.0,4.872724124292658,4.451228867694134,420.6429337308386,563.0447527836341,558.4503957687233,7.829596930350626,441.41602565749747,166.5692856837692,474.7546559070897,184.5401682476316,4.62213195531846,0.0,1.0144149038931727,6.23306039639679,316.43152068766693,207.96360951632337,57.29261425247146,399.2270543747969,117.47360603841521,306.42136284842866,276.7653320492076,499.6120994528487,1.4084294148781877,1.8805416626832339,1.6268335522821786,7.087881200182793,72.74300288992049,50.17326936170651,130.398641553561,284.05761098713583,246.4845601120542,518.6860403633548,100.16324123704035,113.642492811134,0.9376634550353566,0.0,1.7454376529114977,0.0
259,268.7570612051881,766.9187476388508,868.6013823592463,607.8885024382257,594.6459479733928,14.603467604080887,532.436964462718,751.9095687742473,1.1034930296177188,0.0,4.185569738045911,4.611670498059628,416.6533965956788,560.4901955802061,556.7150586434336,8.261103401458131,440.5555799433809,166.87786852865725,473.6537718706387,184.64851728440505,4.344702864930483,0.0,0.0,5.604113992471771,314.22952201074446,206.78112456868988,56.074552686294254,396.4116874725587,117.25572124479052,304.3439898753171,274.61277050852044,496.37750333614184,1.6085264784707058,0.9368336354608726,1.7335922614106072,6.497517703730852,71.11064410467644,48.66300422212995,130.46398241218307,281.60174296201575,245.46795903952994,516.1466570511145,99.79266742251833,112.8828089744417,0.5185512773218277,0.0,1.2860686444668052,0.0
260,267.8589259212252,763.5647174931671,865.7606195231435,604.189269548289,593.6986752527996,14.448475401457356,529.9436513858941,747.1441854728674,1.427069763518612,0.0,3.3026100323877507,5.12625690748657,414.4094232636393,557.5622015676572,555.6272811296417,8.39762452170613,439.37575116945914,167.23078048824564,473.05563535260876,184.9288058906227,4.403563613982167,0.0,0.0,4.969449701835543,311.9359218756625,205.72073650327368,55.2935660605446,393.8749451505952,117.22726731228656,302.3220550292462,271.9545377717154,492.58195761421564,1.8525158089949159,0.0,2.2656426132759693,6.031291315784771,69.34266545356901,47.52374270994187,130.1836305182023,279.00795673557,244.45458976680536,513.520230012002,99.50903959441317,112.37441521571311,0.2344213498734364,0.36431926682384136,1.1345003285208761,0.5353004468348043
